Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Kareem Hunt,15,86,5.7,21,1,1,5,6,55,11.0,2,0,1,37.1,37.1,27.3%,FA,7,2018
2,Marlon Mack,19,126,6.6,23,2,1,2,3,33,16.5,1,0,1,31.9,31.9,0.0%,FA,7,2018
3,Todd Gurley II,15,63,4.2,18,0,2,4,5,23,5.8,1,0,1,30.6,30.6,0.1%,FA,7,2018
4,James White,11,40,3.6,8,0,0,8,10,57,7.1,2,0,1,29.7,29.7,0.1%,FA,7,2018
5,Saquon Barkley,14,43,3.1,15,0,1,9,10,51,5.7,0,0,1,26.4,26.4,100.0%,PHI,7,2018
6,Tarik Cohen,6,14,2.3,5,0,0,8,13,69,8.6,1,0,1,22.3,22.3,0.0%,NYJ,7,2018
7,Latavius Murray,15,69,4.6,38,2,2,2,2,14,7.0,0,0,1,22.3,22.3,7.6%,FA,7,2018
8,Dion Lewis,13,91,7.0,36,2,0,6,6,64,10.7,0,0,1,21.5,21.5,2.0%,FA,7,2018
9,Kerryon Johnson,19,158,8.3,71,5,0,2,3,21,10.5,0,0,1,19.9,19.9,0.0%,FA,7,2018
10,Kenyan Drake,6,72,12.0,54,4,1,4,8,15,3.8,0,0,1,18.7,18.7,0.0%,FA,7,2018
11,T.J. Yeldon,12,28,2.3,6,0,0,5,7,40,8.0,1,0,1,17.8,17.8,0.0%,FA,7,2018
12,Lamar Miller,22,100,4.5,16,0,1,1,3,-1,-1.0,0,0,1,16.9,16.9,0.0%,FA,7,2018
13,Phillip Lindsay,14,90,6.4,28,2,1,1,1,6,6.0,0,0,1,16.6,16.6,0.0%,FA,7,2018
14,Tevin Coleman,11,50,4.5,30,2,1,2,2,32,16.0,0,0,1,16.2,16.2,0.0%,FA,7,2018
15,Kapri Bibbs,2,13,6.5,13,0,0,4,5,43,10.8,1,0,1,15.6,15.6,0.1%,FA,7,2018
16,Alvin Kamara,17,64,3.8,12,0,1,2,2,11,5.5,0,0,1,15.5,15.5,98.2%,NO,7,2018
17,Derrick Henry,12,33,2.8,7,0,1,2,2,32,16.0,0,0,1,14.5,14.5,99.3%,BAL,7,2018
18,Nick Chubb,18,80,4.4,21,1,1,0,2,0,0.0,0,0,1,14.0,14.0,55.6%,CLE,7,2018
