Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,David Johnson,21,98,4.7,11,0,1,7,9,85,12.1,1,0,1,37.3,37.3,0.0%,FA,10,2018
2,Christian McCaffrey,14,77,5.5,21,1,1,5,5,61,12.2,2,0,1,36.8,36.8,100.0%,SF,10,2018
3,Ezekiel Elliott,19,151,7.9,35,4,1,6,7,36,6.0,1,0,1,36.7,36.7,78.1%,DAL,10,2018
4,Nick Chubb,20,176,8.8,92,5,1,3,3,33,11.0,1,0,1,35.9,35.9,55.6%,CLE,10,2018
5,Aaron Jones,15,145,9.7,67,4,2,3,5,27,9.0,0,0,1,32.2,32.2,93.3%,MIN,10,2018
6,Matt Breida,17,101,5.9,23,2,1,3,4,31,10.3,1,0,1,28.2,28.2,1.1%,FA,10,2018
7,Leonard Fournette,24,53,2.2,11,0,1,5,5,56,11.2,1,0,1,27.9,27.9,2.1%,FA,10,2018
8,Melvin Gordon III,18,93,5.2,15,0,0,5,6,72,14.4,1,0,1,27.5,27.5,0.0%,FA,10,2018
9,Alvin Kamara,12,56,4.7,14,0,2,4,5,46,11.5,0,0,1,26.2,26.2,98.2%,NO,10,2018
10,Mark Ingram II,13,104,8.0,33,2,0,3,3,58,19.3,1,0,1,25.2,25.2,0.1%,FA,10,2018
11,Todd Gurley II,16,120,7.5,17,0,1,3,4,40,13.3,0,0,1,25.0,25.0,0.1%,FA,10,2018
12,Kerryon Johnson,14,51,3.6,10,0,1,6,6,38,6.3,1,1,1,24.9,24.9,0.0%,FA,10,2018
13,LeSean McCoy,26,113,4.3,28,2,2,1,1,5,5.0,0,0,1,24.8,24.8,2.0%,FA,10,2018
14,Mike Davis,11,58,5.3,12,0,0,4,6,22,5.5,1,0,1,18.0,18.0,1.0%,FA,10,2018
15,Derrick Henry,11,58,5.3,14,0,2,0,0,0,0.0,0,0,1,17.8,17.8,99.3%,BAL,10,2018
16,Rashaad Penny,12,108,9.0,38,3,1,0,0,0,0.0,0,0,1,16.8,16.8,4.1%,CAR,10,2018
17,Tarik Cohen,7,15,2.1,5,0,1,6,7,29,4.8,0,0,1,16.4,16.4,0.0%,NYJ,10,2018
18,Jacquizz Rodgers,1,0,0.0,0,0,0,8,8,102,12.8,0,1,1,16.2,16.2,0.0%,FA,10,2018
19,Duke Johnson Jr.,3,15,5.0,9,0,0,4,4,31,7.8,1,0,1,14.6,14.6,0.0%,FA,10,2018
20,James Conner,13,65,5.0,15,0,1,1,1,8,8.0,0,0,1,14.3,14.3,91.7%,ARI,10,2018
21,Saquon Barkley,20,67,3.4,18,0,0,4,5,33,8.3,0,0,1,14.0,14.0,100.0%,PHI,10,2018
22,Doug Martin,15,61,4.1,16,0,0,3,3,31,10.3,0,0,1,12.2,12.2,0.0%,FA,10,2018
23,Frank Gore,13,90,6.9,39,2,0,2,3,12,6.0,0,0,1,12.2,12.2,12.1%,FA,10,2018
24,Theo Riddick,0,0,0.0,0,0,0,6,7,60,10.0,0,0,1,12.0,12.0,0.0%,FA,10,2018
25,Jaylen Samuels,5,7,1.4,5,0,0,3,4,22,7.3,1,0,1,11.9,11.9,0.0%,FA,10,2018
26,Isaiah Crowell,7,19,2.7,18,0,1,2,2,18,9.0,0,0,1,11.7,11.7,0.1%,FA,10,2018
27,Kareem Hunt,16,71,4.4,18,0,0,2,2,25,12.5,0,0,1,11.6,11.6,27.3%,FA,10,2018
28,T.J. Yeldon,3,12,4.0,9,0,0,5,6,51,10.2,0,0,1,11.3,11.3,0.0%,FA,10,2018
29,Jalen Richard,3,7,2.3,6,0,0,5,6,52,10.4,0,0,1,10.9,10.9,1.0%,FA,10,2018
30,Joe Mixon,11,61,5.5,14,0,0,2,2,24,12.0,0,0,1,10.5,10.5,99.1%,HOU,10,2018
31,Tevin Coleman,11,44,4.0,18,0,0,3,5,19,6.3,0,0,1,9.3,9.3,0.0%,FA,10,2018
32,Adrian Peterson,19,68,3.6,18,0,0,2,2,1,0.5,0,0,1,8.9,8.9,2.4%,FA,10,2018
33,Dion Lewis,20,57,2.9,12,0,0,2,2,11,5.5,0,0,1,8.8,8.8,2.0%,FA,10,2018
34,Elijah McGuire,6,30,5.0,13,0,0,3,6,27,9.0,0,0,1,8.7,8.7,0.0%,FA,10,2018
35,Spencer Ware,2,6,3.0,3,0,1,1,1,7,7.0,0,0,1,8.3,8.3,0.0%,FA,10,2018
36,Marlon Mack,12,29,2.4,7,0,0,2,2,9,4.5,0,0,1,7.8,7.8,0.0%,FA,10,2018
37,James White,1,-5,-5.0,0,0,0,5,8,31,6.2,0,0,1,7.6,7.6,0.1%,FA,10,2018
38,Peyton Barber,13,61,4.7,14,0,0,1,1,5,5.0,0,0,1,7.6,7.6,1.0%,FA,10,2018
39,Marcus Murphy,14,69,4.9,17,0,0,0,0,0,0.0,0,0,1,6.9,6.9,0.0%,FA,10,2018
40,Ito Smith,4,11,2.8,4,0,0,4,5,15,3.8,0,0,1,6.6,6.6,0.0%,FA,10,2018
41,Wendell Smallwood,2,4,2.0,3,0,0,3,3,30,10.0,0,0,1,6.4,6.4,0.0%,FA,10,2018
42,James Develin,1,1,1.0,1,0,1,0,0,0,0.0,0,0,1,6.1,6.1,0.0%,FA,10,2018
43,Kapri Bibbs,3,28,9.3,15,0,0,2,4,13,6.5,0,0,1,6.1,6.1,0.1%,FA,10,2018
44,Kenyan Drake,8,27,3.4,6,0,0,2,2,11,5.5,0,0,1,5.8,5.8,0.0%,FA,10,2018
45,Giovani Bernard,2,6,3.0,4,0,0,2,3,30,15.0,0,0,1,5.6,5.6,0.0%,FA,10,2018
46,Jordan Wilkins,1,53,53.0,53,4,0,0,0,0,0.0,0,0,1,5.3,5.3,0.0%,FA,10,2018
47,Nyheim Hines,3,3,1.0,2,0,0,3,4,19,6.3,0,0,1,5.2,5.2,0.5%,CLE,10,2018
48,Dwayne Washington,11,47,4.3,20,1,0,0,0,0,0.0,0,0,1,4.7,4.7,0.0%,DEN,10,2018
49,Josh Adams,7,47,6.7,29,1,0,0,0,0,0.0,0,0,1,4.7,4.7,0.0%,FA,10,2018
