Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Todd Gurley II,12,48,4.0,21,1,2,10,13,76,7.6,0,0,1,34.4,34.4,0.1%,FA,15,2018
2,Damien Williams,10,49,4.9,22,1,2,6,6,74,12.3,0,0,1,30.3,30.3,0.0%,FA,15,2018
3,Derrick Henry,33,170,5.2,22,1,2,1,1,0,0.0,0,0,1,30.2,30.2,99.3%,BAL,15,2018
4,Dalvin Cook,19,136,7.2,26,2,2,1,2,27,27.0,0,0,1,29.3,29.3,9.5%,FA,15,2018
5,Joe Mixon,27,129,4.8,47,3,2,2,4,1,0.5,0,0,1,27.0,27.0,99.1%,HOU,15,2018
6,Chris Carson,22,119,5.4,26,3,1,6,6,29,4.8,0,0,1,26.8,26.8,0.3%,FA,15,2018
7,Christian McCaffrey,15,53,3.5,9,0,0,8,11,67,8.4,0,0,1,26.0,26.0,100.0%,SF,15,2018
8,Marlon Mack,27,139,5.1,21,1,2,1,1,10,10.0,0,1,1,25.9,25.9,0.0%,FA,15,2018
9,Alvin Kamara,14,67,4.8,16,0,1,7,9,36,5.1,0,0,1,23.3,23.3,98.2%,NO,15,2018
10,Tevin Coleman,11,145,13.2,65,8,1,0,1,0,0.0,0,0,1,20.5,20.5,0.0%,FA,15,2018
11,Ezekiel Elliott,18,87,4.8,24,1,0,7,8,41,5.9,0,0,1,19.8,19.8,78.1%,DAL,15,2018
12,Wendell Smallwood,10,48,4.8,11,0,2,2,2,9,4.5,0,0,1,19.7,19.7,0.0%,FA,15,2018
13,Jamaal Williams,12,55,4.6,20,1,1,4,5,42,10.5,0,0,1,19.7,19.7,10.3%,NO,15,2018
14,Jaylen Samuels,19,142,7.5,25,1,0,2,2,30,15.0,0,0,1,19.2,19.2,0.0%,FA,15,2018
15,Kalen Ballage,12,123,10.3,75,4,1,1,1,-2,-2.0,0,0,1,19.1,19.1,0.0%,FA,15,2018
16,David Johnson,11,33,3.0,10,0,1,3,6,68,22.7,0,0,1,19.1,19.1,0.0%,FA,15,2018
17,Justin Jackson,16,58,3.6,9,0,1,3,4,27,9.0,0,0,1,17.5,17.5,0.0%,FA,15,2018
18,Peyton Barber,19,85,4.5,15,0,1,2,2,4,2.0,0,0,1,16.9,16.9,1.0%,FA,15,2018
19,Gus Edwards,19,104,5.5,26,1,1,0,0,0,0.0,0,0,1,16.4,16.4,80.8%,LAC,15,2018
20,Mike Davis,5,21,4.2,6,0,0,8,8,63,7.9,0,0,1,16.4,16.4,1.0%,FA,15,2018
21,Matt Breida,17,50,2.9,8,0,0,5,5,46,9.2,0,0,1,14.6,14.6,1.1%,FA,15,2018
22,Tarik Cohen,5,24,4.8,22,1,0,5,6,31,6.2,1,1,1,14.5,14.5,0.0%,NYJ,15,2018
23,Jordan Howard,19,60,3.2,9,0,1,1,1,15,15.0,0,0,1,14.5,14.5,0.0%,FA,15,2018
24,Elijah McGuire,18,42,2.3,14,0,1,3,4,29,9.7,0,1,1,14.1,14.1,0.0%,FA,15,2018
25,Zach Zenner,10,45,4.5,17,0,1,3,4,0,0.0,0,0,1,13.5,13.5,0.0%,FA,15,2018
26,Latavius Murray,15,68,4.5,18,0,1,0,0,0,0.0,0,0,1,12.8,12.8,7.6%,FA,15,2018
27,Darrel Williams,2,13,6.5,8,0,0,2,2,19,9.5,1,0,1,11.2,11.2,0.0%,FA,15,2018
28,Jalen Richard,4,9,2.3,5,0,0,5,6,67,13.4,0,1,1,10.6,10.6,1.0%,FA,15,2018
29,Nyheim Hines,6,19,3.2,8,0,0,4,6,45,11.3,0,0,1,10.4,10.4,0.5%,CLE,15,2018
30,Nick Chubb,20,100,5.0,40,3,0,0,1,0,0.0,0,0,1,10.0,10.0,55.6%,CLE,15,2018
31,Saquon Barkley,14,31,2.2,17,0,0,4,10,25,6.3,0,0,1,9.6,9.6,100.0%,PHI,15,2018
32,Leonard Fournette,11,46,4.2,25,1,0,3,4,18,6.0,0,0,1,9.4,9.4,2.1%,FA,15,2018
33,Mark Ingram II,12,63,5.3,22,1,0,2,2,11,5.5,0,0,1,9.4,9.4,0.1%,FA,15,2018
34,Duke Johnson Jr.,4,28,7.0,15,0,0,4,5,25,6.3,0,0,1,9.3,9.3,0.0%,FA,15,2018
35,Adrian Peterson,19,51,2.7,15,0,0,2,3,20,10.0,0,0,1,9.1,9.1,2.4%,FA,15,2018
