Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Saquon Barkley,13,130,10.0,50,7,1,9,12,99,11.0,0,0,1,37.9,37.9,100.0%,PHI,6,2018
2,Todd Gurley II,28,208,7.4,29,4,2,2,5,17,8.5,0,0,1,36.5,36.5,0.1%,FA,6,2018
3,Melvin Gordon III,18,132,7.3,16,0,3,2,4,18,9.0,0,0,1,35.0,35.0,0.0%,FA,6,2018
4,Kareem Hunt,10,80,8.0,31,3,0,5,6,105,21.0,1,0,1,29.5,29.5,27.3%,FA,6,2018
5,James Conner,19,111,5.8,26,2,2,4,7,18,4.5,0,0,1,28.9,28.9,91.7%,ARI,6,2018
6,Tarik Cohen,5,31,6.2,21,1,1,7,9,90,12.9,0,1,1,23.1,23.1,0.0%,NYJ,6,2018
7,Latavius Murray,24,155,6.5,34,5,1,1,2,3,3.0,0,0,1,22.8,22.8,7.6%,FA,6,2018
8,Sony Michel,24,106,4.4,15,0,2,0,1,0,0.0,0,0,1,22.6,22.6,0.0%,FA,6,2018
9,Peyton Barber,13,82,6.3,28,2,0,4,4,24,6.0,1,0,1,20.6,20.6,1.0%,FA,6,2018
10,Ezekiel Elliott,24,106,4.4,21,2,1,1,1,11,11.0,0,0,1,18.7,18.7,78.1%,DAL,6,2018
11,Joe Mixon,11,64,5.8,17,0,1,4,7,20,5.0,0,0,1,18.4,18.4,99.1%,HOU,6,2018
12,Alex Collins,19,54,2.8,13,0,2,0,0,0,0.0,0,0,1,17.4,17.4,19.0%,FA,6,2018
13,Corey Clement,11,43,3.9,14,0,1,3,3,26,8.7,0,0,1,15.9,15.9,0.0%,FA,6,2018
14,Duke Johnson Jr.,2,36,18.0,23,1,0,4,5,73,18.3,0,0,1,14.9,14.9,0.0%,FA,6,2018
15,James White,6,39,6.5,12,0,0,5,7,53,10.6,0,0,1,14.2,14.2,0.1%,FA,6,2018
16,Christian McCaffrey,8,20,2.5,9,0,0,7,8,46,6.6,0,0,1,13.6,13.6,100.0%,SF,6,2018
17,Frank Gore,15,101,6.7,32,2,0,1,1,18,18.0,0,0,1,12.9,12.9,12.1%,FA,6,2018
18,David Johnson,18,54,3.0,10,0,1,2,5,15,7.5,0,1,1,12.9,12.9,0.0%,FA,6,2018
