Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Alvin Kamara,19,134,7.1,49,3,3,5,9,47,9.4,0,0,1,41.1,41.1,98.2%,NO,4,2018
2,Ezekiel Elliott,25,152,6.1,41,3,0,4,4,88,22.0,1,0,1,34.0,34.0,78.1%,DAL,4,2018
3,James White,8,44,5.5,22,1,1,8,10,68,8.5,1,0,1,31.2,31.2,0.1%,FA,4,2018
4,Melvin Gordon III,15,104,6.9,34,2,0,7,10,55,7.9,1,0,1,30.9,30.9,0.0%,FA,4,2018
5,Tarik Cohen,13,53,4.1,19,0,0,7,8,121,17.3,1,0,1,30.4,30.4,0.0%,NYJ,4,2018
6,Mike Davis,21,101,4.8,20,1,2,4,4,23,5.8,0,0,1,28.4,28.4,1.0%,FA,4,2018
7,Nyheim Hines,4,10,2.5,7,0,0,9,11,63,7.0,2,0,1,28.3,28.3,0.5%,CLE,4,2018
8,Kareem Hunt,19,121,6.4,45,3,1,3,4,54,18.0,0,0,1,26.5,26.5,27.3%,FA,4,2018
9,Giovani Bernard,15,69,4.6,14,0,2,4,4,27,6.8,0,0,1,25.6,25.6,0.0%,FA,4,2018
10,Todd Gurley II,17,83,4.9,10,0,0,4,6,73,18.3,1,0,1,25.6,25.6,0.1%,FA,4,2018
11,T.J. Yeldon,18,52,2.9,10,0,1,3,3,48,16.0,1,1,1,23.0,23.0,0.0%,FA,4,2018
12,Nick Chubb,3,105,35.0,63,7,2,0,0,0,0.0,0,0,1,22.5,22.5,55.6%,CLE,4,2018
13,Saquon Barkley,10,44,4.4,28,1,1,6,8,56,9.3,0,0,1,22.0,22.0,100.0%,PHI,4,2018
14,Marshawn Lynch,20,130,6.5,52,4,0,3,5,27,9.0,0,0,1,18.7,18.7,0.3%,FA,4,2018
15,David Johnson,22,71,3.2,21,1,1,3,4,41,13.7,0,1,1,18.2,18.2,0.0%,FA,4,2018
16,Sony Michel,25,112,4.5,23,1,1,0,0,0,0.0,0,0,1,17.2,17.2,0.0%,FA,4,2018
17,Phillip Lindsay,12,69,5.8,19,0,1,2,2,10,5.0,0,0,1,15.9,15.9,0.0%,FA,4,2018
18,Dion Lewis,4,0,0.0,2,0,0,9,9,66,7.3,0,0,1,15.6,15.6,2.0%,FA,4,2018
19,Aaron Jones,11,65,5.9,30,2,1,1,1,17,17.0,0,0,1,15.2,15.2,93.3%,MIN,4,2018
20,Carlos Hyde,22,82,3.7,16,0,1,0,1,0,0.0,0,0,1,14.2,14.2,0.0%,FA,4,2018
21,Ito Smith,7,35,5.0,13,0,1,3,3,13,4.3,0,0,1,13.8,13.8,0.0%,FA,4,2018
22,Frank Gore,11,41,3.7,14,0,0,2,3,16,8.0,1,0,1,13.7,13.7,12.1%,FA,4,2018
23,Austin Ekeler,8,25,3.1,11,0,0,2,3,31,15.5,1,0,1,13.6,13.6,93.1%,WAS,4,2018
24,Duke Johnson Jr.,2,11,5.5,8,0,0,4,6,45,11.3,0,0,1,13.6,13.6,0.0%,FA,4,2018
25,Royce Freeman,8,67,8.4,18,0,1,0,0,0,0.0,0,0,1,12.7,12.7,3.2%,DAL,4,2018
26,Kerryon Johnson,9,55,6.1,32,2,1,1,1,1,1.0,0,0,1,12.6,12.6,0.0%,FA,4,2018
27,Jay Ajayi,15,70,4.7,15,0,0,3,4,11,3.7,0,0,1,11.1,11.1,7.0%,FA,4,2018
28,Tevin Coleman,14,51,3.6,9,0,0,3,3,26,8.7,0,0,1,10.7,10.7,0.0%,FA,4,2018
29,Matt Breida,9,39,4.3,12,0,0,3,3,32,10.7,0,0,1,10.1,10.1,1.1%,FA,4,2018
30,Alex Collins,11,42,3.8,11,0,0,1,1,3,3.0,1,1,1,9.5,9.5,19.0%,FA,4,2018
31,Ty Montgomery II,5,18,3.6,9,0,0,2,3,56,28.0,0,0,1,9.4,9.4,0.0%,FA,4,2018
32,James Conner,9,19,2.1,4,0,0,3,7,25,8.3,0,0,1,9.4,9.4,91.7%,ARI,4,2018
33,Bilal Powell,8,26,3.3,9,0,0,4,7,26,6.5,0,0,1,9.2,9.2,0.0%,FA,4,2018
34,Wendell Smallwood,5,39,7.8,15,0,0,3,5,15,5.0,0,0,1,8.4,8.4,0.0%,FA,4,2018
35,LeSean McCoy,5,24,4.8,11,0,0,3,6,13,4.3,0,0,1,6.7,6.7,2.0%,FA,4,2018
36,Theo Riddick,1,7,7.0,7,0,0,4,5,20,5.0,0,0,1,6.7,6.7,0.0%,FA,4,2018
37,Javorius Allen,10,30,3.0,11,0,0,2,2,17,8.5,0,0,1,6.7,6.7,0.1%,FA,4,2018
38,Jalen Richard,1,-2,-2.0,0,0,0,3,5,38,12.7,0,0,1,6.6,6.6,1.0%,FA,4,2018
39,Latavius Murray,2,2,1.0,2,0,0,2,2,16,8.0,0,0,1,5.8,5.8,7.6%,FA,4,2018
40,Mark Walton,5,9,1.8,4,0,0,2,4,28,14.0,0,0,1,5.7,5.7,2.0%,FA,4,2018
