Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Saquon Barkley,27,142,5.3,23,1,2,2,3,10,5.0,1,0,1,35.2,35.2,100.0%,PHI,11,2018
2,Ezekiel Elliott,23,122,5.3,23,1,1,7,8,79,11.3,0,0,1,33.1,33.1,78.1%,DAL,11,2018
3,Aaron Jones,11,40,3.6,8,0,1,5,6,63,12.6,1,0,1,27.3,27.3,93.3%,MIN,11,2018
4,Phillip Lindsay,11,79,7.2,41,3,2,4,5,27,6.8,0,0,1,26.6,26.6,0.0%,FA,11,2018
5,Mark Ingram II,16,103,6.4,38,2,2,0,0,0,0.0,0,0,1,22.3,22.3,0.1%,FA,11,2018
6,Leonard Fournette,28,95,3.4,20,1,1,2,2,46,23.0,0,0,1,22.1,22.1,2.1%,FA,11,2018
7,Melvin Gordon III,18,69,3.8,20,1,0,6,6,87,14.5,0,0,1,21.6,21.6,0.0%,FA,11,2018
8,Kareem Hunt,14,70,5.0,27,1,0,3,4,41,13.7,1,0,1,20.1,20.1,27.3%,FA,11,2018
9,Gus Edwards,17,115,6.8,17,0,1,0,0,0,0.0,0,0,1,19.5,19.5,80.8%,LAC,11,2018
10,Peyton Barber,18,106,5.9,28,1,1,2,2,4,2.0,0,0,1,19.0,19.0,1.0%,FA,11,2018
11,Alvin Kamara,13,71,5.5,16,0,0,1,1,37,37.0,1,0,1,17.8,17.8,98.2%,NO,11,2018
12,Kerryon Johnson,15,87,5.8,24,1,1,2,2,10,5.0,0,0,1,17.7,17.7,0.0%,FA,11,2018
13,Adrian Peterson,16,51,3.2,9,0,2,0,0,0,0.0,0,0,1,17.1,17.1,2.4%,FA,11,2018
14,Christian McCaffrey,13,53,4.1,10,0,0,6,8,57,9.5,0,0,1,17.0,17.0,100.0%,SF,11,2018
15,David Johnson,25,137,5.5,53,4,0,1,3,17,17.0,0,0,1,16.4,16.4,0.0%,FA,11,2018
16,Josh Adams,7,53,7.6,28,1,1,3,6,19,6.3,0,0,1,16.2,16.2,0.0%,FA,11,2018
17,Joe Mixon,12,14,1.2,4,0,1,3,3,38,12.7,0,0,1,14.2,14.2,99.1%,HOU,11,2018
18,Marlon Mack,16,61,3.8,9,0,1,1,2,8,8.0,0,0,1,13.9,13.9,0.0%,FA,11,2018
19,Lamar Miller,20,86,4.3,21,1,0,3,5,22,7.3,0,0,1,13.8,13.8,0.0%,FA,11,2018
