Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,James Conner,24,146,6.1,30,3,2,5,6,66,13.2,0,0,1,38.2,38.2,91.7%,ARI,8,2018
2,Todd Gurley II,25,114,4.6,23,1,0,6,7,81,13.5,1,0,1,33.5,33.5,0.1%,FA,8,2018
3,Marlon Mack,25,132,5.3,49,3,2,2,4,17,8.5,0,0,1,28.9,28.9,0.0%,FA,8,2018
4,Joe Mixon,21,123,5.9,43,3,2,3,4,15,5.0,0,0,1,28.8,28.8,99.1%,HOU,8,2018
5,Adrian Peterson,26,149,5.7,64,4,1,1,1,7,7.0,1,1,1,26.6,26.6,2.4%,FA,8,2018
6,Alvin Kamara,13,45,3.5,17,0,1,7,8,31,4.4,1,0,1,26.6,26.6,98.2%,NO,8,2018
7,James White,8,15,1.9,5,0,1,10,13,79,7.9,0,0,1,25.4,25.4,0.1%,FA,8,2018
8,Kenyan Drake,12,58,4.8,12,0,1,2,2,37,18.5,1,0,1,23.5,23.5,0.0%,FA,8,2018
9,Christian McCaffrey,14,45,3.2,12,0,1,4,6,11,2.8,1,0,1,21.6,21.6,100.0%,SF,8,2018
10,Latavius Murray,13,56,4.3,12,0,1,5,6,39,7.8,0,0,1,20.5,20.5,7.6%,FA,8,2018
11,Chris Carson,25,105,4.2,12,0,1,2,2,19,9.5,0,0,1,20.4,20.4,0.3%,FA,8,2018
12,Phillip Lindsay,18,95,5.3,14,0,1,3,3,17,5.7,0,0,1,20.2,20.2,0.0%,FA,8,2018
13,Saquon Barkley,13,38,2.9,9,0,0,9,10,73,8.1,0,0,1,20.1,20.1,100.0%,PHI,8,2018
14,Kareem Hunt,16,50,3.1,11,0,0,5,6,36,7.2,1,0,1,19.6,19.6,27.3%,FA,8,2018
15,Lamar Miller,18,133,7.4,58,4,1,0,2,0,0.0,0,0,1,19.3,19.3,0.0%,FA,8,2018
16,Tarik Cohen,5,40,8.0,21,1,0,1,3,70,70.0,1,0,1,18.0,18.0,0.0%,NYJ,8,2018
17,Aaron Jones,12,86,7.2,33,2,1,2,2,0,0.0,0,0,1,16.6,16.6,93.3%,MIN,8,2018
18,T.J. Yeldon,2,7,3.5,4,0,0,7,9,83,11.9,0,0,1,16.0,16.0,0.0%,FA,8,2018
19,LeSean McCoy,12,13,1.1,12,0,0,6,8,82,13.7,0,0,1,15.5,15.5,2.0%,FA,8,2018
20,Kerryon Johnson,8,22,2.8,7,0,0,6,8,69,11.5,0,0,1,15.1,15.1,0.0%,FA,8,2018
21,Wendell Smallwood,8,24,3.0,10,0,0,2,3,42,21.0,1,0,1,14.6,14.6,0.0%,FA,8,2018
22,Peyton Barber,19,85,4.5,16,0,1,0,0,0,0.0,0,0,1,14.5,14.5,1.0%,FA,8,2018
23,Jalen Richard,2,14,7.0,13,0,0,8,8,50,6.3,0,0,1,14.4,14.4,1.0%,FA,8,2018
24,Jordan Howard,22,81,3.7,24,1,1,0,1,0,0.0,0,0,1,14.1,14.1,0.0%,FA,8,2018
25,Devontae Booker,9,78,8.7,26,1,0,4,4,23,5.8,0,0,1,14.1,14.1,0.0%,FA,8,2018
26,David Johnson,16,59,3.7,13,0,0,4,4,41,10.3,0,0,1,14.0,14.0,0.0%,FA,8,2018
27,Alex Collins,11,49,4.5,15,0,1,2,2,14,7.0,0,1,1,12.3,12.3,19.0%,FA,8,2018
28,Mark Ingram II,13,63,4.8,11,0,0,3,3,29,9.7,0,0,1,12.2,12.2,0.1%,FA,8,2018
29,Javorius Allen,0,0,0.0,0,0,0,3,5,18,6.0,1,0,1,10.8,10.8,0.1%,FA,8,2018
30,Nyheim Hines,11,78,7.1,15,0,0,2,2,7,3.5,0,0,1,10.5,10.5,0.5%,CLE,8,2018
31,Nick Chubb,18,65,3.6,20,1,0,2,3,10,5.0,0,0,1,9.5,9.5,55.6%,CLE,8,2018
32,Doug Martin,13,72,5.5,29,1,0,2,2,17,8.5,0,1,1,8.9,8.9,0.0%,FA,8,2018
33,Josh Adams,9,61,6.8,21,1,0,1,1,6,6.0,0,0,1,7.7,7.7,0.0%,FA,8,2018
34,Jacquizz Rodgers,1,4,4.0,4,0,0,4,4,25,6.3,0,0,1,6.9,6.9,0.0%,FA,8,2018
35,Jamaal Williams,4,9,2.3,5,0,1,0,1,0,0.0,0,0,1,6.9,6.9,10.3%,NO,8,2018
36,Frank Gore,12,53,4.4,9,0,0,1,2,5,5.0,0,0,1,6.8,6.8,12.1%,FA,8,2018
37,Chris Ivory,6,34,5.7,13,0,0,1,2,11,11.0,0,0,1,5.5,5.5,0.0%,FA,8,2018
38,Trenton Cannon,6,10,1.7,4,0,0,3,4,12,4.0,0,0,1,5.2,5.2,0.0%,FA,8,2018
39,Isaiah Crowell,13,25,1.9,7,0,0,1,1,13,13.0,0,0,1,4.8,4.8,0.1%,FA,8,2018
40,Mike Davis,10,33,3.3,6,0,0,1,1,2,2.0,0,0,1,4.5,4.5,1.0%,FA,8,2018
41,Alfred Blue,15,42,2.8,12,0,0,0,0,0,0.0,0,0,1,4.2,4.2,0.0%,FA,8,2018
42,Matt Breida,16,42,2.6,10,0,0,0,0,0,0.0,0,0,1,4.2,4.2,1.1%,FA,8,2018
43,Chris Thompson,3,13,4.3,10,0,0,2,3,9,4.5,0,0,1,4.2,4.2,0.0%,FA,8,2018
44,Duke Johnson Jr.,2,0,0.0,3,0,0,2,3,16,8.0,0,0,1,3.6,3.6,0.0%,FA,8,2018
45,LeGarrette Blount,3,3,1.0,2,0,0,1,1,23,23.0,0,0,1,3.6,3.6,0.1%,FA,8,2018
46,Dontrell Hilliard,0,0,0.0,0,0,0,1,1,24,24.0,0,0,1,3.4,3.4,0.0%,FA,8,2018
47,Chase Edmonds,2,9,4.5,5,0,0,1,2,12,12.0,0,0,1,3.1,3.1,0.8%,TB,8,2018
48,Gus Edwards,2,12,6.0,8,0,0,1,1,7,7.0,0,0,1,2.9,2.9,80.8%,LAC,8,2018
49,Alfred Morris,6,28,4.7,26,1,0,0,0,0,0.0,0,0,1,2.8,2.8,0.0%,FA,8,2018
50,Mark Walton,2,7,3.5,4,0,0,1,1,10,10.0,0,0,1,2.7,2.7,2.0%,FA,8,2018
51,Roc Thomas,1,-1,-1.0,0,0,0,1,1,15,15.0,0,0,1,2.4,2.4,0.0%,FA,8,2018
52,Anthony Sherman,0,0,0.0,0,0,0,1,1,10,10.0,0,0,1,2.0,2.0,0.0%,FA,8,2018
53,C.J. Anderson,5,20,4.0,7,0,0,0,0,0,0.0,0,0,1,2.0,2.0,1.0%,FA,8,2018
54,Raheem Mostert,2,18,9.0,14,0,0,0,1,0,0.0,0,0,1,1.8,1.8,91.5%,MIA,8,2018
55,Keith Smith,0,0,0.0,0,0,0,1,1,8,8.0,0,0,1,1.8,1.8,0.0%,FA,8,2018
56,Jaylen Samuels,4,17,4.3,7,0,0,0,0,0,0.0,0,0,1,1.7,1.7,0.0%,FA,8,2018
57,James Develin,0,0,0.0,0,0,0,1,2,7,7.0,0,0,1,1.7,1.7,0.0%,FA,8,2018
58,Corey Clement,4,6,1.5,5,0,0,1,1,-1,-1.0,0,0,1,1.5,1.5,0.0%,FA,8,2018
59,Tyler Ervin,0,0,0.0,0,0,0,1,1,4,4.0,0,0,1,1.4,1.4,0.0%,FA,8,2018
60,Jordan Wilkins,2,14,7.0,9,0,0,0,0,0,0.0,0,0,1,1.4,1.4,0.0%,FA,8,2018
61,Stevan Ridley,0,0,0.0,0,0,0,2,2,13,6.5,0,1,1,1.3,1.3,0.0%,FA,8,2018
62,Carlos Hyde,6,11,1.8,7,0,0,0,2,0,0.0,0,0,1,1.1,1.1,0.0%,FA,8,2018
63,Ronald Jones II,2,-3,-1.5,1,0,0,1,1,4,4.0,0,0,1,1.1,1.1,0.0%,FA,8,2018
64,Mike Boone,3,11,3.7,7,0,0,0,0,0,0.0,0,0,1,1.1,1.1,0.0%,CAR,8,2018
65,Patrick DiMarco,0,0,0.0,0,0,0,1,1,0,0.0,0,0,1,1.0,1.0,0.0%,FA,8,2018
66,Kyle Juszczyk,2,10,5.0,6,0,0,0,1,0,0.0,0,0,1,1.0,1.0,1.0%,SF,8,2018
67,Malcolm Brown,1,7,7.0,7,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%,FA,8,2018
68,Kalen Ballage,1,5,5.0,5,0,0,0,0,0,0.0,0,0,1,0.5,0.5,0.0%,FA,8,2018
69,Kenjon Barner,2,4,2.0,2,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%,FA,8,2018
70,DeAndre Washington,1,4,4.0,4,0,0,0,0,0,0.0,0,0,1,0.4,0.4,11.0%,FA,8,2018
71,C.J. Ham,2,1,0.5,1,0,0,0,0,0,0.0,0,0,1,0.1,0.1,0.1%,MIN,8,2018
72,Tre Madden,2,1,0.5,1,0,0,0,0,0,0.0,0,0,1,0.1,0.1,0.1%,FA,8,2018
73,Nick Bellore,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,7.0%,FA,8,2018
74,Brandon Bolden,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,8,2018
75,Tommy Bohanon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,8,2018
76,Benny Cunningham Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,8,2018
77,Zach Line,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,8,2018
