Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Todd Gurley II,19,42,2.2,11,0,3,3,3,31,10.3,0,0,1,32.3,32.3,0.1%,FA,2,2018
2,Melvin Gordon III,9,28,3.1,20,1,1,6,7,38,6.3,2,0,1,30.6,30.6,0.0%,FA,2,2018
3,Christian McCaffrey,8,37,4.6,11,0,0,14,15,102,7.3,0,0,1,27.9,27.9,100.0%,SF,2,2018
4,Matt Breida,11,138,12.5,66,6,1,3,4,21,7.0,0,0,1,24.9,24.9,1.1%,FA,2,2018
5,Saquon Barkley,11,28,2.5,10,0,0,14,16,80,5.7,0,0,1,24.8,24.8,100.0%,PHI,2,2018
6,Chris Thompson,4,1,0.3,8,0,0,13,14,92,7.1,0,0,1,22.3,22.3,0.0%,FA,2,2018
7,Ezekiel Elliott,17,78,4.6,19,0,1,5,6,9,1.8,0,0,1,19.7,19.7,78.1%,DAL,2,2018
8,James Conner,8,17,2.1,9,0,1,5,5,48,9.6,0,0,1,19.5,19.5,91.7%,ARI,2,2018
9,Corey Clement,6,30,5.0,15,0,1,5,6,55,11.0,0,0,1,19.5,19.5,0.0%,FA,2,2018
10,Bilal Powell,5,6,1.2,4,0,0,5,6,74,14.8,1,0,1,19.0,19.0,0.0%,FA,2,2018
11,Alvin Kamara,13,46,3.5,18,0,0,6,6,53,8.8,0,0,1,17.9,17.9,98.2%,NO,2,2018
12,Kenyan Drake,11,53,4.8,20,1,1,4,4,17,4.3,0,0,1,17.0,17.0,0.0%,FA,2,2018
13,Tevin Coleman,16,107,6.7,36,3,0,4,4,18,4.5,0,0,1,16.5,16.5,0.0%,FA,2,2018
14,James White,4,11,2.8,5,0,0,7,8,73,10.4,0,0,1,15.4,15.4,0.1%,FA,2,2018
15,Javorius Allen,6,8,1.3,6,0,1,5,7,36,7.2,0,0,1,15.4,15.4,0.1%,FA,2,2018
16,Kareem Hunt,18,75,4.2,16,0,0,1,1,5,5.0,1,0,1,15.0,15.0,27.3%,FA,2,2018
17,Marshawn Lynch,18,65,3.6,11,0,1,2,2,3,1.5,0,0,1,14.8,14.8,0.3%,FA,2,2018
18,Theo Riddick,0,0,0.0,0,0,0,9,12,47,5.2,0,0,1,13.7,13.7,0.0%,FA,2,2018
19,Corey Grant,4,13,3.3,7,0,0,6,7,56,9.3,0,0,1,12.9,12.9,0.0%,FA,2,2018
20,Austin Ekeler,11,77,7.0,22,1,0,3,3,21,7.0,0,0,1,12.8,12.8,93.1%,WAS,2,2018
21,Phillip Lindsay,14,107,7.6,53,4,0,1,1,4,4.0,0,0,1,12.1,12.1,0.0%,FA,2,2018
22,Dalvin Cook,10,38,3.8,9,0,0,3,5,52,17.3,0,0,1,12.0,12.0,9.5%,FA,2,2018
23,Carlos Hyde,16,43,2.7,10,0,1,1,1,7,7.0,0,0,1,12.0,12.0,0.0%,FA,2,2018
24,Alex Collins,9,35,3.9,14,0,0,3,4,55,18.3,0,0,1,12.0,12.0,19.0%,FA,2,2018
25,Kerryon Johnson,8,43,5.4,21,1,0,5,6,23,4.6,0,0,1,11.6,11.6,0.0%,FA,2,2018
26,LeSean McCoy,9,39,4.3,27,1,0,4,4,29,7.3,0,0,1,10.8,10.8,2.0%,FA,2,2018
27,Chris Ivory,2,7,3.5,6,0,1,1,2,30,30.0,0,0,1,10.7,10.7,0.0%,FA,2,2018
28,Jamaal Williams,16,59,3.7,11,0,0,3,4,12,4.0,0,0,1,10.1,10.1,10.3%,NO,2,2018
29,Alfred Morris,14,48,3.4,9,0,0,2,2,32,16.0,0,0,1,10.0,10.0,0.0%,FA,2,2018
30,Jordan Howard,14,35,2.5,7,0,0,3,4,33,11.0,0,0,1,9.8,9.8,0.0%,FA,2,2018
31,Jay Ajayi,7,23,3.3,20,1,1,1,1,4,4.0,0,0,1,9.7,9.7,7.0%,FA,2,2018
32,Joe Mixon,21,84,4.0,21,1,0,1,1,3,3.0,0,0,1,9.7,9.7,99.1%,HOU,2,2018
33,T.J. Yeldon,10,58,5.8,20,1,0,2,5,13,6.5,0,0,1,9.1,9.1,0.0%,FA,2,2018
34,Lamar Miller,14,68,4.9,18,0,0,2,2,2,1.0,0,0,1,9.0,9.0,0.0%,FA,2,2018
35,Royce Freeman,8,28,3.5,14,0,1,0,1,0,0.0,0,0,1,8.8,8.8,3.2%,DAL,2,2018
36,Jordan Wilkins,10,61,6.1,18,0,0,2,2,3,1.5,0,0,1,8.4,8.4,0.0%,FA,2,2018
37,Giovani Bernard,6,27,4.5,11,0,0,4,7,15,3.8,0,0,1,8.2,8.2,0.0%,FA,2,2018
38,Adrian Peterson,11,20,1.8,14,0,0,3,3,30,10.0,0,0,1,8.0,8.0,2.4%,FA,2,2018
39,Nyheim Hines,4,7,1.8,8,0,1,1,1,-2,-2.0,0,0,1,7.5,7.5,0.5%,CLE,2,2018
40,Chase Edmonds,1,5,5.0,5,0,0,5,5,15,3.0,0,0,1,7.0,7.0,0.8%,TB,2,2018
41,Jacquizz Rodgers,5,13,2.6,7,0,0,3,3,23,7.7,0,0,1,6.6,6.6,0.0%,FA,2,2018
42,Malcolm Brown,12,46,3.8,19,0,0,0,1,0,0.0,0,0,1,6.6,6.6,0.0%,FA,2,2018
43,Ito Smith,9,46,5.1,18,0,0,1,1,8,8.0,0,0,1,6.4,6.4,0.0%,FA,2,2018
44,David Johnson,13,48,3.7,9,0,0,1,2,3,3.0,0,0,1,6.1,6.1,0.0%,FA,2,2018
45,Derrick Henry,18,56,3.1,9,0,0,0,0,0,0.0,0,0,1,5.9,5.9,99.3%,BAL,2,2018
46,Isaiah Crowell,12,35,2.9,12,0,0,2,3,4,2.0,0,0,1,5.9,5.9,0.1%,FA,2,2018
47,Frank Gore,9,25,2.8,8,0,0,1,1,19,19.0,0,0,1,5.4,5.4,12.1%,FA,2,2018
48,Dion Lewis,14,42,3.0,13,0,0,1,1,1,1.0,0,0,1,5.3,5.3,2.0%,FA,2,2018
49,C.J. Prosise,0,0,0.0,0,0,0,3,3,22,7.3,0,0,1,5.2,5.2,0.0%,FA,2,2018
50,Sony Michel,10,34,3.4,15,0,0,1,2,7,7.0,0,0,1,5.1,5.1,0.0%,FA,2,2018
51,Ty Montgomery II,5,31,6.2,16,0,0,1,2,9,9.0,0,0,1,5.0,5.0,0.0%,FA,2,2018
52,Marlon Mack,10,34,3.4,8,0,0,1,2,2,2.0,0,0,1,4.6,4.6,0.0%,FA,2,2018
53,LeGarrette Blount,8,38,4.8,13,0,0,1,1,-3,-3.0,0,0,1,4.5,4.5,0.1%,FA,2,2018
54,Kyle Juszczyk,0,0,0.0,0,0,0,3,4,13,4.3,0,0,1,4.3,4.3,1.0%,SF,2,2018
55,Peyton Barber,16,22,1.4,9,0,0,1,2,7,7.0,0,0,1,3.9,3.9,1.0%,FA,2,2018
56,Alfred Blue,7,36,5.1,8,0,0,0,0,0,0.0,0,0,1,3.6,3.6,0.0%,FA,2,2018
57,Tarik Cohen,4,8,2.0,3,0,0,1,1,17,17.0,0,0,1,3.5,3.5,0.0%,NYJ,2,2018
58,Patrick DiMarco,0,0,0.0,0,0,0,1,1,24,24.0,0,0,1,3.4,3.4,0.0%,FA,2,2018
59,Doug Martin,7,24,3.4,6,0,0,1,1,0,0.0,0,0,1,3.4,3.4,0.0%,FA,2,2018
60,Keith Smith,0,0,0.0,0,0,0,2,3,12,6.0,0,0,1,3.2,3.2,0.0%,FA,2,2018
61,C.J. Anderson,3,31,10.3,22,1,0,0,2,0,0.0,0,0,1,3.1,3.1,1.0%,FA,2,2018
62,Rashaad Penny,10,30,3.0,10,0,0,0,2,0,0.0,0,0,1,3.0,3.0,4.1%,CAR,2,2018
63,Duke Johnson Jr.,3,3,1.0,3,0,0,2,2,7,3.5,0,0,1,3.0,3.0,0.0%,FA,2,2018
64,Roosevelt Nix,0,0,0.0,0,0,0,1,1,19,19.0,0,0,1,2.9,2.9,0.0%,FA,2,2018
65,Chris Carson,6,24,4.0,9,0,0,0,1,0,0.0,0,0,1,2.4,2.4,0.3%,FA,2,2018
66,Marcus Murphy,3,6,2.0,5,0,0,1,5,7,7.0,0,0,1,2.3,2.3,0.0%,FA,2,2018
67,Wayne Gallman Jr.,1,2,2.0,2,0,0,1,1,11,11.0,0,0,1,2.3,2.3,0.0%,FA,2,2018
68,Rex Burkhead,6,22,3.7,12,0,0,0,0,0,0.0,0,0,1,2.2,2.2,10.0%,FA,2,2018
69,Andy Janovich,0,0,0.0,0,0,0,1,1,11,11.0,0,0,1,2.1,2.1,0.0%,FA,2,2018
70,Wendell Smallwood,7,28,4.0,8,0,0,1,1,2,2.0,0,1,1,2.0,2.0,0.0%,FA,2,2018
