Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,C.J. Anderson,23,132,5.7,13,0,1,3,3,22,7.3,0,0,1,24.4,24.4,1.0%,FA,17,2018
2,Jordan Howard,21,109,5.2,42,3,2,1,2,5,5.0,0,0,1,24.4,24.4,0.0%,FA,17,2018
3,Saquon Barkley,17,109,6.4,68,5,1,4,8,33,8.3,0,0,1,24.2,24.2,100.0%,PHI,17,2018
4,Chris Carson,19,122,6.4,61,4,1,1,1,7,7.0,0,0,1,19.9,19.9,0.3%,FA,17,2018
5,Zach Zenner,21,93,4.4,13,0,1,1,2,30,30.0,0,0,1,19.3,19.3,0.0%,FA,17,2018
6,Marlon Mack,25,119,4.8,21,1,1,3,3,-1,-0.3,0,1,1,18.8,18.8,0.0%,FA,17,2018
7,Alfred Morris,16,111,6.9,51,5,1,1,1,4,4.0,0,0,1,18.5,18.5,0.0%,FA,17,2018
8,Royce Freeman,17,60,3.5,9,0,0,8,10,43,5.4,0,0,1,18.3,18.3,3.2%,DAL,17,2018
9,James White,4,30,7.5,21,1,0,4,5,39,9.8,1,0,1,16.9,16.9,0.1%,FA,17,2018
10,Kenyan Drake,11,43,3.9,9,0,0,5,5,52,10.4,0,0,1,14.5,14.5,0.0%,FA,17,2018
11,Cameron Artis-Payne,16,56,3.5,15,0,1,2,2,2,1.0,0,0,1,13.8,13.8,0.0%,FA,17,2018
12,Lamar Miller,17,56,3.3,14,0,1,2,2,0,0.0,0,0,1,13.6,13.6,0.0%,FA,17,2018
13,Mike Davis,7,44,6.3,17,0,1,2,3,12,6.0,0,0,1,13.6,13.6,1.0%,FA,17,2018
14,Rod Smith,12,35,2.9,13,0,1,2,3,14,7.0,0,0,1,12.9,12.9,0.0%,FA,17,2018
15,Kenneth Dixon,12,117,9.8,37,3,0,1,1,2,2.0,0,0,1,12.9,12.9,0.1%,FA,17,2018
16,Damien Williams,11,51,4.6,15,0,1,1,1,8,8.0,0,0,1,12.9,12.9,0.0%,FA,17,2018
17,LeSean McCoy,10,26,2.6,9,0,1,2,3,18,9.0,0,0,1,12.4,12.4,2.0%,FA,17,2018
18,James Conner,14,64,4.6,16,0,0,3,3,30,10.0,0,0,1,12.4,12.4,91.7%,ARI,17,2018
19,Tevin Coleman,8,45,5.6,23,1,1,1,1,9,9.0,0,0,1,12.4,12.4,0.0%,FA,17,2018
20,Austin Ekeler,8,58,7.3,41,3,1,0,1,0,0.0,0,0,1,11.8,11.8,93.1%,WAS,17,2018
21,David Johnson,17,62,3.6,15,0,0,3,4,6,2.0,0,0,1,11.8,11.8,0.0%,FA,17,2018
22,Wendell Smallwood,12,53,4.4,13,0,0,4,4,24,6.0,0,0,1,11.7,11.7,0.0%,FA,17,2018
