Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Christian McCaffrey,17,125,7.4,59,4,1,11,11,112,10.2,1,0,1,46.7,46.7,100.0%,SF,12,2018
2,Saquon Barkley,13,101,7.8,51,5,1,7,8,41,5.9,1,0,1,33.2,33.2,100.0%,PHI,12,2018
3,Nick Chubb,28,84,3.0,27,1,1,3,3,44,14.7,1,0,1,27.8,27.8,55.6%,CLE,12,2018
4,Kenyan Drake,8,32,4.0,14,0,1,5,6,64,12.8,1,0,1,26.6,26.6,0.0%,FA,12,2018
5,Austin Ekeler,5,35,7.0,13,0,1,10,11,68,6.8,0,0,1,26.3,26.3,93.1%,WAS,12,2018
6,Leonard Fournette,18,95,5.3,16,0,2,3,3,13,4.3,0,0,1,25.8,25.8,2.1%,FA,12,2018
7,Ezekiel Elliott,26,121,4.7,16,0,1,5,6,22,4.4,0,0,1,25.3,25.3,78.1%,DAL,12,2018
8,Lamar Miller,12,162,13.5,97,5,1,1,1,5,5.0,0,0,1,23.7,23.7,0.0%,FA,12,2018
9,LeGarrette Blount,19,88,4.6,27,1,2,1,1,15,15.0,0,0,1,23.3,23.3,0.1%,FA,12,2018
10,Sony Michel,21,133,6.3,33,4,1,2,2,12,6.0,0,0,1,22.5,22.5,0.0%,FA,12,2018
11,Joe Mixon,14,89,6.4,32,2,0,7,7,66,9.4,0,0,1,22.5,22.5,99.1%,HOU,12,2018
12,Melvin Gordon III,10,61,6.1,28,1,2,2,2,5,2.5,0,0,1,20.6,20.6,0.0%,FA,12,2018
13,Tarik Cohen,3,14,4.7,10,0,0,7,8,45,6.4,1,0,1,18.9,18.9,0.0%,NYJ,12,2018
14,Aaron Jones,17,72,4.2,11,0,1,3,5,21,7.0,0,0,1,18.3,18.3,93.3%,MIN,12,2018
15,Matt Breida,14,106,7.6,33,3,0,3,4,34,11.3,0,0,1,17.0,17.0,1.1%,FA,12,2018
16,Phillip Lindsay,14,110,7.9,32,2,1,0,0,0,0.0,0,0,1,17.0,17.0,0.0%,FA,12,2018
17,Dalvin Cook,10,29,2.9,9,0,0,3,3,47,15.7,1,0,1,16.6,16.6,9.5%,FA,12,2018
18,Josh Adams,22,84,3.8,19,0,1,0,1,0,0.0,0,0,1,16.4,16.4,0.0%,FA,12,2018
19,Doug Martin,11,51,4.6,14,0,1,3,4,21,7.0,0,0,1,16.2,16.2,0.0%,FA,12,2018
20,Peyton Barber,18,47,2.6,14,0,1,2,2,16,8.0,0,0,1,14.3,14.3,1.0%,FA,12,2018
21,Chris Carson,16,55,3.4,16,0,1,2,2,8,4.0,0,0,1,14.3,14.3,0.3%,FA,12,2018
22,Theo Riddick,2,12,6.0,7,0,0,7,7,48,6.9,0,0,1,13.0,13.0,0.0%,FA,12,2018
23,Kapri Bibbs,3,17,5.7,8,0,1,3,3,19,6.3,0,0,1,12.6,12.6,0.1%,FA,12,2018
24,Gus Edwards,23,118,5.1,19,0,0,0,0,0,0.0,0,0,1,11.8,11.8,80.8%,LAC,12,2018
25,Marlon Mack,15,85,5.7,25,1,0,2,2,11,5.5,0,0,1,11.6,11.6,0.0%,FA,12,2018
26,Corey Clement,5,45,9.0,32,2,0,2,2,31,15.5,0,0,1,11.6,11.6,0.0%,FA,12,2018
27,James Conner,13,53,4.1,11,0,0,4,4,42,10.5,0,1,1,11.5,11.5,91.7%,ARI,12,2018
28,Tevin Coleman,8,6,0.8,4,0,0,3,4,17,5.7,1,0,1,11.3,11.3,0.0%,FA,12,2018
29,Dion Lewis,7,8,1.1,7,0,0,7,7,33,4.7,0,0,1,11.1,11.1,2.0%,FA,12,2018
30,Alvin Kamara,14,89,6.4,18,0,0,1,1,9,9.0,0,0,1,10.8,10.8,98.2%,NO,12,2018
31,Taquan Mizzell,1,7,7.0,7,0,0,2,3,21,10.5,1,0,1,10.8,10.8,0.0%,NYG,12,2018
32,Jacquizz Rodgers,5,31,6.2,20,1,0,4,5,31,7.8,0,0,1,10.2,10.2,0.0%,FA,12,2018
33,David Johnson,17,63,3.7,12,0,0,2,3,16,8.0,0,0,1,9.9,9.9,0.0%,FA,12,2018
34,Ty Montgomery II,8,51,6.4,15,0,0,3,3,13,4.3,0,0,1,9.4,9.4,0.0%,FA,12,2018
35,Isaiah Crowell,6,30,5.0,12,0,0,3,4,30,10.0,0,0,1,9.0,9.0,0.1%,FA,12,2018
36,James White,9,73,8.1,27,2,0,1,5,5,5.0,0,0,1,8.8,8.8,0.1%,FA,12,2018
37,Frank Gore,14,67,4.8,23,1,0,1,2,10,10.0,0,0,1,8.7,8.7,12.1%,FA,12,2018
38,Mark Ingram II,11,52,4.7,12,0,0,2,2,14,7.0,0,0,1,8.6,8.6,0.1%,FA,12,2018
39,Alfred Blue,13,49,3.8,9,0,0,1,1,13,13.0,0,0,1,7.2,7.2,0.0%,FA,12,2018
40,Nyheim Hines,9,28,3.1,9,0,0,2,2,22,11.0,0,0,1,7.0,7.0,0.5%,CLE,12,2018
41,Adrian Peterson,12,35,2.9,9,0,0,2,2,9,4.5,0,0,1,6.4,6.4,2.4%,FA,12,2018
42,LeSean McCoy,17,46,2.7,7,0,0,1,1,7,7.0,0,0,1,6.3,6.3,2.0%,FA,12,2018
43,Justin Jackson,7,57,8.1,20,1,0,0,0,0,0.0,0,0,1,5.7,5.7,0.0%,FA,12,2018
44,T.J. Yeldon,3,16,5.3,13,0,0,2,4,17,8.5,0,0,1,5.3,5.3,0.0%,FA,12,2018
45,Jeff Wilson Jr.,7,33,4.7,18,0,0,1,1,8,8.0,0,0,1,5.1,5.1,6.8%,MIA,12,2018
46,Duke Johnson Jr.,2,16,8.0,13,0,0,1,2,23,23.0,0,0,1,4.9,4.9,0.0%,FA,12,2018
47,Derrick Henry,8,30,3.8,8,0,0,2,3,19,9.5,0,1,1,4.9,4.9,99.3%,BAL,12,2018
48,Wayne Gallman Jr.,5,25,5.0,8,0,0,2,2,-2,-1.0,0,0,1,4.3,4.3,0.0%,FA,12,2018
49,Jordan Wilkins,0,0,0.0,0,0,0,3,3,32,10.7,0,1,1,4.2,4.2,0.0%,FA,12,2018
50,Tommy Bohanon,1,0,0.0,0,0,0,2,2,19,9.5,0,0,1,3.9,3.9,0.0%,FA,12,2018
51,Tre Madden,0,0,0.0,0,0,0,1,1,28,28.0,0,0,1,3.8,3.8,0.1%,FA,12,2018
52,Elijah McGuire,6,19,3.2,8,0,0,1,3,7,7.0,0,0,1,3.6,3.6,0.0%,FA,12,2018
53,Jalen Richard,1,1,1.0,1,0,0,2,4,15,7.5,0,0,1,3.6,3.6,1.0%,FA,12,2018
54,Latavius Murray,11,33,3.0,8,0,0,0,0,0,0.0,0,0,1,3.3,3.3,7.6%,FA,12,2018
55,Carlos Hyde,10,33,3.3,11,0,0,0,0,0,0.0,0,0,1,3.3,3.3,0.0%,FA,12,2018
56,Giovani Bernard,1,10,10.0,10,0,0,1,1,12,12.0,0,0,1,3.2,3.2,0.0%,FA,12,2018
57,Ito Smith,4,0,0.0,3,0,0,2,2,7,3.5,0,0,1,2.7,2.7,0.0%,FA,12,2018
58,DeAndre Washington,3,8,2.7,5,0,0,1,1,9,9.0,0,0,1,2.7,2.7,11.0%,FA,12,2018
59,Jordan Howard,7,13,1.9,4,0,0,1,2,2,2.0,0,0,1,2.5,2.5,0.0%,FA,12,2018
60,Zach Zenner,2,9,4.5,8,0,0,1,1,4,4.0,0,0,1,2.3,2.3,0.0%,FA,12,2018
61,C.J. Ham,1,0,0.0,0,0,0,1,1,13,13.0,0,0,1,2.3,2.3,0.1%,MIN,12,2018
62,Jaylen Samuels,0,0,0.0,0,0,0,1,2,12,12.0,0,0,1,2.2,2.2,0.0%,FA,12,2018
63,Jamize Olawale,0,0,0.0,0,0,0,1,1,10,10.0,0,0,1,2.0,2.0,0.0%,FA,12,2018
64,Royce Freeman,6,17,2.8,5,0,0,0,0,0,0.0,0,0,1,1.7,1.7,3.2%,DAL,12,2018
65,Elijhaa Penny,0,0,0.0,0,0,0,1,1,7,7.0,0,0,1,1.7,1.7,0.0%,FA,12,2018
66,Devontae Booker,0,0,0.0,0,0,0,1,2,6,6.0,0,0,1,1.6,1.6,0.0%,FA,12,2018
67,Detrez Newsome,4,15,3.8,6,0,0,0,0,0,0.0,0,0,1,1.5,1.5,0.0%,FA,12,2018
68,T.J. Logan,0,0,0.0,0,0,0,1,1,5,5.0,0,0,1,1.5,1.5,0.0%,FA,12,2018
69,Kalen Ballage,0,0,0.0,0,0,0,2,2,-5,-2.5,0,0,1,1.5,1.5,0.0%,FA,12,2018
70,Chris Ivory,3,14,4.7,6,0,0,0,0,0,0.0,0,0,1,1.4,1.4,0.0%,FA,12,2018
71,Mike Davis,4,14,3.5,10,0,0,0,1,0,0.0,0,0,1,1.4,1.4,1.0%,FA,12,2018
72,Trenton Cannon,0,0,0.0,0,0,0,1,1,-3,-3.0,0,0,1,0.7,0.7,0.0%,FA,12,2018
73,Rod Smith,2,7,3.5,8,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%,FA,12,2018
74,Jamaal Williams,1,5,5.0,5,0,0,0,0,0,0.0,0,0,1,0.5,0.5,10.3%,NO,12,2018
75,Rashaad Penny,4,4,1.0,2,0,0,0,0,0,0.0,0,0,1,0.4,0.4,4.1%,CAR,12,2018
76,Javorius Allen,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.1%,FA,12,2018
