Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,James Conner,21,110,5.2,30,2,2,4,4,75,18.8,0,0,1,34.5,34.5,91.7%,ARI,5,2018
2,Todd Gurley II,22,77,3.5,16,0,3,4,5,36,9.0,0,0,1,33.3,33.3,0.1%,FA,5,2018
3,Isaiah Crowell,15,219,14.6,77,10,1,1,1,12,12.0,0,0,1,30.1,30.1,0.1%,FA,5,2018
4,Saquon Barkley,15,48,3.2,30,3,0,4,4,81,20.3,2,0,1,28.9,28.9,100.0%,PHI,5,2018
5,T.J. Yeldon,10,53,5.3,17,0,0,8,11,69,8.6,1,0,1,26.2,26.2,0.0%,FA,5,2018
6,Kenyan Drake,6,46,7.7,25,1,0,7,11,69,9.9,1,0,1,24.5,24.5,0.0%,FA,5,2018
7,James White,2,0,0.0,0,0,0,10,14,77,7.7,1,0,1,23.7,23.7,0.1%,FA,5,2018
8,Melvin Gordon III,19,58,3.1,16,0,1,4,4,62,15.5,0,0,1,22.0,22.0,0.0%,FA,5,2018
9,Mark Ingram II,16,53,3.3,9,0,2,2,3,20,10.0,0,0,1,21.3,21.3,0.1%,FA,5,2018
10,David Johnson,18,55,3.1,10,0,2,2,3,16,8.0,0,0,1,21.1,21.1,0.0%,FA,5,2018
11,Joe Mixon,22,93,4.2,31,2,0,3,4,22,7.3,1,0,1,20.5,20.5,99.1%,HOU,5,2018
12,Christian McCaffrey,17,58,3.4,14,0,0,5,6,35,7.0,1,0,1,20.3,20.3,100.0%,SF,5,2018
13,Alfred Blue,20,46,2.3,17,0,0,8,8,73,9.1,0,0,1,19.9,19.9,0.0%,FA,5,2018
14,Wendell Smallwood,3,27,9.0,13,0,0,3,4,44,14.7,1,0,1,18.1,18.1,0.0%,FA,5,2018
15,Sony Michel,18,98,5.4,34,2,1,1,1,12,12.0,0,0,1,18.0,18.0,0.0%,FA,5,2018
16,Kareem Hunt,22,87,4.0,24,1,1,1,2,7,7.0,0,0,1,16.4,16.4,27.3%,FA,5,2018
17,Nyheim Hines,15,45,3.0,9,0,0,7,9,45,6.4,0,0,1,16.0,16.0,0.5%,CLE,5,2018
18,Mike Davis,12,68,5.7,37,2,1,2,2,7,3.5,0,0,1,15.5,15.5,1.0%,FA,5,2018
19,Ezekiel Elliott,20,54,2.7,14,0,0,7,7,30,4.3,0,0,1,15.4,15.4,78.1%,DAL,5,2018
20,Kyle Juszczyk,1,12,12.0,12,0,0,6,7,75,12.5,0,0,1,14.7,14.7,1.0%,SF,5,2018
21,LeGarrette Blount,12,22,1.8,6,0,2,0,0,0,0.0,0,0,1,14.2,14.2,0.1%,FA,5,2018
22,Chris Carson,19,116,6.1,21,1,0,1,1,11,11.0,0,0,1,13.7,13.7,0.3%,FA,5,2018
23,Matt Breida,8,56,7.0,17,0,0,1,1,5,5.0,1,0,1,13.1,13.1,1.1%,FA,5,2018
24,Austin Ekeler,6,15,2.5,12,0,0,1,3,44,44.0,1,0,1,12.9,12.9,93.1%,WAS,5,2018
25,LeSean McCoy,24,85,3.5,16,0,0,2,3,23,11.5,0,0,1,12.8,12.8,2.0%,FA,5,2018
26,Chris Thompson,8,17,2.1,11,0,0,6,8,45,7.5,0,0,1,12.2,12.2,0.0%,FA,5,2018
27,Alfred Morris,18,61,3.4,13,0,0,3,4,30,10.0,0,0,1,12.1,12.1,0.0%,FA,5,2018
28,Javorius Allen,8,34,4.3,17,0,0,6,8,44,7.3,0,1,1,11.8,11.8,0.1%,FA,5,2018
29,Jalen Richard,1,4,4.0,4,0,0,6,6,53,8.8,0,0,1,11.7,11.7,1.0%,FA,5,2018
30,Phillip Lindsay,12,61,5.1,29,1,0,3,4,20,6.7,0,0,1,11.1,11.1,0.0%,FA,5,2018
31,Devontae Booker,0,0,0.0,0,0,0,5,6,59,11.8,0,0,1,10.9,10.9,0.0%,FA,5,2018
32,Kerryon Johnson,12,70,5.8,24,1,0,2,2,15,7.5,0,0,1,10.5,10.5,0.0%,FA,5,2018
33,Carlos Hyde,17,63,3.7,17,0,0,2,3,14,7.0,0,0,1,9.7,9.7,0.0%,FA,5,2018
34,Jamaal Williams,6,33,5.5,11,0,0,2,4,19,9.5,0,0,1,9.2,9.2,10.3%,NO,5,2018
35,Ito Smith,3,5,1.7,4,0,1,1,1,5,5.0,0,0,1,8.0,8.0,0.0%,FA,5,2018
36,Aaron Jones,7,40,5.7,18,0,0,2,3,19,9.5,0,0,1,7.9,7.9,93.3%,MIN,5,2018
37,Bilal Powell,20,99,5.0,38,2,0,0,0,0,0.0,0,1,1,7.9,7.9,0.0%,FA,5,2018
38,Royce Freeman,5,31,6.2,24,1,0,3,4,16,5.3,0,0,1,7.7,7.7,3.2%,DAL,5,2018
39,Alex Collins,12,59,4.9,19,0,0,1,4,7,7.0,0,0,1,7.6,7.6,19.0%,FA,5,2018
40,Latavius Murray,11,42,3.8,12,0,0,2,2,14,7.0,0,0,1,7.6,7.6,7.6%,FA,5,2018
41,Alvin Kamara,6,24,4.0,9,0,0,3,4,15,5.0,0,0,1,6.9,6.9,98.2%,NO,5,2018
42,Kapri Bibbs,4,9,2.3,5,0,1,0,0,0,0.0,0,0,1,6.9,6.9,0.1%,FA,5,2018
43,Frank Gore,12,63,5.3,10,0,0,0,0,0,0.0,0,0,1,6.3,6.3,12.1%,FA,5,2018
44,Adrian Peterson,4,6,1.5,4,0,0,2,3,36,18.0,0,0,1,6.2,6.2,2.4%,FA,5,2018
45,Marshawn Lynch,9,31,3.4,8,0,0,2,2,10,5.0,0,0,1,6.1,6.1,0.3%,FA,5,2018
46,Devonta Freeman,8,32,4.0,20,1,0,2,2,9,4.5,0,0,1,6.1,6.1,0.0%,FA,5,2018
47,Dion Lewis,12,34,2.8,15,0,0,3,4,14,4.7,0,1,1,5.8,5.8,2.0%,FA,5,2018
48,Derrick Henry,11,56,5.1,14,0,0,0,1,0,0.0,0,0,1,5.6,5.6,99.3%,BAL,5,2018
