Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Christian McCaffrey,21,101,4.8,13,0,0,12,13,77,6.4,0,0,1,29.8,29.8,100.0%,SF,16,2018
2,Jamaal Williams,15,95,6.3,19,0,1,6,9,61,10.2,0,0,1,27.6,27.6,10.3%,NO,16,2018
3,Alvin Kamara,7,23,3.3,8,0,2,4,6,82,20.5,0,0,1,26.5,26.5,98.2%,NO,16,2018
4,Damien Williams,13,103,7.9,25,2,0,7,7,37,5.3,1,1,1,25.0,25.0,0.0%,FA,16,2018
5,Chris Carson,27,116,4.3,17,0,2,0,0,0,0.0,0,0,1,23.6,23.6,0.3%,FA,16,2018
6,Elijah McGuire,14,35,2.5,10,0,1,3,5,50,16.7,1,0,1,23.5,23.5,0.0%,FA,16,2018
7,C.J. Anderson,20,167,8.4,46,4,1,1,3,-5,-5.0,0,0,1,23.2,23.2,1.0%,FA,16,2018
8,Darren Sproles,9,32,3.6,16,0,0,3,6,76,25.3,1,0,1,19.8,19.8,0.1%,FA,16,2018
9,Jacquizz Rodgers,2,2,1.0,2,0,1,7,7,55,7.9,0,0,1,18.7,18.7,0.0%,FA,16,2018
10,Saquon Barkley,21,43,2.0,6,0,1,5,7,34,6.8,0,0,1,18.7,18.7,100.0%,PHI,16,2018
11,Doug Martin,21,107,5.1,24,1,1,1,2,9,9.0,0,0,1,18.6,18.6,0.0%,FA,16,2018
12,Sony Michel,18,116,6.4,19,0,1,0,0,0,0.0,0,0,1,17.6,17.6,0.0%,FA,16,2018
13,Leonard Fournette,18,43,2.4,9,0,1,3,5,28,9.3,0,0,1,16.1,16.1,2.1%,FA,16,2018
14,Ezekiel Elliott,18,85,4.7,17,0,0,5,6,24,4.8,0,0,1,15.9,15.9,78.1%,DAL,16,2018
15,Derrick Henry,21,77,3.7,18,0,1,1,1,8,8.0,0,0,1,15.5,15.5,99.3%,BAL,16,2018
16,Jaylen Samuels,12,53,4.4,16,0,0,3,3,11,3.7,1,0,1,15.4,15.4,0.0%,FA,16,2018
17,Jalen Richard,4,11,2.8,5,0,1,4,5,40,10.0,0,0,1,15.1,15.1,1.0%,FA,16,2018
18,Jordan Howard,13,53,4.1,9,0,1,2,3,17,8.5,0,0,1,15.0,15.0,0.0%,FA,16,2018
