Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Matthew Wright,3,3,100.0,54,0,0,0,1,2,2,2,1,16.0,16.0,0.0%,PIT,6,2021
2,Matt Prater,3,3,100.0,51,0,0,2,0,1,4,4,1,15.0,15.0,1.7%,ARI,6,2021
3,Greg Zuerlein,3,4,75.0,49,0,0,1,2,0,2,2,1,13.0,13.0,43.8%,NYJ,6,2021
4,Tyler Bass,3,3,100.0,52,0,2,0,0,1,2,2,1,13.0,13.0,45.5%,BUF,6,2021
5,Chris Boswell,3,3,100.0,52,0,1,1,0,1,2,2,1,13.0,13.0,17.2%,PIT,6,2021
6,Daniel Carlson,2,3,66.7,50,0,0,1,0,1,4,4,1,12.0,12.0,24.2%,LV,6,2021
7,Justin Tucker,2,2,100.0,52,0,0,1,0,1,4,4,1,12.0,12.0,98.7%,BAL,6,2021
8,Evan McPherson,2,2,100.0,40,0,0,1,1,0,4,4,1,11.0,11.0,81.8%,CIN,6,2021
9,Randy Bullock,2,2,100.0,43,0,0,1,1,0,4,4,1,11.0,11.0,0.1%,FA,6,2021
10,Greg Joseph,3,5,60.0,38,0,2,1,0,0,1,1,1,10.0,10.0,3.7%,GB,6,2021
11,Jason Myers,2,2,100.0,43,0,0,0,2,0,2,2,1,10.0,10.0,32.1%,SEA,6,2021
12,Dustin Hopkins,2,3,66.7,50,0,0,0,1,1,1,1,1,10.0,10.0,29.1%,CLE,6,2021
13,Zane Gonzalez,2,2,100.0,47,0,1,0,1,0,2,2,1,9.0,9.0,0.1%,FA,6,2021
14,Harrison Butker,1,1,100.0,52,0,0,0,0,1,4,4,1,9.0,9.0,96.2%,KC,6,2021
15,Michael Badgley,1,1,100.0,41,0,0,0,1,0,4,4,1,8.0,8.0,19.0%,DET,6,2021
16,Matt Gay,1,1,100.0,32,0,0,1,0,0,5,5,1,8.0,8.0,28.9%,IND,6,2021
17,Jason Sanders,2,3,66.7,33,0,1,1,0,0,2,2,1,8.0,8.0,46.2%,MIA,6,2021
18,Brandon McManus,1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,6.0,18.3%,FA,6,2021
19,Mason Crosby,1,1,100.0,39,0,0,1,0,0,3,3,1,6.0,6.0,0.1%,FA,6,2021
20,Ryan Succop,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,FA,6,2021
21,Graham Gano,1,1,100.0,27,0,1,0,0,0,0,0,1,3.0,3.0,1.3%,NYG,6,2021
22,Ka'imi Fairbairn,1,1,100.0,31,0,0,1,0,0,0,0,1,3.0,3.0,47.4%,HOU,6,2021
23,Austin Seibert,1,1,100.0,35,0,0,1,0,0,0,0,1,3.0,3.0,0.0%,NYJ,6,2021
24,Nick Folk,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,9.5%,TEN,6,2021
25,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,6.8%,TB,6,2021
26,Cairo Santos,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,26.6%,CHI,6,2021
27,Jake Elliott,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,93.5%,PHI,6,2021
28,JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2021
29,Tristan Vizcaino,0,0,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0%,FA,6,2021
30,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,6,2021
31,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,6,2021
