Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Chase McLaughlin,4,4,100.0,57,0,1,0,1,2,2,2,1,19.0,19.0,6.8%,TB,3,2021
2,Justin Tucker,4,5,80.0,66,0,0,2,0,2,1,1,1,17.0,17.0,98.7%,BAL,3,2021
3,Brandon McManus,4,4,100.0,47,0,1,1,2,0,2,2,1,16.0,16.0,18.3%,FA,3,2021
4,Mason Crosby,3,3,100.0,54,0,0,1,0,2,3,3,1,16.0,16.0,0.1%,FA,3,2021
5,Tyler Bass,3,3,100.0,48,0,2,0,1,0,4,4,1,14.0,14.0,45.5%,BUF,3,2021
6,Daniel Carlson,3,3,100.0,50,0,1,1,0,1,2,3,1,13.0,13.0,24.2%,LV,3,2021
7,Greg Joseph,3,3,100.0,43,0,1,1,1,0,3,3,1,13.0,13.0,3.7%,GB,3,2021
8,Jason Sanders,2,3,66.7,50,0,0,0,1,1,2,2,1,11.0,11.0,46.2%,MIA,3,2021
9,Matt Gay,2,2,100.0,48,0,1,0,1,0,4,4,1,11.0,11.0,28.9%,IND,3,2021
10,Rodrigo Blankenship,3,4,75.0,43,0,2,0,1,0,1,1,1,11.0,11.0,0.1%,FA,3,2021
11,Nick Folk,2,2,100.0,45,0,1,0,1,0,1,1,1,8.0,8.0,9.5%,TEN,3,2021
12,Evan McPherson,1,1,100.0,43,0,0,0,1,0,3,3,1,7.0,7.0,81.8%,CIN,3,2021
13,Cairo Santos,2,2,100.0,47,0,1,0,1,0,0,0,1,7.0,7.0,26.6%,CHI,3,2021
14,Matt Prater,1,2,50.0,34,0,0,1,0,0,4,4,1,7.0,7.0,1.7%,ARI,3,2021
15,Jason Myers,1,2,50.0,53,0,0,0,0,1,2,2,1,7.0,7.0,32.1%,SEA,3,2021
16,Graham Gano,2,2,100.0,31,0,1,1,0,0,0,0,1,6.0,6.0,1.3%,NYG,3,2021
17,Ryan Succop,1,2,50.0,26,0,1,0,0,0,3,3,1,6.0,6.0,0.0%,FA,3,2021
18,Younghoe Koo,1,1,100.0,40,0,0,0,1,0,2,2,1,6.0,6.0,61.7%,ATL,3,2021
19,Harrison Butker,1,1,100.0,34,0,0,1,0,0,3,3,1,6.0,6.0,96.2%,KC,3,2021
20,Zane Gonzalez,1,1,100.0,21,0,1,0,0,0,3,3,1,6.0,6.0,0.1%,FA,3,2021
21,Randy Bullock,1,1,100.0,32,0,0,1,0,0,2,2,1,5.0,5.0,0.1%,FA,3,2021
22,Ryan Santoso,1,1,100.0,35,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,FA,3,2021
23,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,5,6,1,5.0,5.0,43.8%,NYJ,3,2021
24,Joey Slye,1,1,100.0,53,0,0,0,0,1,0,1,1,5.0,5.0,0.6%,NE,3,2021
25,Robbie Gould,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.1%,FA,3,2021
26,Chris Boswell,1,2,50.0,26,0,1,0,0,0,1,1,1,4.0,4.0,17.2%,PIT,3,2021
27,Tristan Vizcaino,1,1,100.0,24,0,1,0,0,0,1,3,1,4.0,4.0,0.0%,FA,3,2021
28,Aldrick Rosas,0,2,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,FA,3,2021
29,Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,29.1%,CLE,3,2021
30,Jake Elliott,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,93.5%,PHI,3,2021
31,Josh Lambo,0,0,0.0,0,0,0,0,0,0,1,3,1,1.0,1.0,0.1%,FA,3,2021
32,Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.0%,FA,3,2021
33,Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,3,2021
34,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,3,2021
35,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,3,2021
