Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Matt Prater,3,3,100.0,53,0,0,0,1,2,2,2,1,16.0,16.0,1.7%,ARI,14,2021
2,Justin Tucker,3,3,100.0,55,0,0,0,1,2,1,1,1,15.0,15.0,98.7%,BAL,14,2021
3,Matt Gay,3,3,100.0,55,0,0,2,0,1,3,3,1,14.0,14.0,28.9%,IND,14,2021
4,Harrison Butker,2,2,100.0,54,0,0,1,0,1,6,6,1,14.0,14.0,96.2%,KC,14,2021
5,Cairo Santos,3,3,100.0,44,0,1,0,2,0,3,3,1,14.0,14.0,26.6%,CHI,14,2021
6,Dustin Hopkins,3,3,100.0,39,0,2,1,0,0,4,4,1,13.0,13.0,29.1%,CLE,14,2021
7,Greg Zuerlein,4,4,100.0,38,0,1,3,0,0,1,1,1,13.0,13.0,43.8%,NYJ,14,2021
8,Greg Joseph,3,4,75.0,42,0,1,1,1,0,3,4,1,13.0,13.0,3.7%,GB,14,2021
9,Evan McPherson,3,4,75.0,41,0,1,1,1,0,2,2,1,12.0,12.0,81.8%,CIN,14,2021
10,Brett Maher,3,3,100.0,37,0,1,2,0,0,3,3,1,12.0,12.0,0.6%,FA,14,2021
11,Younghoe Koo,3,3,100.0,48,0,0,2,1,0,2,2,1,12.0,12.0,61.7%,ATL,14,2021
12,Brandon McManus,1,1,100.0,52,0,0,0,0,1,5,5,1,10.0,10.0,18.3%,FA,14,2021
13,Eddy Pineiro,3,3,100.0,46,0,0,2,1,0,0,0,1,10.0,10.0,1.5%,CAR,14,2021
14,Tyler Bass,2,2,100.0,25,0,2,0,0,0,3,3,1,9.0,9.0,45.5%,BUF,14,2021
15,Mason Crosby,1,1,100.0,20,0,1,0,0,0,6,6,1,9.0,9.0,0.1%,FA,14,2021
16,Randy Bullock,2,3,66.7,44,0,1,0,1,0,2,2,1,9.0,9.0,0.1%,FA,14,2021
17,Ryan Succop,2,2,100.0,24,0,2,0,0,0,3,3,1,9.0,9.0,0.0%,FA,14,2021
18,Ka'imi Fairbairn,2,2,100.0,61,0,1,0,0,1,1,1,1,9.0,9.0,47.4%,HOU,14,2021
19,Robbie Gould,2,3,66.7,33,0,1,1,0,0,2,2,1,8.0,8.0,0.1%,FA,14,2021
20,Chase McLaughlin,1,2,50.0,43,0,0,0,1,0,3,3,1,7.0,7.0,6.8%,TB,14,2021
21,Jason Myers,2,2,100.0,38,0,0,2,0,0,1,3,1,7.0,7.0,32.1%,SEA,14,2021
22,Riley Patterson,1,1,100.0,36,0,0,1,0,0,1,1,1,4.0,4.0,13.1%,JAC,14,2021
23,Daniel Carlson,1,1,100.0,26,0,1,0,0,0,0,1,1,3.0,3.0,24.2%,LV,14,2021
24,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,14,2021
25,Chris Boswell,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,17.2%,PIT,14,2021
26,Graham Gano,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.3%,NYG,14,2021
27,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,PIT,14,2021
28,Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0%,FA,14,2021
29,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,14,2021
