Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Nick Folk,5,6,83.3,52,0,2,1,1,1,3,3,1,21.0,21.0,9.5%,TEN,12,2021
2,Daniel Carlson,5,5,100.0,56,0,2,1,1,1,3,3,1,21.0,21.0,24.2%,LV,12,2021
3,Justin Tucker,3,3,100.0,52,0,1,0,1,1,1,1,1,13.0,13.0,98.7%,BAL,12,2021
4,Mason Crosby,3,4,75.0,45,0,2,0,1,0,3,3,1,13.0,13.0,0.1%,FA,12,2021
5,Evan McPherson,2,2,100.0,51,0,0,1,0,1,5,5,1,13.0,13.0,81.8%,CIN,12,2021
6,Robbie Gould,2,3,66.7,46,0,1,0,1,0,4,4,1,11.0,11.0,0.1%,FA,12,2021
7,Cairo Santos,3,4,75.0,43,0,2,0,1,0,1,1,1,11.0,11.0,26.6%,CHI,12,2021
8,Jason Sanders,2,2,100.0,46,0,0,1,1,0,3,4,1,10.0,10.0,46.2%,MIA,12,2021
9,Matt Gay,2,2,100.0,39,0,0,2,0,0,2,2,1,8.0,8.0,28.9%,IND,12,2021
10,Ryan Succop,1,1,100.0,25,0,1,0,0,0,5,5,1,8.0,8.0,0.0%,FA,12,2021
11,Michael Badgley,1,1,100.0,45,0,0,0,1,0,4,4,1,8.0,8.0,19.0%,DET,12,2021
12,Greg Zuerlein,2,3,66.7,45,0,1,0,1,0,1,2,1,8.0,8.0,43.8%,NYJ,12,2021
13,Tyler Bass,1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,7.0,45.5%,BUF,12,2021
14,Graham Gano,2,3,66.7,39,0,0,2,0,0,1,1,1,7.0,7.0,1.3%,NYG,12,2021
15,Matt Ammendola,2,3,66.7,37,0,0,2,0,0,1,1,1,7.0,7.0,2.0%,FA,12,2021
16,Matthew Wright,2,2,100.0,34,0,1,1,0,0,0,0,1,6.0,6.0,0.0%,PIT,12,2021
17,Zane Gonzalez,1,1,100.0,41,0,0,0,1,0,1,1,1,5.0,5.0,0.1%,FA,12,2021
18,Chase McLaughlin,1,2,50.0,46,0,0,0,1,0,1,1,1,5.0,5.0,6.8%,TB,12,2021
19,Chris Boswell,1,1,100.0,40,0,0,0,1,0,1,1,1,5.0,5.0,17.2%,PIT,12,2021
20,Brandon McManus,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,18.3%,FA,12,2021
21,Joey Slye,1,1,100.0,23,0,1,0,0,0,0,1,1,3.0,3.0,0.6%,NE,12,2021
22,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,61.7%,ATL,12,2021
23,Greg Joseph,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,3.7%,GB,12,2021
24,Ka'imi Fairbairn,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,47.4%,HOU,12,2021
25,Riley Patterson,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,13.1%,JAC,12,2021
26,Dustin Hopkins,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,29.1%,CLE,12,2021
27,Jason Myers,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,32.1%,SEA,12,2021
28,Jake Elliott,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,93.5%,PHI,12,2021
29,Randy Bullock,0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,0.1%,FA,12,2021
30,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,12,2021
31,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,12,2021
32,Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,FA,12,2021
