Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Ryan Succop,4,4,100.0,48,0,1,1,2,0,2,2,1,16.0,16.0,0.0%,FA,16,2021
2,Dominik Eberle,2,3,66.7,51,0,1,0,0,1,5,5,1,13.0,13.0,0.0%,FA,16,2021
3,Elliott Fry,3,4,75.0,44,0,0,2,1,0,3,4,1,13.0,13.0,0.0%,FA,16,2021
4,Greg Joseph,3,3,100.0,44,0,2,0,1,0,2,2,1,12.0,12.0,3.7%,GB,16,2021
5,Dustin Hopkins,3,3,100.0,50,0,0,1,1,1,0,0,1,12.0,12.0,29.1%,CLE,16,2021
6,Matt Gay,3,3,100.0,32,0,1,2,0,0,3,3,1,12.0,12.0,28.9%,IND,16,2021
7,Younghoe Koo,2,2,100.0,53,0,0,0,1,1,2,2,1,11.0,11.0,61.7%,ATL,16,2021
8,Matthew Wright,3,3,100.0,45,0,1,0,2,0,0,0,1,11.0,11.0,0.0%,PIT,16,2021
9,Evan McPherson,2,3,66.7,36,0,0,2,0,0,5,5,1,11.0,11.0,81.8%,CIN,16,2021
10,Riley Patterson,3,3,100.0,37,0,2,1,0,0,1,1,1,10.0,10.0,13.1%,JAC,16,2021
11,Jake Elliott,2,3,66.7,37,0,1,1,0,0,4,4,1,10.0,10.0,93.5%,PHI,16,2021
12,Brandon McManus,2,3,66.7,55,0,0,0,1,1,1,1,1,10.0,10.0,18.3%,FA,16,2021
13,Randy Bullock,2,2,100.0,44,0,0,1,1,0,2,2,1,9.0,9.0,0.1%,FA,16,2021
14,Michael Badgley,2,3,66.7,41,0,0,1,1,0,2,2,1,9.0,9.0,19.0%,DET,16,2021
15,Tyler Bass,2,2,100.0,34,0,1,1,0,0,3,3,1,9.0,9.0,45.5%,BUF,16,2021
16,Jason Sanders,2,3,66.7,48,0,0,1,1,0,2,2,1,9.0,9.0,46.2%,MIA,16,2021
17,Eddy Pineiro,2,2,100.0,42,0,1,0,1,0,2,3,1,9.0,9.0,1.5%,CAR,16,2021
18,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,8,8,1,8.0,8.0,43.8%,NYJ,16,2021
19,Mason Crosby,1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,6.0,0.1%,FA,16,2021
20,Daniel Carlson,1,1,100.0,41,0,0,0,1,0,2,2,1,6.0,6.0,24.2%,LV,16,2021
21,Graham Gano,1,1,100.0,54,0,0,0,0,1,1,1,1,6.0,6.0,1.3%,NYG,16,2021
22,Jason Myers,1,2,50.0,36,0,0,1,0,0,3,3,1,6.0,6.0,32.1%,SEA,16,2021
23,Robbie Gould,1,1,100.0,48,0,0,0,1,0,2,2,1,6.0,6.0,0.1%,FA,16,2021
24,Lirim Hajrullahu,2,2,100.0,29,0,2,0,0,0,0,0,1,6.0,6.0,0.1%,FA,16,2021
25,Cairo Santos,1,1,100.0,35,0,0,1,0,0,2,2,1,5.0,5.0,26.6%,CHI,16,2021
26,Chris Naggar,1,1,100.0,37,0,0,1,0,0,1,2,1,4.0,4.0,0.1%,FA,16,2021
27,Matt Prater,1,3,33.3,28,0,1,0,0,0,1,2,1,4.0,4.0,1.7%,ARI,16,2021
28,Chris Boswell,1,2,50.0,34,0,0,1,0,0,1,1,1,4.0,4.0,17.2%,PIT,16,2021
29,Brett Maher,1,1,100.0,38,0,0,1,0,0,0,0,1,3.0,3.0,0.6%,FA,16,2021
30,Justin Tucker,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,98.7%,BAL,16,2021
31,Nick Folk,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,9.5%,TEN,16,2021
32,Joey Slye,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.6%,NE,16,2021
33,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,16,2021
