Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Greg Joseph,4,5,80.0,55,0,0,2,0,2,1,1,1,17.0,17.0,3.7%,GB,5,2021
2,Nick Folk,4,4,100.0,52,0,1,1,0,2,1,2,1,17.0,17.0,9.5%,TEN,5,2021
3,Mason Crosby,4,7,57.1,49,0,1,0,3,0,1,2,1,16.0,16.0,0.1%,FA,5,2021
4,Zane Gonzalez,3,3,100.0,50,0,0,0,2,1,1,1,1,14.0,14.0,0.1%,FA,5,2021
5,Greg Zuerlein,3,3,100.0,38,0,0,3,0,0,5,5,1,14.0,14.0,43.8%,NYJ,5,2021
6,Graham Gano,2,3,66.7,51,0,0,0,0,2,2,2,1,12.0,12.0,1.3%,NYG,5,2021
7,Austin Seibert,3,3,100.0,52,0,0,1,1,1,0,0,1,12.0,12.0,0.0%,NYJ,5,2021
8,Dustin Hopkins,3,3,100.0,45,0,2,0,1,0,1,1,1,11.0,11.0,29.1%,CLE,5,2021
9,Chris Boswell,2,2,100.0,48,0,0,0,2,0,3,3,1,11.0,11.0,17.2%,PIT,5,2021
10,Younghoe Koo,2,2,100.0,52,0,0,1,0,1,3,3,1,11.0,11.0,61.7%,ATL,5,2021
11,Cairo Santos,2,2,100.0,46,0,0,0,2,0,2,2,1,10.0,10.0,26.6%,CHI,5,2021
12,Chase McLaughlin,2,2,100.0,35,0,0,2,0,0,4,4,1,10.0,10.0,6.8%,TB,5,2021
13,Ryan Succop,1,1,100.0,42,0,0,0,1,0,6,6,1,10.0,10.0,0.0%,FA,5,2021
14,Harrison Butker,2,2,100.0,54,0,0,1,0,1,2,2,1,10.0,10.0,96.2%,KC,5,2021
15,Jake Elliott,2,2,100.0,58,0,0,1,0,1,1,1,1,9.0,9.0,93.5%,PHI,5,2021
16,Matt Gay,2,2,100.0,47,0,0,1,1,0,2,3,1,9.0,9.0,28.9%,IND,5,2021
17,Rodrigo Blankenship,2,4,50.0,43,0,0,1,1,0,1,2,1,8.0,8.0,0.1%,FA,5,2021
18,Tyler Bass,1,1,100.0,30,0,0,1,0,0,5,5,1,8.0,8.0,45.5%,BUF,5,2021
19,Matt Ammendola,2,2,100.0,49,0,0,1,1,0,0,1,1,7.0,7.0,2.0%,FA,5,2021
20,Randy Bullock,1,1,100.0,34,0,0,1,0,0,4,5,1,7.0,7.0,0.1%,FA,5,2021
21,Brandon McManus,2,2,100.0,39,0,1,1,0,0,1,1,1,7.0,7.0,18.3%,FA,5,2021
22,Jason Sanders,1,1,100.0,23,0,1,0,0,0,2,2,1,5.0,5.0,46.2%,MIA,5,2021
23,Joey Slye,1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,0.6%,NE,5,2021
24,Jason Myers,1,2,50.0,32,0,0,1,0,0,2,2,1,5.0,5.0,32.1%,SEA,5,2021
25,Matt Prater,1,2,50.0,21,0,1,0,0,0,2,2,1,5.0,5.0,1.7%,ARI,5,2021
26,Ka'imi Fairbairn,1,2,50.0,33,0,0,1,0,0,1,3,1,4.0,4.0,47.4%,HOU,5,2021
27,Justin Tucker,1,1,100.0,23,0,1,0,0,0,0,0,1,3.0,3.0,98.7%,BAL,5,2021
28,Tristan Vizcaino,0,0,0.0,0,0,0,0,0,0,3,5,1,3.0,3.0,0.0%,FA,5,2021
29,Cody Parkey,0,0,0.0,0,0,0,0,0,0,3,5,1,3.0,3.0,0.1%,FA,5,2021
30,Daniel Carlson,1,1,100.0,31,0,0,1,0,0,0,0,1,3.0,3.0,24.2%,LV,5,2021
31,Evan McPherson,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,81.8%,CIN,5,2021
32,Matthew Wright,0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,0.0%,PIT,5,2021
33,Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,5,2021
34,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,5,2021
35,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,5,2021
