Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jake Elliott,4,4,100.0,46,0,0,2,2,0,3,3,1,17.0,17.0,93.5%,PHI,13,2021
2,Matt Gay,3,3,100.0,44,0,0,1,2,0,4,4,1,15.0,15.0,28.9%,IND,13,2021
3,Riley Patterson,3,3,100.0,49,0,0,1,2,0,2,2,1,13.0,13.0,13.1%,JAC,13,2021
4,Harrison Butker,3,3,100.0,56,0,1,0,1,1,1,2,1,13.0,13.0,96.2%,KC,13,2021
5,Greg Zuerlein,2,2,100.0,55,0,0,1,0,1,3,3,1,11.0,11.0,43.8%,NYJ,13,2021
6,Dustin Hopkins,2,2,100.0,43,0,0,0,2,0,3,4,1,11.0,11.0,29.1%,CLE,13,2021
7,Graham Gano,3,4,75.0,51,0,0,2,0,1,0,0,1,11.0,11.0,1.3%,NYG,13,2021
8,Daniel Carlson,3,3,100.0,52,0,0,2,0,1,0,0,1,11.0,11.0,24.2%,LV,13,2021
9,Greg Joseph,3,3,100.0,41,0,0,2,1,0,0,0,1,10.0,10.0,3.7%,GB,13,2021
10,Jason Sanders,2,3,66.7,48,0,0,0,2,0,2,2,1,10.0,10.0,46.2%,MIA,13,2021
11,Matt Prater,2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,9.0,1.7%,ARI,13,2021
12,Chris Boswell,2,2,100.0,53,0,0,0,1,1,0,1,1,9.0,9.0,17.2%,PIT,13,2021
13,Nick Folk,2,2,100.0,41,0,0,1,1,0,0,0,1,7.0,7.0,9.5%,TEN,13,2021
14,Robbie Gould,1,1,100.0,50,0,0,0,0,1,2,3,1,7.0,7.0,0.1%,FA,13,2021
15,Michael Badgley,1,2,50.0,23,0,1,0,0,0,4,4,1,7.0,7.0,19.0%,DET,13,2021
16,Justin Tucker,2,2,100.0,35,0,1,1,0,0,1,1,1,7.0,7.0,98.7%,BAL,13,2021
17,Brett Maher,1,2,50.0,42,0,0,0,1,0,2,2,1,6.0,6.0,0.6%,FA,13,2021
18,Brian Johnson,1,1,100.0,48,0,0,0,1,0,2,2,1,6.0,6.0,0.0%,FA,13,2021
19,Ryan Succop,1,1,100.0,31,0,0,1,0,0,3,4,1,6.0,6.0,0.0%,FA,13,2021
20,Younghoe Koo,1,1,100.0,21,0,1,0,0,0,2,2,1,5.0,5.0,61.7%,ATL,13,2021
21,Evan McPherson,1,1,100.0,48,0,0,0,1,0,1,2,1,5.0,5.0,81.8%,CIN,13,2021
22,Brandon McManus,1,1,100.0,42,0,0,0,1,0,0,0,1,4.0,4.0,18.3%,FA,13,2021
23,Tyler Bass,1,2,50.0,35,0,0,1,0,0,1,1,1,4.0,4.0,45.5%,BUF,13,2021
24,Jason Myers,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,32.1%,SEA,13,2021
25,Cairo Santos,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,26.6%,CHI,13,2021
26,Matthew Wright,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,PIT,13,2021
27,Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0%,FA,13,2021
28,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,13,2021
29,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,47.4%,HOU,13,2021
30,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,13,2021
