Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Irv Smith Jr.,6,9,53,8.8,14,0,2,0,0,0,0,1,23.3,23.3,1.7%,KC,16,2020
2,Jimmy Graham,4,5,69,17.3,30,3,2,0,0,0,0,1,22.9,22.9,0.0%,FA,16,2020
3,Travis Kelce,7,13,98,14.0,29,2,1,0,0,0,0,1,22.8,22.8,99.9%,KC,16,2020
4,Rob Gronkowski,2,2,58,29.0,33,3,2,0,0,0,0,1,19.8,19.8,1.5%,FA,16,2020
5,Darren Waller,5,6,112,22.4,33,4,0,0,0,0,0,1,16.2,16.2,56.5%,FA,16,2020
6,Hayden Hurst,5,6,47,9.4,17,0,1,0,0,0,0,1,15.7,15.7,2.3%,LAC,16,2020
7,Eric Ebron,5,7,47,9.4,11,0,1,0,0,0,0,1,15.7,15.7,0.0%,FA,16,2020
8,Austin Hooper,7,15,71,10.1,28,1,0,0,0,0,0,1,14.1,14.1,0.4%,NE,16,2020
9,Evan Engram,7,10,65,9.3,15,0,0,1,5,0,0,1,14.0,14.0,97.0%,JAC,16,2020
10,Mark Andrews,6,10,76,12.7,25,2,0,0,0,0,0,1,13.6,13.6,73.3%,BAL,16,2020
11,Chris Herndon IV,4,4,34,8.5,11,0,1,0,0,0,0,1,13.4,13.4,0.0%,FA,16,2020
12,Logan Thomas,7,12,63,9.0,19,0,0,1,0,0,0,1,13.3,13.3,19.3%,SF,16,2020
13,George Kittle,4,5,92,23.0,27,3,0,0,0,0,0,1,13.2,13.2,97.3%,SF,16,2020
14,Noah Fant,6,9,65,10.8,19,0,0,0,0,0,0,1,12.5,12.5,2.0%,SEA,16,2020
15,Jonnu Smith,3,7,30,10.0,12,0,1,0,0,0,0,1,12.0,12.0,8.1%,MIA,16,2020
16,Jared Cook,3,4,82,27.3,44,3,0,0,0,0,0,1,11.2,11.2,0.0%,FA,16,2020
17,Lee Smith,2,2,31,15.5,27,1,1,0,0,0,0,1,11.1,11.1,0.0%,FA,16,2020
18,Jacob Hollister,2,6,17,8.5,13,0,1,0,0,0,0,1,9.7,9.7,0.0%,FA,16,2020
19,Mike Gesicki,4,7,54,13.5,31,2,0,0,0,0,0,1,9.4,9.4,2.3%,CIN,16,2020
20,Darren Fells,1,2,22,22.0,22,1,1,0,0,0,0,1,9.2,9.2,0.0%,FA,16,2020
21,Jack Doyle,4,6,50,12.5,18,0,0,0,0,0,0,1,9.0,9.0,2.0%,FA,16,2020
22,Stephen Anderson,4,6,48,12.0,23,1,0,0,0,0,0,1,8.8,8.8,0.0%,FA,16,2020
23,Dawson Knox,3,4,51,17.0,24,1,0,0,0,0,0,1,8.1,8.1,4.7%,BUF,16,2020
24,Jordan Akins,4,4,39,9.8,15,0,0,0,0,0,0,1,7.9,7.9,0.1%,CLE,16,2020
25,Drew Sample,1,1,8,8.0,8,0,1,0,0,0,0,1,7.8,7.8,0.1%,CIN,16,2020
26,Tyler Conklin,4,6,31,7.8,9,0,0,0,0,0,0,1,7.1,7.1,18.4%,NYJ,16,2020
