Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Travis Kelce,10,12,159,15.9,44,5,0,0,0,0,0,1,25.9,25.9,99.9%,KC,9,2020
2,Jimmy Graham,6,6,55,9.2,24,1,1,0,0,0,0,1,17.5,17.5,0.0%,FA,9,2020
3,Evan Engram,5,10,48,9.6,16,0,1,0,0,0,0,1,15.8,15.8,97.0%,JAC,9,2020
4,Irv Smith Jr.,2,4,10,5.0,9,0,2,0,0,0,0,1,15.0,15.0,1.7%,KC,9,2020
5,T.J. Hockenson,5,8,39,7.8,11,0,1,0,0,0,0,1,14.9,14.9,81.3%,MIN,9,2020
6,Hayden Hurst,7,8,62,8.9,24,1,0,0,0,0,0,1,13.2,13.2,2.3%,LAC,9,2020
7,Darren Waller,5,10,22,4.4,8,0,1,0,0,0,0,1,13.2,13.2,56.5%,FA,9,2020
8,Adam Trautman,3,3,39,13.0,29,1,1,0,0,0,0,1,12.9,12.9,0.2%,DEN,9,2020
9,Jonnu Smith,2,2,32,16.0,30,2,1,0,0,0,0,1,11.2,11.2,8.1%,MIA,9,2020
10,Eric Ebron,3,6,22,7.3,9,0,1,0,0,0,0,1,11.2,11.2,0.0%,FA,9,2020
11,Jacob Hollister,5,7,60,12.0,19,0,0,0,0,0,0,1,11.0,11.0,0.0%,FA,9,2020
12,Josh Hill,2,2,14,7.0,11,0,1,0,0,0,0,1,9.4,9.4,0.0%,FA,9,2020
13,Darrell Daniels,1,1,21,21.0,21,1,1,0,0,0,0,1,9.1,9.1,0.0%,FA,9,2020
14,Tyler Eifert,4,5,48,12.0,17,0,0,0,0,0,0,1,8.8,8.8,0.0%,FA,9,2020
15,Dalton Schultz,4,7,48,12.0,16,0,0,0,0,0,0,1,8.8,8.8,77.7%,HOU,9,2020
16,Nick Boyle,4,4,46,11.5,21,1,0,0,0,0,0,1,8.6,8.6,0.0%,FA,9,2020
17,Ross Dwelley,3,3,52,17.3,36,2,0,0,0,0,0,1,8.2,8.2,0.0%,ATL,9,2020
18,Noah Fant,3,3,45,15.0,32,2,0,0,0,0,0,1,7.5,7.5,2.0%,SEA,9,2020
19,Maxx Williams,1,1,4,4.0,4,0,1,0,0,0,0,1,7.4,7.4,0.0%,FA,9,2020
20,Mo Alie-Cox,3,3,43,14.3,21,1,0,0,0,0,0,1,7.3,7.3,0.1%,IND,9,2020
21,Hunter Henry,4,7,33,8.3,11,0,0,0,0,0,0,1,7.3,7.3,15.3%,NE,9,2020
22,Mike Gesicki,3,4,42,14.0,19,0,0,0,0,0,0,1,7.2,7.2,2.3%,CIN,9,2020
23,Tyler Kroft,1,1,1,1.0,1,0,1,0,0,0,0,1,7.1,7.1,0.0%,FA,9,2020
24,Marcedes Lewis,1,1,1,1.0,1,0,1,0,0,0,0,1,7.1,7.1,0.1%,CHI,9,2020
25,Kyle Rudolph,3,4,40,13.3,22,1,0,0,0,0,0,1,7.0,7.0,0.0%,FA,9,2020
26,Logan Thomas,3,6,28,9.3,14,0,0,0,0,0,0,1,5.8,5.8,19.3%,SF,9,2020
27,Mark Andrews,3,5,22,7.3,13,0,0,0,0,0,0,1,5.2,5.2,73.3%,BAL,9,2020
28,Anthony Firkser,3,6,19,6.3,12,0,0,0,0,0,0,1,4.9,4.9,0.0%,FA,9,2020
29,Ryan Griffin,2,2,28,14.0,23,1,0,0,0,0,0,1,4.8,4.8,0.0%,FA,9,2020
30,Darren Fells,2,2,26,13.0,19,0,0,0,0,0,0,1,4.6,4.6,0.0%,FA,9,2020
31,Jordan Akins,2,4,19,9.5,10,0,0,0,0,0,0,1,3.9,3.9,0.1%,CLE,9,2020
32,Will Dissly,1,1,26,26.0,26,1,0,0,0,0,0,1,3.6,3.6,0.3%,LAC,9,2020
33,Greg Olsen,2,3,13,6.5,8,0,0,0,0,0,0,1,3.3,3.3,7.0%,FA,9,2020
34,Jared Cook,2,3,30,15.0,19,0,0,0,0,0,1,1,3.0,3.0,0.0%,FA,9,2020
35,Durham Smythe,1,1,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.7%,MIA,9,2020
36,Dan Arnold,1,1,16,16.0,16,0,0,0,0,0,0,1,2.6,2.6,0.0%,FA,9,2020
37,Luke Stocker,1,1,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,0.0%,FA,9,2020
38,Nick Vannett,1,1,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,TEN,9,2020
39,James O'Shaughnessy,1,2,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,FA,9,2020
40,Ian Thomas,1,2,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.1%,CAR,9,2020
41,Kaden Smith,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,9,2020
42,Albert Okwuegbunam Jr.,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.1%,PHI,9,2020
43,Trey Burton,1,4,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,FA,9,2020
44,Robert Tonyan,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.1%,MIN,9,2020
45,Jordan Reed,1,2,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,19.0%,FA,9,2020
46,Rob Gronkowski,1,6,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,1.5%,FA,9,2020
