Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Darren Waller,13,17,200,15.4,38,4,2,0,0,0,0,1,45.0,45.0,56.5%,FA,13,2020
2,Travis Kelce,8,12,136,17.0,28,3,1,0,0,0,0,1,27.6,27.6,99.9%,KC,13,2020
3,Logan Thomas,9,9,98,10.9,30,2,1,0,0,0,0,1,24.8,24.8,19.3%,SF,13,2020
4,Mike Gesicki,9,11,88,9.8,20,1,1,0,0,0,0,1,23.8,23.8,2.3%,CIN,13,2020
5,Dan Arnold,2,3,61,30.5,59,4,2,0,0,0,0,1,20.1,20.1,0.0%,FA,13,2020
6,T.J. Hockenson,7,9,84,12.0,24,1,0,0,0,0,0,1,15.4,15.4,81.3%,MIN,13,2020
7,Cole Kmet,5,7,37,7.4,13,0,1,0,0,0,0,1,14.7,14.7,72.3%,CHI,13,2020
8,Robert Tonyan,4,5,39,9.8,25,1,1,0,0,0,0,1,13.9,13.9,0.1%,MIN,13,2020
9,Eric Ebron,7,11,68,9.7,22,1,0,0,0,0,0,1,13.8,13.8,0.0%,FA,13,2020
10,Dawson Knox,4,4,27,6.8,12,0,1,0,0,0,0,1,12.7,12.7,4.7%,BUF,13,2020
11,Tyler Higbee,4,6,24,6.0,16,0,1,0,0,0,0,1,12.4,12.4,19.7%,LAR,13,2020
12,Jordan Reed,3,4,32,10.7,17,0,1,0,0,0,0,1,12.2,12.2,19.0%,FA,13,2020
13,Drew Sample,7,7,49,7.0,15,0,0,0,0,0,0,1,11.9,11.9,0.1%,CIN,13,2020
14,Jared Cook,3,5,28,9.3,11,0,1,0,0,0,0,1,11.8,11.8,0.0%,FA,13,2020
15,Dallas Goedert,5,7,66,13.2,41,3,0,0,0,0,0,1,11.6,11.6,89.7%,PHI,13,2020
16,Tyler Eifert,6,6,45,7.5,13,0,0,0,0,0,0,1,10.5,10.5,0.0%,FA,13,2020
17,Gerald Everett,6,7,44,7.3,22,1,0,0,0,0,0,1,10.4,10.4,23.5%,CHI,13,2020
18,Anthony Firkser,5,7,51,10.2,14,0,0,0,0,0,0,1,10.1,10.1,0.0%,FA,13,2020
19,Noah Fant,4,7,57,14.3,37,2,0,0,0,0,0,1,9.7,9.7,2.0%,SEA,13,2020
20,MyCole Pruitt,1,2,22,22.0,22,1,1,0,0,0,0,1,9.2,9.2,0.0%,PIT,13,2020
21,Dalton Schultz,4,4,44,11.0,19,0,0,0,0,0,0,1,8.4,8.4,77.7%,HOU,13,2020
22,James O'Shaughnessy,4,6,41,10.3,24,1,0,0,0,0,0,1,8.1,8.1,0.0%,FA,13,2020
23,Jesse James,1,3,9,9.0,9,0,1,0,0,0,0,1,7.9,7.9,0.0%,FA,13,2020
24,Evan Engram,4,8,32,8.0,11,0,0,0,0,0,0,1,7.2,7.2,97.0%,JAC,13,2020
25,Will Dissly,4,5,28,7.0,10,0,0,0,0,0,0,1,6.8,6.8,0.3%,LAC,13,2020
26,Charlie Woerner,2,2,33,16.5,18,0,0,0,0,0,0,1,5.3,5.3,0.1%,ATL,13,2020
27,Mo Alie-Cox,3,5,23,7.7,17,0,0,0,0,0,0,1,5.3,5.3,0.1%,IND,13,2020
28,Ryan Griffin,2,2,31,15.5,18,0,0,0,0,0,0,1,5.1,5.1,0.0%,FA,13,2020
29,Zach Ertz,2,4,31,15.5,20,1,0,0,0,0,0,1,5.1,5.1,3.7%,WAS,13,2020
30,Jacob Hollister,3,4,20,6.7,10,0,0,0,0,0,0,1,5.0,5.0,0.0%,FA,13,2020
31,Ross Dwelley,2,2,29,14.5,17,0,0,0,0,0,0,1,4.9,4.9,0.0%,ATL,13,2020
32,Marcedes Lewis,1,1,36,36.0,36,2,0,0,0,0,0,1,4.6,4.6,0.1%,CHI,13,2020
33,Austin Hooper,2,2,24,12.0,16,0,0,0,0,0,0,1,4.4,4.4,0.4%,NE,13,2020
34,Donald Parham Jr.,2,4,21,10.5,12,0,0,0,0,0,0,1,4.1,4.1,1.1%,LAC,13,2020
35,Adam Trautman,3,3,9,3.0,5,0,0,0,0,0,0,1,3.9,3.9,0.2%,DEN,13,2020
36,Durham Smythe,2,2,16,8.0,11,0,0,0,0,0,0,1,3.6,3.6,0.7%,MIA,13,2020
37,Jordan Akins,2,3,10,5.0,9,0,0,0,0,0,0,1,3.0,3.0,0.1%,CLE,13,2020
38,Nick Vannett,2,2,7,3.5,7,0,0,0,0,0,0,1,2.7,2.7,0.0%,TEN,13,2020
39,Nick Keizer,1,1,15,15.0,15,0,0,0,0,0,0,1,2.5,2.5,0.0%,FA,13,2020
40,Luke Willson,1,1,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,0.0%,FA,13,2020
41,Jack Doyle,1,1,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,2.0%,FA,13,2020
42,Trey Burton,1,3,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,FA,13,2020
43,Tyler Conklin,1,1,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,18.4%,NYJ,13,2020
