Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Travis Kelce,8,12,108,13.5,32,3,1,0,0,0,0,1,24.8,24.8,99.9%,KC,5,2020
2,Jonnu Smith,5,7,40,8.0,14,0,2,0,0,0,0,1,21.0,21.0,8.1%,MIA,5,2020
3,Mark Andrews,6,9,56,9.3,14,0,1,0,0,0,0,1,17.6,17.6,73.3%,BAL,5,2020
4,Darren Waller,5,7,48,9.6,23,1,1,0,0,0,0,1,15.8,15.8,56.5%,FA,5,2020
5,Mike Gesicki,5,6,91,18.2,70,4,0,0,0,0,0,1,14.1,14.1,2.3%,CIN,5,2020
6,Darren Fells,2,2,57,28.5,44,3,1,0,0,0,0,1,13.7,13.7,0.0%,FA,5,2020
7,Jared Cook,2,3,52,26.0,41,3,1,0,0,0,0,1,13.2,13.2,0.0%,FA,5,2020
8,Gerald Everett,4,4,90,22.5,40,4,0,0,0,0,0,1,13.0,13.0,23.5%,CHI,5,2020
9,Hunter Henry,4,8,23,5.8,8,0,1,0,0,0,0,1,12.3,12.3,15.3%,NE,5,2020
10,Jimmy Graham,3,5,33,11.0,13,0,1,0,0,0,0,1,12.3,12.3,0.0%,FA,5,2020
11,Austin Hooper,5,10,57,11.4,18,0,0,0,0,0,0,1,10.7,10.7,0.4%,NE,5,2020
12,Irv Smith Jr.,4,5,64,16.0,25,2,0,0,0,0,0,1,10.4,10.4,1.7%,KC,5,2020
13,Evan Engram,1,2,16,16.0,16,0,0,2,9,1,0,1,9.5,9.5,97.0%,JAC,5,2020
14,Cameron Brate,5,6,44,8.8,20,1,0,0,0,0,0,1,9.4,9.4,2.0%,FA,5,2020
15,Will Dissly,1,1,19,19.0,19,0,1,0,0,0,0,1,8.9,8.9,0.3%,LAC,5,2020
16,George Kittle,4,8,44,11.0,12,0,0,0,0,0,0,1,8.4,8.4,97.3%,SF,5,2020
17,Trey Burton,5,6,33,6.6,10,0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,5,2020
18,Rob Gronkowski,3,6,52,17.3,23,1,0,0,0,0,0,1,8.2,8.2,1.5%,FA,5,2020
19,Adam Shaheen,1,1,3,3.0,3,0,1,0,0,0,0,1,7.3,7.3,0.0%,FA,5,2020
20,Eric Ebron,5,6,43,8.6,17,0,0,0,0,0,1,1,7.3,7.3,0.0%,FA,5,2020
21,Darrell Daniels,2,2,37,18.5,31,2,0,0,0,0,0,1,5.7,5.7,0.0%,FA,5,2020
22,James O'Shaughnessy,3,3,20,6.7,8,0,0,0,0,0,0,1,5.0,5.0,0.0%,FA,5,2020
23,Anthony Firkser,3,5,19,6.3,12,0,0,0,0,0,0,1,4.9,4.9,0.0%,FA,5,2020
24,Tyler Eifert,3,7,16,5.3,13,0,0,0,0,0,0,1,4.6,4.6,0.0%,FA,5,2020
25,Chris Herndon IV,2,3,24,12.0,15,0,0,0,0,0,0,1,4.4,4.4,0.0%,FA,5,2020
26,Drew Sample,2,2,22,11.0,14,0,0,0,0,0,0,1,4.2,4.2,0.1%,CIN,5,2020
27,Tyler Higbee,2,2,12,6.0,9,0,0,0,0,0,0,1,3.2,3.2,19.7%,LAR,5,2020
28,Greg Olsen,1,1,20,20.0,20,1,0,0,0,0,0,1,3.0,3.0,7.0%,FA,5,2020
29,Richard Rodgers,1,1,18,18.0,18,0,0,0,0,0,0,1,2.8,2.8,0.0%,FA,5,2020
30,Hayden Hurst,2,6,8,4.0,9,0,0,0,0,0,0,1,2.8,2.8,2.3%,LAC,5,2020
31,Jason Witten,2,2,6,3.0,4,0,0,0,0,0,0,1,2.6,2.6,0.0%,FA,5,2020
32,Dawson Knox,1,3,15,15.0,15,0,0,0,0,0,0,1,2.5,2.5,4.7%,BUF,5,2020
33,Virgil Green,1,1,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,0.0%,FA,5,2020
34,Blake Bell,1,1,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,5,2020
35,Kyle Rudolph,1,2,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,0.0%,FA,5,2020
36,Temarrick Hemingway,1,1,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,0.0%,FA,5,2020
37,Tanner Hudson,1,4,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,2.7%,CIN,5,2020
38,Demetrius Harris,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,FA,5,2020
39,Jaeden Graham,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,5,2020
40,Kaden Smith,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,5,2020
41,David Njoku,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,94.0%,CLE,5,2020
42,Zach Ertz,1,6,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,3.7%,WAS,5,2020
43,Dalton Schultz,1,3,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,77.7%,HOU,5,2020
44,Trevon Wesco,1,1,5,5.0,5,0,0,1,0,0,0,1,1.5,1.5,0.0%,FA,5,2020
45,Logan Thomas,1,4,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,19.3%,SF,5,2020
46,Pharaoh Brown,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.1%,SEA,5,2020
47,Vance McDonald,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,FA,5,2020
48,Nick Boyle,1,2,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,0.0%,FA,5,2020
49,Luke Stocker,1,1,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,0.0%,FA,5,2020
50,Josh Hill,1,1,1,1.0,1,0,0,0,0,0,0,1,1.1,1.1,0.0%,FA,5,2020
51,Harrison Bryant,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,LV,5,2020
52,Cole Kmet,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,72.3%,CHI,5,2020
53,Antonio Gandy-Golden,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,5,2020
54,Foster Moreau,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,NO,5,2020
55,Donald Parham Jr.,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,LAC,5,2020
56,Stephen Carlson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,CHI,5,2020
57,Charlie Woerner,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,ATL,5,2020
58,Sean McKeon,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,DET,5,2020
59,Tyler Davis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,5,2020
60,Derek Carrier,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,5,2020
61,Bruce Miller,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,5,2020
62,Ryan Griffin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,5,2020
63,Levine Toilolo,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,5,2020
64,Luke Willson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,5,2020
65,Jack Doyle,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.0%,FA,5,2020
66,Clark Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,5,2020
67,Jason Croom,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,5,2020
68,Jacob Hollister,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,5,2020
