Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Wil Lutz,4,4,100.0,47,0,1,0,3,0,2,2,1,17.0,17.0,10.3%,DEN,13,2019
2,Brandon McManus,3,3,100.0,53,0,0,1,0,2,2,2,1,15.0,15.0,18.3%,FA,13,2019
3,Jason Sanders,1,1,100.0,51,0,0,0,0,1,2,3,1,14.1,14.1,46.2%,MIA,13,2019
4,Jake Elliott,3,4,75.0,48,0,0,1,2,0,2,2,1,13.0,13.0,93.5%,PHI,13,2019
5,Jason Myers,3,3,100.0,36,0,2,1,0,0,4,4,1,13.0,13.0,32.1%,SEA,13,2019
6,Dustin Hopkins,3,4,75.0,42,0,1,1,1,0,2,2,1,12.0,12.0,29.1%,CLE,13,2019
7,Harrison Butker,1,1,100.0,50,0,0,0,0,1,5,5,1,10.0,10.0,96.2%,KC,13,2019
8,Greg Zuerlein,2,3,66.7,33,0,1,1,0,0,4,4,1,10.0,10.0,43.8%,NYJ,13,2019
9,Stephen Hauschka,2,3,66.7,41,0,1,0,1,0,2,3,1,9.0,9.0,0.0%,FA,13,2019
10,Randy Bullock,2,3,66.7,47,0,1,0,1,0,2,2,1,9.0,9.0,0.1%,FA,13,2019
11,Michael Badgley,2,3,66.7,46,0,0,1,1,0,2,2,1,9.0,9.0,19.0%,DET,13,2019
12,Justin Tucker,2,2,100.0,49,0,0,1,1,0,2,2,1,9.0,9.0,98.7%,BAL,13,2019
13,Aldrick Rosas,2,2,100.0,45,0,1,0,1,0,1,1,1,8.0,8.0,0.0%,FA,13,2019
14,Chris Boswell,2,2,100.0,39,0,1,1,0,0,2,2,1,8.0,8.0,17.2%,PIT,13,2019
15,Matt Gay,2,2,100.0,37,0,1,1,0,0,2,2,1,8.0,8.0,28.9%,IND,13,2019
16,Mason Crosby,1,1,100.0,47,0,0,0,1,0,4,4,1,8.0,8.0,0.1%,FA,13,2019
17,Younghoe Koo,2,3,66.7,45,0,0,0,2,0,0,1,1,8.0,8.0,61.7%,ATL,13,2019
18,Matt Prater,2,2,100.0,25,0,2,0,0,0,2,2,1,8.0,8.0,1.7%,ARI,13,2019
19,Austin Seibert,2,2,100.0,34,0,0,2,0,0,1,1,1,7.0,7.0,0.0%,NYJ,13,2019
20,Dan Bailey,1,1,100.0,47,0,0,0,1,0,3,4,1,7.0,7.0,0.0%,FA,13,2019
21,Sam Ficken,2,2,100.0,42,0,0,1,1,0,0,0,1,7.0,7.0,0.0%,FA,13,2019
22,Ryan Succop,1,1,100.0,31,0,0,1,0,0,4,4,1,7.0,7.0,0.0%,FA,13,2019
23,Eddy Pineiro,1,1,100.0,30,0,0,1,0,0,3,3,1,6.0,6.0,1.5%,CAR,13,2019
24,Josh Lambo,1,1,100.0,53,0,0,0,0,1,0,0,1,5.0,5.0,0.1%,FA,13,2019
25,Robbie Gould,1,2,50.0,32,0,0,1,0,0,2,2,1,5.0,5.0,0.1%,FA,13,2019
26,Adam Vinatieri,1,4,25.0,28,0,1,0,0,0,2,2,1,5.0,5.0,0.2%,FA,13,2019
27,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,47.4%,HOU,13,2019
28,Kai Forbath,1,1,100.0,23,0,1,0,0,0,1,2,1,4.0,4.0,3.0%,LAR,13,2019
29,Joey Slye,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.6%,NE,13,2019
30,Daniel Carlson,1,2,50.0,34,0,0,1,0,0,0,1,1,3.0,3.0,24.2%,LV,13,2019
31,Brett Maher,0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.6%,FA,13,2019
32,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,FA,13,2019
33,Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2019
34,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,13,2019
35,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,13,2019
