Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Ty Long,3,3,100.0,51,0,0,0,2,1,3,3,1,16.0,16.0,0.7%,FA,4,2019
2,Matt Prater,3,3,100.0,53,0,1,0,1,1,3,3,1,15.0,15.0,1.7%,ARI,4,2019
3,Josh Lambo,4,4,100.0,40,0,1,2,1,0,2,2,1,15.0,15.0,0.1%,FA,4,2019
4,Matt Gay,2,2,100.0,58,0,1,0,0,1,7,7,1,15.0,15.0,28.9%,IND,4,2019
5,Wil Lutz,4,4,100.0,42,1,1,0,2,0,0,0,1,14.0,14.0,10.3%,DEN,4,2019
6,Joey Slye,3,3,100.0,55,0,1,0,1,1,1,1,1,13.0,13.0,0.6%,NE,4,2019
7,Greg Zuerlein,2,2,100.0,58,0,0,0,1,1,4,4,1,13.0,13.0,43.8%,NYJ,4,2019
8,Harrison Butker,2,3,66.7,44,0,1,0,1,0,4,4,1,11.0,11.0,96.2%,KC,4,2019
9,Austin Seibert,2,2,100.0,43,0,1,0,1,0,4,4,1,11.0,11.0,0.0%,NYJ,4,2019
10,Eddy Pineiro,3,3,100.0,38,0,1,2,0,0,1,1,1,10.0,10.0,1.5%,CAR,4,2019
11,Chris Boswell,2,2,100.0,49,0,1,0,1,0,3,3,1,10.0,10.0,17.2%,PIT,4,2019
12,Jason Myers,2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,9.0,32.1%,SEA,4,2019
13,Mason Crosby,2,2,100.0,31,0,0,2,0,0,3,3,1,9.0,9.0,0.1%,FA,4,2019
14,Daniel Carlson,1,1,100.0,26,0,1,0,0,0,4,4,1,7.0,7.0,24.2%,LV,4,2019
15,Cairo Santos,1,1,100.0,45,0,0,0,1,0,3,3,1,7.0,7.0,26.6%,CHI,4,2019
16,Brandon McManus,1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,18.3%,FA,4,2019
17,Justin Tucker,1,1,100.0,41,0,0,0,1,0,2,2,1,6.0,6.0,98.7%,BAL,4,2019
18,Adam Vinatieri,1,2,50.0,26,0,1,0,0,0,3,3,1,6.0,6.0,0.2%,FA,4,2019
19,Aldrick Rosas,1,1,100.0,30,0,0,1,0,0,3,3,1,6.0,6.0,0.0%,FA,4,2019
20,Matt Bryant,1,2,50.0,42,0,0,0,1,0,1,1,1,5.0,5.0,1.1%,FA,4,2019
21,Jason Sanders,1,3,33.3,30,0,0,1,0,0,1,1,1,4.0,4.0,46.2%,MIA,4,2019
22,Jake Elliott,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,93.5%,PHI,4,2019
23,Zane Gonzalez,1,3,33.3,33,0,0,1,0,0,1,1,1,4.0,4.0,0.1%,FA,4,2019
24,Ka'imi Fairbairn,1,2,50.0,37,0,0,1,0,0,1,1,1,4.0,4.0,47.4%,HOU,4,2019
25,Brett Maher,1,1,100.0,28,0,1,0,0,0,1,1,1,4.0,4.0,0.6%,FA,4,2019
26,Randy Bullock,1,1,100.0,28,0,1,0,0,0,0,0,1,3.0,3.0,0.1%,FA,4,2019
27,Dustin Hopkins,1,1,100.0,21,0,1,0,0,0,0,0,1,3.0,3.0,29.1%,CLE,4,2019
28,Stephen Hauschka,1,2,50.0,46,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,FA,4,2019
29,Stephen Gostkowski,1,1,100.0,23,0,0,0,0,0,1,2,1,1.0,1.0,0.1%,FA,4,2019
30,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,4,2019
31,Dan Bailey,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2019
