Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Kai Forbath,3,3,100.0,50,0,0,0,2,1,5,5,1,18.0,18.0,3.0%,LAR,15,2019
2,Dan Bailey,4,4,100.0,44,0,2,1,1,0,3,4,1,16.0,16.0,0.0%,FA,15,2019
3,Robbie Gould,3,3,100.0,46,0,1,0,2,0,1,2,1,12.0,12.0,0.1%,FA,15,2019
4,Nick Folk,2,2,100.0,46,0,0,0,2,0,4,4,1,12.0,12.0,9.5%,TEN,15,2019
5,Dustin Hopkins,2,2,100.0,53,0,0,0,1,1,3,3,1,12.0,12.0,29.1%,CLE,15,2019
6,Daniel Carlson,3,4,75.0,34,0,1,2,0,0,1,1,1,10.0,10.0,24.2%,LV,15,2019
7,Wil Lutz,2,2,100.0,33,0,1,1,0,0,4,4,1,10.0,10.0,10.3%,DEN,15,2019
8,Harrison Butker,3,3,100.0,44,0,2,0,1,0,0,0,1,10.0,10.0,96.2%,KC,15,2019
9,Josh Lambo,2,2,100.0,43,0,1,0,1,0,2,2,1,9.0,9.0,0.1%,FA,15,2019
10,Jason Sanders,2,3,66.7,47,0,1,0,1,0,2,2,1,9.0,9.0,46.2%,MIA,15,2019
11,Matt Gay,1,2,50.0,46,0,0,0,1,0,5,5,1,9.0,9.0,28.9%,IND,15,2019
12,Joey Slye,1,1,100.0,52,0,0,0,0,1,3,3,1,8.0,8.0,0.6%,NE,15,2019
13,Zane Gonzalez,1,1,100.0,21,0,1,0,0,0,5,5,1,8.0,8.0,0.1%,FA,15,2019
14,Randy Bullock,2,2,100.0,48,0,0,1,1,0,1,1,1,8.0,8.0,0.1%,FA,15,2019
15,Austin Seibert,1,2,50.0,44,0,0,0,1,0,3,3,1,7.0,7.0,0.0%,NYJ,15,2019
16,Jake Elliott,1,1,100.0,25,0,1,0,0,0,4,4,1,7.0,7.0,93.5%,PHI,15,2019
17,Eddy Pineiro,2,2,100.0,30,0,1,1,0,0,1,1,1,7.0,7.0,1.5%,CAR,15,2019
18,Matt Prater,1,1,100.0,44,0,0,0,1,0,2,2,1,6.0,6.0,1.7%,ARI,15,2019
19,Jason Myers,1,1,100.0,30,0,0,1,0,0,3,4,1,6.0,6.0,32.1%,SEA,15,2019
20,Ka'imi Fairbairn,1,1,100.0,29,0,1,0,0,0,3,3,1,6.0,6.0,47.4%,HOU,15,2019
21,Younghoe Koo,1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,61.7%,ATL,15,2019
22,Stephen Hauschka,1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,FA,15,2019
23,Michael Badgley,1,1,100.0,41,0,0,0,1,0,1,1,1,5.0,5.0,19.0%,DET,15,2019
24,Chris Boswell,1,1,100.0,49,0,0,0,1,0,1,1,1,5.0,5.0,17.2%,PIT,15,2019
25,Aldrick Rosas,0,0,0.0,0,0,0,0,0,0,4,5,1,4.0,4.0,0.0%,FA,15,2019
26,Justin Tucker,0,0,0.0,0,0,0,0,0,0,4,5,1,4.0,4.0,98.7%,BAL,15,2019
27,Ryan Succop,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,FA,15,2019
28,Brandon McManus,1,1,100.0,32,0,0,1,0,0,0,0,1,3.0,3.0,18.3%,FA,15,2019
29,Mason Crosby,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,15,2019
30,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,43.8%,NYJ,15,2019
31,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,6.8%,TB,15,2019
32,Sam Ficken,0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,0.0%,FA,15,2019
33,Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,15,2019
34,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,15,2019
35,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,15,2019
