Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Greg Zuerlein,3,4,75.0,55,0,2,0,0,1,4,4,1,15.0,15.0,43.8%,NYJ,7,2019
2,Brett Maher,3,3,100.0,63,0,2,0,0,1,4,4,1,15.0,15.0,0.6%,FA,7,2019
3,Josh Lambo,4,4,100.0,37,0,3,1,0,0,1,1,1,13.0,13.0,0.1%,FA,7,2019
4,Stephen Hauschka,3,3,100.0,45,0,0,1,2,0,2,2,1,13.0,13.0,0.0%,FA,7,2019
5,Ka'imi Fairbairn,3,3,100.0,47,0,1,1,1,0,2,2,1,12.0,12.0,47.4%,HOU,7,2019
6,Harrison Butker,3,3,100.0,39,0,1,2,0,0,3,3,1,12.0,12.0,96.2%,KC,7,2019
7,Justin Tucker,3,3,100.0,28,0,3,0,0,0,3,3,1,12.0,12.0,98.7%,BAL,7,2019
8,Wil Lutz,2,4,50.0,39,0,0,2,0,0,4,4,1,10.0,10.0,10.3%,DEN,7,2019
9,Chase McLaughlin,2,2,100.0,50,0,1,0,0,1,2,2,1,10.0,10.0,6.8%,TB,7,2019
10,Jason Myers,3,4,75.0,35,0,0,3,0,0,1,1,1,10.0,10.0,32.1%,SEA,7,2019
11,Zane Gonzalez,2,2,100.0,47,0,0,1,1,0,3,3,1,10.0,10.0,0.1%,FA,7,2019
12,Robbie Gould,3,4,75.0,29,0,3,0,0,0,0,0,1,9.0,9.0,0.1%,FA,7,2019
13,Daniel Carlson,1,1,100.0,45,0,0,0,1,0,3,3,1,7.0,7.0,24.2%,LV,7,2019
14,Mike Nugent,1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,7.0,1.0%,FA,7,2019
15,Matt Prater,1,1,100.0,46,0,0,0,1,0,3,3,1,7.0,7.0,1.7%,ARI,7,2019
16,Cody Parkey,1,1,100.0,45,0,0,0,1,0,2,3,1,6.0,6.0,0.1%,FA,7,2019
17,Mason Crosby,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,0.1%,FA,7,2019
18,Eddy Pineiro,1,1,100.0,46,0,0,0,1,0,2,2,1,6.0,6.0,1.5%,CAR,7,2019
19,Dan Bailey,0,1,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,0.0%,FA,7,2019
20,Matt Bryant,1,2,50.0,52,0,0,0,0,1,1,1,1,6.0,6.0,1.1%,FA,7,2019
21,Randy Bullock,1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,0.1%,FA,7,2019
22,Jake Elliott,1,1,100.0,38,0,0,1,0,0,1,1,1,4.0,4.0,93.5%,PHI,7,2019
23,Adam Vinatieri,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.2%,FA,7,2019
24,Jason Sanders,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,46.2%,MIA,7,2019
25,Aldrick Rosas,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,FA,7,2019
26,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,7,2019
27,Brandon McManus,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,18.3%,FA,7,2019
28,Kasey Redfern,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,7,2019
29,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,7,2019
30,Dustin Hopkins,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,29.1%,CLE,7,2019
