Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Stephen Hauschka,3,3,100.0,51,0,1,1,0,1,4,4,1,15.0,15.0,0.0%,FA,11,2019
2,Brandon McManus,3,4,75.0,47,0,1,0,2,0,2,2,1,13.0,13.0,18.3%,FA,11,2019
3,Justin Tucker,2,3,66.7,46,0,0,1,1,0,5,5,1,12.0,12.0,98.7%,BAL,11,2019
4,Younghoe Koo,3,4,75.0,38,0,2,1,0,0,2,2,1,11.0,11.0,61.7%,ATL,11,2019
5,Wil Lutz,2,2,100.0,44,0,1,0,1,0,4,4,1,11.0,11.0,10.3%,DEN,11,2019
6,Michael Badgley,3,4,75.0,49,0,2,0,1,0,0,0,1,10.0,10.0,19.0%,DET,11,2019
7,Nick Folk,3,3,100.0,39,0,1,2,0,0,0,0,1,9.0,9.0,9.5%,TEN,11,2019
8,Brett Maher,2,2,100.0,34,0,0,2,0,0,3,3,1,9.0,9.0,0.6%,FA,11,2019
9,Zane Gonzalez,2,2,100.0,43,0,1,0,1,0,2,3,1,9.0,9.0,0.1%,FA,11,2019
10,Chase McLaughlin,1,1,100.0,43,0,0,0,1,0,3,3,1,7.0,7.0,6.8%,TB,11,2019
11,Adam Vinatieri,1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,7.0,0.2%,FA,11,2019
12,Matt Gay,1,1,100.0,55,0,0,0,0,1,2,2,1,7.0,7.0,28.9%,IND,11,2019
13,Harrison Butker,1,1,100.0,41,0,0,0,1,0,3,3,1,7.0,7.0,96.2%,KC,11,2019
14,Daniel Carlson,1,1,100.0,20,0,1,0,0,0,2,2,1,5.0,5.0,24.2%,LV,11,2019
15,Jake Elliott,1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,5.0,93.5%,PHI,11,2019
16,Greg Zuerlein,1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,43.8%,NYJ,11,2019
17,Randy Bullock,1,2,50.0,40,0,0,0,1,0,1,1,1,5.0,5.0,0.1%,FA,11,2019
18,Dustin Hopkins,1,2,50.0,44,0,0,0,1,0,0,0,1,4.0,4.0,29.1%,CLE,11,2019
19,Sam Ficken,0,1,0.0,0,0,0,0,0,0,4,5,1,4.0,4.0,0.0%,FA,11,2019
20,Dan Bailey,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,FA,11,2019
21,Austin Seibert,0,2,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,NYJ,11,2019
22,Matt Prater,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.7%,ARI,11,2019
23,Joey Slye,1,1,100.0,31,0,0,1,0,0,0,0,1,3.0,3.0,0.6%,NE,11,2019
24,Jason Sanders,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,46.2%,MIA,11,2019
25,Josh Lambo,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,FA,11,2019
26,Chris Boswell,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,17.2%,PIT,11,2019
27,Ka'imi Fairbairn,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,47.4%,HOU,11,2019
28,Eddy Pineiro,0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.5%,CAR,11,2019
29,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,11,2019
30,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,11,2019
