Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Pittsburgh Steelers,5,3,0,0,0,0,1,1,18.0,18.0,75.9%,PIT,14,2019
2,Denver Broncos,3,2,1,1,1,0,0,1,15.0,15.0,34.5%,DEN,14,2019
3,Los Angeles Rams,5,1,0,0,0,0,0,1,14.0,14.0,21.2%,LAR,14,2019
4,Atlanta Falcons,5,2,2,2,0,0,0,1,14.0,14.0,16.7%,ATL,14,2019
5,Minnesota Vikings,5,2,0,0,0,0,0,1,13.0,13.0,10.9%,MIN,14,2019
6,Indianapolis Colts,1,3,1,1,1,0,0,1,11.0,11.0,26.4%,IND,14,2019
7,Seattle Seahawks,0,2,0,0,1,0,0,1,11.0,11.0,22.4%,SEA,14,2019
8,Cleveland Browns,2,1,0,1,1,0,0,1,11.0,11.0,94.2%,CLE,14,2019
9,Tennessee Titans,2,0,1,1,1,0,0,1,10.0,10.0,3.5%,TEN,14,2019
10,Baltimore Ravens,6,0,1,2,0,0,0,1,9.0,9.0,86.2%,BAL,14,2019
11,Kansas City Chiefs,3,1,0,0,0,0,0,1,8.0,8.0,77.7%,KC,14,2019
12,Arizona Cardinals,3,0,2,3,0,0,0,1,7.0,7.0,0.8%,ARI,14,2019
13,New England Patriots,1,1,1,2,0,0,0,1,7.0,7.0,13.6%,NE,14,2019
14,Washington Commanders,4,0,1,1,0,0,0,1,7.0,7.0,8.1%,WAS,14,2019
15,Green Bay Packers,4,1,0,2,0,0,0,1,7.0,7.0,26.4%,GB,14,2019
16,Los Angeles Chargers,2,0,0,0,0,0,0,1,6.0,6.0,13.8%,LAC,14,2019
17,Cincinnati Bengals,1,2,0,0,0,0,0,1,5.0,5.0,50.0%,CIN,14,2019
18,Dallas Cowboys,2,1,1,1,0,0,0,1,5.0,5.0,92.7%,DAL,14,2019
19,New York Giants,3,0,1,1,0,0,0,1,5.0,5.0,2.4%,NYG,14,2019
20,New York Jets,2,1,0,1,0,0,0,1,4.0,4.0,82.4%,NYJ,14,2019
21,Miami Dolphins,1,1,0,1,0,0,0,1,3.0,3.0,69.9%,MIA,14,2019
22,Buffalo Bills,1,1,0,0,0,0,0,1,3.0,3.0,61.3%,BUF,14,2019
23,Philadelphia Eagles,2,0,0,1,0,0,0,1,3.0,3.0,51.6%,PHI,14,2019
24,Houston Texans,1,1,0,0,0,0,0,1,2.0,2.0,31.9%,HOU,14,2019
25,Chicago Bears,2,0,0,0,0,0,0,1,2.0,2.0,33.9%,CHI,14,2019
26,Tampa Bay Buccaneers,1,0,1,1,0,0,0,1,2.0,2.0,20.8%,TB,14,2019
27,Detroit Lions,1,0,0,0,0,0,0,1,2.0,2.0,38.6%,DET,14,2019
28,New Orleans Saints,3,1,0,0,0,0,0,1,1.0,1.0,64.0%,NO,14,2019
29,Las Vegas Raiders,0,1,0,0,0,0,0,1,-2.0,-2.0,24.5%,LV,14,2019
30,San Francisco 49ers,0,0,1,2,0,0,0,1,-2.0,-2.0,97.8%,SF,14,2019
31,Carolina Panthers,1,0,0,0,0,0,0,1,-3.0,-3.0,3.0%,CAR,14,2019
32,Jacksonville Jaguars,1,0,0,0,0,0,0,1,-3.0,-3.0,50.2%,JAC,14,2019
