Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Minnesota Vikings,3,3,4,5,1,0,0,1,27.0,27.0,10.9%,MIN,15,2019
2,New England Patriots,0,4,1,0,1,0,0,1,20.0,20.0,13.6%,NE,15,2019
3,Buffalo Bills,4,4,1,3,0,0,0,1,18.0,18.0,61.3%,BUF,15,2019
4,Tampa Bay Buccaneers,2,2,1,1,1,0,0,1,15.0,15.0,20.8%,TB,15,2019
5,Green Bay Packers,3,2,1,1,0,0,0,1,13.0,13.0,26.4%,GB,15,2019
6,Atlanta Falcons,1,0,2,2,1,0,0,1,11.0,11.0,16.7%,ATL,15,2019
7,Kansas City Chiefs,2,1,0,0,0,0,0,1,11.0,11.0,77.7%,KC,15,2019
8,Philadelphia Eagles,1,0,1,1,1,0,0,1,9.0,9.0,51.6%,PHI,15,2019
9,New York Giants,3,0,1,1,0,1,0,1,8.0,8.0,2.4%,NYG,15,2019
10,Baltimore Ravens,1,1,1,1,0,0,0,1,8.0,8.0,86.2%,BAL,15,2019
11,Seattle Seahawks,1,3,0,1,0,0,0,1,7.0,7.0,22.4%,SEA,15,2019
12,Pittsburgh Steelers,1,1,1,2,0,0,0,1,6.0,6.0,75.9%,PIT,15,2019
13,Houston Texans,2,1,0,0,0,0,0,1,6.0,6.0,31.9%,HOU,15,2019
14,New York Jets,1,0,0,0,0,0,1,1,5.0,5.0,82.4%,NYJ,15,2019
15,Jacksonville Jaguars,4,0,0,0,0,0,0,1,5.0,5.0,50.2%,JAC,15,2019
16,Denver Broncos,3,1,0,0,0,0,0,1,5.0,5.0,34.5%,DEN,15,2019
17,Tennessee Titans,1,2,0,1,0,0,0,1,5.0,5.0,3.5%,TEN,15,2019
18,New Orleans Saints,1,0,0,0,0,0,0,1,5.0,5.0,64.0%,NO,15,2019
19,Arizona Cardinals,1,1,1,1,0,0,0,1,5.0,5.0,0.8%,ARI,15,2019
20,Dallas Cowboys,2,1,0,0,0,0,0,1,4.0,4.0,92.7%,DAL,15,2019
21,San Francisco 49ers,2,0,1,0,0,0,0,1,4.0,4.0,97.8%,SF,15,2019
22,Miami Dolphins,1,3,0,0,0,0,0,1,3.0,3.0,69.9%,MIA,15,2019
23,Las Vegas Raiders,2,0,0,0,0,0,0,1,3.0,3.0,24.5%,LV,15,2019
24,Detroit Lions,2,1,0,0,0,0,0,1,3.0,3.0,38.6%,DET,15,2019
25,Carolina Panthers,2,1,0,0,0,0,0,1,3.0,3.0,3.0%,CAR,15,2019
26,Washington Commanders,2,0,1,3,0,0,0,1,3.0,3.0,8.1%,WAS,15,2019
27,Los Angeles Chargers,0,1,0,0,0,0,0,1,1.0,1.0,13.8%,LAC,15,2019
28,Cincinnati Bengals,2,0,0,1,0,0,0,1,1.0,1.0,50.0%,CIN,15,2019
29,Chicago Bears,1,0,0,0,0,0,0,1,1.0,1.0,33.9%,CHI,15,2019
30,Indianapolis Colts,0,0,0,0,0,0,0,1,-1.0,-1.0,26.4%,IND,15,2019
31,Cleveland Browns,0,1,0,0,0,0,0,1,-2.0,-2.0,94.2%,CLE,15,2019
32,Los Angeles Rams,0,0,0,0,0,0,0,1,-4.0,-4.0,21.2%,LAR,15,2019
