Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Atlanta Falcons,5,4,0,0,0,0,1,1,26.0,26.0,16.7%,ATL,11,2019
2,New Orleans Saints,2,4,0,0,1,0,0,1,17.0,17.0,64.0%,NO,11,2019
3,Cleveland Browns,4,4,0,1,0,0,0,1,16.0,16.0,94.2%,CLE,11,2019
4,Baltimore Ravens,7,1,1,1,0,0,0,1,15.0,15.0,86.2%,BAL,11,2019
5,San Francisco 49ers,4,0,2,2,1,0,0,1,14.0,14.0,97.8%,SF,11,2019
6,Las Vegas Raiders,5,1,1,1,0,0,0,1,13.0,13.0,24.5%,LV,11,2019
7,New England Patriots,5,0,1,1,0,0,0,1,11.0,11.0,13.6%,NE,11,2019
8,Kansas City Chiefs,2,4,0,1,0,0,0,1,11.0,11.0,77.7%,KC,11,2019
9,Buffalo Bills,7,0,1,0,0,0,0,1,10.0,10.0,61.3%,BUF,11,2019
10,Indianapolis Colts,2,1,0,0,0,0,0,1,10.0,10.0,26.4%,IND,11,2019
11,Los Angeles Rams,3,1,0,0,0,0,0,1,9.0,9.0,21.2%,LAR,11,2019
12,Denver Broncos,5,0,2,1,0,0,0,1,9.0,9.0,34.5%,DEN,11,2019
13,New York Jets,6,1,0,0,0,0,0,1,9.0,9.0,82.4%,NYJ,11,2019
14,Cincinnati Bengals,3,1,1,1,0,0,0,1,8.0,8.0,50.0%,CIN,11,2019
15,Jacksonville Jaguars,3,1,1,1,0,0,0,1,6.0,6.0,50.2%,JAC,11,2019
16,Arizona Cardinals,2,2,0,0,0,0,0,1,5.0,5.0,0.8%,ARI,11,2019
17,Washington Commanders,2,1,1,1,0,0,0,1,5.0,5.0,8.1%,WAS,11,2019
18,Chicago Bears,0,1,1,3,0,0,0,1,5.0,5.0,33.9%,CHI,11,2019
19,Minnesota Vikings,2,1,0,0,0,0,0,1,4.0,4.0,10.9%,MIN,11,2019
20,Dallas Cowboys,3,0,0,0,0,0,0,1,3.0,3.0,92.7%,DAL,11,2019
21,Los Angeles Chargers,1,1,0,1,0,0,0,1,3.0,3.0,13.8%,LAC,11,2019
22,Philadelphia Eagles,1,0,0,0,0,0,0,1,2.0,2.0,51.6%,PHI,11,2019
23,Carolina Panthers,3,0,0,1,0,0,0,1,2.0,2.0,3.0%,CAR,11,2019
24,Miami Dolphins,0,0,0,2,0,0,1,1,2.0,2.0,69.9%,MIA,11,2019
25,Pittsburgh Steelers,1,0,0,0,0,0,0,1,1.0,1.0,75.9%,PIT,11,2019
26,Tampa Bay Buccaneers,1,0,0,1,0,0,0,1,0.0,0.0,20.8%,TB,11,2019
27,Detroit Lions,1,0,1,1,0,0,0,1,-1.0,-1.0,38.6%,DET,11,2019
28,Houston Texans,0,0,0,0,0,0,0,1,-4.0,-4.0,31.9%,HOU,11,2019
