Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,New Orleans Saints,2,2,1,0,1,0,0,1,18.0,18.0,64.0%,NO,17,2019
2,Baltimore Ravens,2,0,2,2,1,0,0,1,16.0,16.0,86.2%,BAL,17,2019
3,Atlanta Falcons,1,2,1,2,1,0,0,1,14.0,14.0,16.7%,ATL,17,2019
4,Jacksonville Jaguars,3,0,2,2,1,0,0,1,14.0,14.0,50.2%,JAC,17,2019
5,New York Jets,1,2,1,1,0,0,0,1,14.0,14.0,82.4%,NYJ,17,2019
6,Tampa Bay Buccaneers,6,0,1,1,1,0,0,1,14.0,14.0,20.8%,TB,17,2019
7,Kansas City Chiefs,3,2,0,0,0,0,1,1,13.0,13.0,77.7%,KC,17,2019
8,Cincinnati Bengals,6,3,0,1,0,0,0,1,12.0,12.0,50.0%,CIN,17,2019
9,Miami Dolphins,1,1,1,1,1,0,0,1,11.0,11.0,69.9%,MIA,17,2019
10,Los Angeles Rams,1,2,3,1,0,0,0,1,11.0,11.0,21.2%,LAR,17,2019
11,Philadelphia Eagles,4,1,1,2,0,0,0,1,9.0,9.0,51.6%,PHI,17,2019
12,Chicago Bears,0,2,1,0,0,1,0,1,9.0,9.0,33.9%,CHI,17,2019
13,Buffalo Bills,2,1,0,0,0,0,0,1,8.0,8.0,61.3%,BUF,17,2019
14,Dallas Cowboys,2,1,1,1,0,0,0,1,7.0,7.0,92.7%,DAL,17,2019
15,Pittsburgh Steelers,3,1,1,1,0,0,0,1,7.0,7.0,75.9%,PIT,17,2019
16,Tennessee Titans,4,1,0,0,0,0,0,1,7.0,7.0,3.5%,TEN,17,2019
17,Minnesota Vikings,4,0,1,2,0,0,0,1,6.0,6.0,10.9%,MIN,17,2019
18,Las Vegas Raiders,2,0,1,2,0,0,0,1,5.0,5.0,24.5%,LV,17,2019
19,Denver Broncos,2,0,1,1,0,0,0,1,5.0,5.0,34.5%,DEN,17,2019
20,Indianapolis Colts,3,1,0,1,0,0,0,1,4.0,4.0,26.4%,IND,17,2019
21,Green Bay Packers,1,1,0,0,0,0,0,1,4.0,4.0,26.4%,GB,17,2019
22,Detroit Lions,1,1,0,1,0,0,0,1,3.0,3.0,38.6%,DET,17,2019
23,New England Patriots,2,0,0,0,0,0,0,1,2.0,2.0,13.6%,NE,17,2019
24,Seattle Seahawks,2,0,0,1,0,0,0,1,2.0,2.0,22.4%,SEA,17,2019
25,Cleveland Browns,1,1,0,0,0,0,0,1,2.0,2.0,94.2%,CLE,17,2019
26,San Francisco 49ers,1,0,0,1,0,0,0,1,1.0,1.0,97.8%,SF,17,2019
27,Washington Commanders,3,0,1,1,0,0,0,1,1.0,1.0,8.1%,WAS,17,2019
28,Los Angeles Chargers,0,1,0,0,0,0,0,1,1.0,1.0,13.8%,LAC,17,2019
29,New York Giants,1,0,0,0,0,0,0,1,0.0,0.0,2.4%,NYG,17,2019
30,Arizona Cardinals,1,0,0,0,0,0,0,1,0.0,0.0,0.8%,ARI,17,2019
31,Carolina Panthers,1,0,0,0,0,0,0,1,-3.0,-3.0,3.0%,CAR,17,2019
32,Houston Texans,0,0,0,0,0,0,0,1,-4.0,-4.0,31.9%,HOU,17,2019
