Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tyler Conklin,6,10,79,13.2,27,1,2,0,0,0,0,1,25.9,25.9,18.4%,NYJ,8,2022
2,Isaiah Likely,6,7,77,12.8,17,0,1,0,0,0,0,1,19.7,19.7,37.2%,BAL,8,2022
3,Kyle Pitts,5,9,80,16.0,33,3,1,0,0,0,0,1,19.0,19.0,87.8%,ATL,8,2022
4,Evan Engram,4,6,55,13.8,22,1,1,0,0,0,0,1,15.5,15.5,97.0%,JAC,8,2022
5,Zach Ertz,4,5,34,8.5,13,0,1,0,0,0,0,1,13.4,13.4,3.7%,WAS,8,2022
6,Dalton Schultz,6,7,74,12.3,30,2,0,0,0,0,0,1,13.4,13.4,77.7%,HOU,8,2022
7,George Kittle,3,5,39,13.0,23,1,1,0,0,0,0,1,12.9,12.9,97.3%,SF,8,2022
8,Mike Gesicki,3,4,38,12.7,20,1,1,0,0,0,0,1,12.8,12.8,2.3%,CIN,8,2022
9,Greg Dulcich,4,5,87,21.8,38,3,0,0,0,0,0,1,12.7,12.7,4.0%,DEN,8,2022
10,Dallas Goedert,6,6,64,10.7,17,0,0,0,0,0,0,1,12.4,12.4,89.7%,PHI,8,2022
11,T.J. Hockenson,3,4,80,26.7,58,4,0,0,0,0,0,1,11.0,11.0,81.3%,MIN,8,2022
12,Pat Freiermuth,4,7,57,14.3,21,1,0,0,0,0,0,1,9.7,9.7,60.5%,PIT,8,2022
13,Cole Kmet,2,2,11,5.5,10,0,1,0,0,0,0,1,9.1,9.1,72.3%,CHI,8,2022
14,Foster Moreau,6,9,31,5.2,12,0,0,0,0,0,0,1,9.1,9.1,0.1%,NO,8,2022
15,Dawson Knox,2,3,10,5.0,9,0,1,0,0,0,0,1,9.0,9.0,4.7%,BUF,8,2022
16,Tanner Hudson,3,5,58,19.3,27,1,0,0,0,0,0,1,8.8,8.8,2.7%,CIN,8,2022
17,Robert Tonyan,5,6,35,7.0,15,0,0,0,0,0,0,1,8.5,8.5,0.1%,MIN,8,2022
18,Taysom Hill,1,2,11,11.0,11,0,0,10,61,0,0,1,8.3,8.3,36.8%,NO,8,2022
19,Hayden Hurst,4,4,42,10.5,21,1,0,0,0,0,0,1,8.2,8.2,2.3%,LAC,8,2022
20,Jake Ferguson,1,1,1,1.0,1,0,1,0,0,0,0,1,7.1,7.1,89.8%,DAL,8,2022
21,Johnny Mundt,1,1,1,1.0,1,0,1,0,0,0,0,1,7.1,7.1,1.5%,MIN,8,2022
22,Irv Smith Jr.,4,4,28,7.0,11,0,0,0,0,0,0,1,6.8,6.8,1.7%,KC,8,2022
23,Ross Dwelley,1,1,56,56.0,56,4,0,0,0,0,0,1,6.6,6.6,0.0%,ATL,8,2022
24,Mark Andrews,3,5,33,11.0,22,1,0,0,0,0,0,1,6.3,6.3,73.3%,BAL,8,2022
25,O.J. Howard,2,3,24,12.0,24,1,0,0,0,0,0,1,4.4,4.4,0.0%,FA,8,2022
26,Stephen Sullivan,1,2,33,33.0,33,2,0,0,0,0,0,1,4.3,4.3,0.1%,CAR,8,2022
27,Kylen Granson,3,3,11,3.7,15,0,0,0,0,0,0,1,4.1,4.1,0.7%,IND,8,2022
28,Jonnu Smith,3,4,10,3.3,7,0,0,0,0,0,0,1,4.0,4.0,8.1%,MIA,8,2022
29,Noah Fant,2,2,19,9.5,16,0,0,0,0,0,0,1,3.9,3.9,2.0%,SEA,8,2022
30,Brevin Jordan,2,5,19,9.5,16,0,0,0,0,0,0,1,3.9,3.9,5.2%,HOU,8,2022
31,Tommy Tremble,2,4,17,8.5,9,0,0,0,0,0,0,1,3.7,3.7,0.4%,CAR,8,2022
32,C.J. Uzomah,1,1,27,27.0,27,1,0,0,0,0,0,1,3.7,3.7,0.1%,PHI,8,2022
33,Tyler Higbee,2,6,15,7.5,10,0,0,0,0,0,0,1,3.5,3.5,19.7%,LAR,8,2022
