Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Cole Kmet,4,7,74,18.5,50,4,2,0,0,0,0,1,23.4,23.4,72.3%,CHI,10,2022
2,Travis Kelce,6,7,81,13.5,46,3,1,0,0,0,0,1,20.1,20.1,99.9%,KC,10,2022
3,Dalton Schultz,6,8,54,9.0,16,0,1,0,0,0,0,1,17.4,17.4,77.7%,HOU,10,2022
4,Juwan Johnson,5,7,44,8.8,15,0,1,0,0,0,0,1,15.4,15.4,9.8%,NO,10,2022
5,Tyler Higbee,8,8,73,9.1,25,1,0,0,0,0,0,1,15.3,15.3,19.7%,LAR,10,2022
6,Foster Moreau,3,4,43,14.3,21,1,1,0,0,0,0,1,13.3,13.3,0.1%,NO,10,2022
7,T.J. Hockenson,7,10,45,6.4,16,0,0,0,0,0,0,1,11.5,11.5,81.3%,MIN,10,2022
8,Harrison Bryant,3,3,15,5.0,12,0,1,0,0,0,0,1,10.5,10.5,0.1%,LV,10,2022
9,Jordan Akins,3,3,72,24.0,46,3,0,0,0,0,0,1,10.2,10.2,0.1%,CLE,10,2022
10,Noah Gray,2,2,20,10.0,13,0,1,0,0,0,0,1,10.0,10.0,0.9%,KC,10,2022
11,Kylen Granson,4,4,57,14.3,32,2,0,0,0,0,0,1,9.7,9.7,0.7%,IND,10,2022
12,Dawson Knox,4,6,57,14.3,22,1,0,0,0,0,0,1,9.7,9.7,4.7%,BUF,10,2022
13,Dallas Goedert,3,3,23,7.7,15,0,1,0,0,0,1,1,9.3,9.3,89.7%,PHI,10,2022
14,Austin Hooper,5,7,41,8.2,17,0,0,0,0,0,0,1,9.1,9.1,0.4%,NE,10,2022
15,Pat Freiermuth,4,7,36,9.0,12,0,0,0,0,0,0,1,7.6,7.6,60.5%,PIT,10,2022
16,Brock Wright,1,1,2,2.0,2,0,1,0,0,0,0,1,7.2,7.2,0.2%,DET,10,2022
17,Cade Otton,3,3,35,11.7,25,1,0,0,0,0,0,1,6.5,6.5,16.7%,TB,10,2022
18,Noah Fant,3,4,34,11.3,15,0,0,0,0,0,0,1,6.4,6.4,2.0%,SEA,10,2022
19,Tanner Hudson,3,3,24,8.0,16,0,0,0,0,0,0,1,5.4,5.4,2.7%,CIN,10,2022
20,Tre' McKitty,3,6,21,7.0,9,0,0,0,0,0,0,1,5.1,5.1,0.0%,BUF,10,2022
21,Chigoziem Okonkwo,1,2,41,41.0,41,3,0,0,0,0,0,1,5.1,5.1,23.7%,TEN,10,2022
22,Mike Gesicki,2,3,31,15.5,16,0,0,0,0,0,0,1,5.1,5.1,2.3%,CIN,10,2022
23,Kyle Pitts,2,8,28,14.0,18,0,0,0,0,0,0,1,4.8,4.8,87.8%,ATL,10,2022
24,Will Dissly,2,2,28,14.0,15,0,0,0,0,0,0,1,4.8,4.8,0.3%,LAC,10,2022
25,Evan Engram,3,4,14,4.7,7,0,0,0,0,0,0,1,4.4,4.4,97.0%,JAC,10,2022
26,Gerald Everett,2,2,23,11.5,17,0,0,0,0,0,0,1,4.3,4.3,23.5%,CHI,10,2022
27,Adam Trautman,2,3,22,11.0,18,0,0,0,0,0,0,1,4.2,4.2,0.2%,DEN,10,2022
28,Pharaoh Brown,2,5,13,6.5,8,0,0,0,0,0,0,1,3.3,3.3,0.1%,SEA,10,2022
29,Logan Thomas,2,4,12,6.0,9,0,0,0,0,0,0,1,3.2,3.2,19.3%,SF,10,2022
30,George Kittle,1,2,21,21.0,21,1,0,0,0,0,0,1,3.1,3.1,97.3%,SF,10,2022
31,Connor Heyward,2,2,9,4.5,8,0,0,0,0,0,0,1,2.9,2.9,0.2%,PIT,10,2022
32,Eric Saubert,1,1,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,0.0%,SF,10,2022
33,Zach Ertz,1,1,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,3.7%,WAS,10,2022
34,Jack Stoll,1,1,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,NYG,10,2022
35,Brycen Hopkins,1,2,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,FA,10,2022
36,Greg Dulcich,1,4,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,4.0%,DEN,10,2022
37,Robert Tonyan,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.1%,MIN,10,2022
38,Dan Arnold,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,10,2022
39,Cameron Brate,1,2,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,2.0%,FA,10,2022
40,Colby Parkinson,1,3,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.6%,LAR,10,2022
41,Trey McBride,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,90.5%,ARI,10,2022
42,MyCole Pruitt,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,PIT,10,2022
43,James Mitchell,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.1%,DET,10,2022
44,Richard Rodgers,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,FA,10,2022
45,Giovanni Ricci,1,1,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,0.1%,CLE,10,2022
46,Sean McKeon,1,2,1,1.0,1,0,0,0,0,0,0,1,1.1,1.1,0.0%,DET,10,2022
47,Marcedes Lewis,1,1,-1,-1.0,0,0,0,0,0,0,0,1,0.9,0.9,0.1%,CHI,10,2022
48,Taysom Hill,0,0,0,0.0,0,0,0,3,1,0,0,1,0.1,0.1,36.8%,NO,10,2022
49,Mitchell Fraboni,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,DEN,10,2022
50,Parker Hesse,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,DET,10,2022
51,Chris Myarick,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2022
52,Trevon Wesco,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2022
53,Zach Gentry,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,LV,10,2022
54,Jared Pinkney,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2022
55,Lawrence Cager,2,2,9,4.5,9,0,1,0,0,0,0,1,0.0,0.0,0.0%,NYG,10,2022
56,Tommy Tremble,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.4%,CAR,10,2022
57,Peyton Hendershot,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,DAL,10,2022
58,Armani Rogers,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,WAS,10,2022
59,Shane Zylstra,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,DET,10,2022
60,Ryan Griffin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2022
61,O.J. Howard,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2022
62,Durham Smythe,0,0,0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.7%,MIA,10,2022
63,Kevin Rader,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2022
64,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CHI,10,2022
65,Beau Brinkley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,FA,10,2022
66,Andrew DePaola,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIN,10,2022
67,Stephen Anderson,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2022
68,Geoff Swaim,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2022
69,Eric Tomlinson,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,IND,10,2022
70,Jody Fortson Jr.,1,1,6,6.0,6,0,0,0,0,0,1,1,-0.4,-0.4,0.1%,MIA,10,2022
