Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Cade Otton,6,10,28,4.7,10,0,1,0,0,0,0,1,14.8,14.8,16.7%,TB,13,2022
2,Greg Dulcich,6,8,85,14.2,30,3,0,0,0,0,0,1,14.5,14.5,4.0%,DEN,13,2022
3,Noah Fant,4,5,42,10.5,17,0,1,0,0,0,0,1,14.2,14.2,2.0%,SEA,13,2022
4,Evan Engram,5,7,30,6.0,7,0,1,0,0,0,0,1,14.0,14.0,97.0%,JAC,13,2022
5,Taysom Hill,2,3,35,17.5,30,2,1,3,10,0,0,1,13.3,13.3,36.8%,NO,13,2022
6,Cole Kmet,6,7,72,12.0,24,1,0,0,0,0,0,1,13.2,13.2,72.3%,CHI,13,2022
7,Gerald Everett,5,6,80,16.0,19,0,0,0,0,0,0,1,13.0,13.0,23.5%,CHI,13,2022
8,Chigoziem Okonkwo,4,5,68,17.0,41,3,0,0,0,0,0,1,10.8,10.8,23.7%,TEN,13,2022
9,Pat Freiermuth,3,5,76,25.3,57,4,0,0,0,0,0,1,10.6,10.6,60.5%,PIT,13,2022
10,Mark Andrews,4,7,53,13.3,22,1,0,1,1,0,0,1,9.4,9.4,73.3%,BAL,13,2022
11,Connor Heyward,1,1,17,17.0,17,0,1,0,0,0,0,1,8.7,8.7,0.2%,PIT,13,2022
12,Brevin Jordan,4,5,46,11.5,20,1,0,0,0,0,0,1,8.6,8.6,5.2%,HOU,13,2022
13,MyCole Pruitt,1,1,7,7.0,7,0,1,0,0,0,0,1,7.7,7.7,0.0%,PIT,13,2022
14,Travis Kelce,4,6,56,14.0,19,0,0,0,0,0,1,1,7.6,7.6,99.9%,KC,13,2022
15,Daniel Bellinger,5,5,24,4.8,8,0,0,0,0,0,0,1,7.4,7.4,0.8%,NYG,13,2022
16,T.J. Hockenson,4,6,33,8.3,13,0,0,0,0,0,0,1,7.3,7.3,81.3%,MIN,13,2022
17,Jack Stoll,3,3,41,13.7,26,1,0,0,0,0,0,1,7.1,7.1,0.0%,NYG,13,2022
18,Isaiah Likely,4,4,30,7.5,12,0,0,0,0,0,0,1,7.0,7.0,37.2%,BAL,13,2022
19,Kylen Granson,4,6,19,4.8,9,0,0,0,0,0,0,1,5.9,5.9,0.7%,IND,13,2022
20,Dalton Schultz,2,6,33,16.5,22,1,0,0,0,0,0,1,5.3,5.3,77.7%,HOU,13,2022
21,Austin Hooper,3,5,22,7.3,9,0,0,0,0,0,0,1,5.2,5.2,0.4%,NE,13,2022
22,Jordan Akins,3,6,21,7.0,11,0,0,0,0,0,0,1,5.1,5.1,0.1%,CLE,13,2022
23,Logan Thomas,3,4,20,6.7,11,0,0,0,0,0,0,1,5.0,5.0,19.3%,SF,13,2022
24,Adam Trautman,2,3,28,14.0,20,1,0,0,0,0,0,1,4.8,4.8,0.2%,DEN,13,2022
25,Jelani Woods,2,4,28,14.0,27,1,0,0,0,0,0,1,4.8,4.8,1.2%,IND,13,2022
26,Brock Wright,2,2,25,12.5,14,0,0,0,0,0,0,1,4.5,4.5,0.2%,DET,13,2022
27,Anthony Firkser,2,2,24,12.0,15,0,0,0,0,0,0,1,4.4,4.4,0.0%,FA,13,2022
28,George Kittle,2,3,22,11.0,19,0,0,0,0,0,0,1,4.2,4.2,97.3%,SF,13,2022
29,Foster Moreau,1,3,32,32.0,32,2,0,0,0,0,0,1,4.2,4.2,0.1%,NO,13,2022
30,Will Dissly,2,2,22,11.0,19,0,0,0,0,0,0,1,4.2,4.2,0.3%,LAC,13,2022
31,C.J. Uzomah,1,1,31,31.0,31,2,0,0,0,0,0,1,4.1,4.1,0.1%,PHI,13,2022
32,Durham Smythe,2,2,21,10.5,19,0,0,0,0,0,0,1,4.1,4.1,0.7%,MIA,13,2022
33,Tyler Higbee,2,5,14,7.0,9,0,0,0,0,0,0,1,3.4,3.4,19.7%,LAR,13,2022
34,Hunter Henry,2,5,13,6.5,9,0,0,0,0,0,0,1,3.3,3.3,15.3%,NE,13,2022
35,Hayden Hurst,2,3,12,6.0,9,0,0,0,0,0,0,1,3.2,3.2,2.3%,LAC,13,2022
36,Tyler Conklin,2,7,9,4.5,6,0,0,0,0,0,0,1,2.9,2.9,18.4%,NYJ,13,2022
37,Grant Calcaterra,1,1,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.1%,PHI,13,2022
38,Jonnu Smith,2,2,6,3.0,6,0,0,0,0,0,0,1,2.6,2.6,8.1%,MIA,13,2022
39,Parker Hesse,1,1,16,16.0,16,0,0,0,0,0,0,1,2.6,2.6,0.0%,DET,13,2022
40,Noah Gray,1,1,15,15.0,15,0,0,0,0,0,0,1,2.5,2.5,0.9%,KC,13,2022
41,Tyler Kroft,1,1,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,0.0%,FA,13,2022
42,Harrison Bryant,1,1,6,6.0,6,0,0,1,8,0,0,1,2.4,2.4,0.1%,LV,13,2022
43,Mitchell Wilcox,1,1,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,NE,13,2022
