Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Evan Engram,8,12,75,9.4,22,1,0,0,0,0,0,1,15.5,15.5,97.0%,JAC,15,2018
2,Garrett Celek,2,2,61,30.5,41,4,1,0,0,0,0,1,14.1,14.1,0.0%,FA,15,2018
3,Trey Burton,4,7,36,9.0,13,0,1,0,0,0,0,1,13.6,13.6,0.0%,FA,15,2018
4,Travis Kelce,7,9,61,8.7,16,0,0,0,0,0,0,1,13.1,13.1,99.9%,KC,15,2018
5,Chris Manhertz,1,2,50,50.0,50,4,1,0,0,0,0,1,12.0,12.0,0.0%,NYG,15,2018
6,Jeremy Sprinkle,3,3,19,6.3,9,0,1,0,0,0,0,1,10.9,10.9,0.0%,FA,15,2018
7,Gerald Everett,5,7,46,9.2,20,1,0,0,0,0,0,1,9.6,9.6,23.5%,CHI,15,2018
8,Antonio Gates,4,5,54,13.5,22,1,0,0,0,0,0,1,9.4,9.4,0.2%,FA,15,2018
9,Vance McDonald,2,3,13,6.5,8,0,1,0,0,0,0,1,9.3,9.3,0.0%,FA,15,2018
10,Blake Jarwin,4,7,45,11.3,18,0,0,0,0,0,0,1,8.5,8.5,4.0%,FA,15,2018
11,Matt LaCosse,4,6,43,10.8,14,0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,15,2018
12,Chris Herndon IV,3,4,53,17.7,25,1,0,0,0,0,0,1,8.3,8.3,0.0%,FA,15,2018
13,George Kittle,3,8,51,17.0,21,2,0,0,0,0,0,1,8.1,8.1,97.3%,SF,15,2018
14,Darren Waller,1,1,44,44.0,44,3,0,1,21,0,0,1,7.5,7.5,56.5%,FA,15,2018
15,Tyler Conklin,2,3,53,26.5,33,3,0,0,0,0,0,1,7.3,7.3,18.4%,NYJ,15,2018
16,Lee Smith,1,1,1,1.0,1,0,1,0,0,0,0,1,7.1,7.1,0.0%,FA,15,2018
17,Levine Toilolo,4,4,28,7.0,18,0,0,0,0,0,0,1,6.8,6.8,0.0%,FA,15,2018
18,Lance Kendricks,4,4,27,6.8,16,0,0,0,0,0,0,1,6.7,6.7,0.0%,FA,15,2018
19,Jimmy Graham,3,4,32,10.7,13,0,0,0,0,0,0,1,6.2,6.2,0.0%,FA,15,2018
20,David Njoku,3,5,30,10.0,20,1,0,0,0,0,0,1,6.0,6.0,94.0%,CLE,15,2018
21,Adam Shaheen,2,2,39,19.5,23,1,0,0,0,0,0,1,5.9,5.9,0.0%,FA,15,2018
22,Kyle Rudolph,3,3,23,7.7,12,0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,15,2018
23,Dalton Schultz,3,4,23,7.7,8,0,0,0,0,0,0,1,5.3,5.3,77.7%,HOU,15,2018
24,Zach Ertz,3,7,22,7.3,11,0,0,0,0,0,0,1,5.2,5.2,3.7%,WAS,15,2018
25,Ricky Seals-Jones,3,8,22,7.3,9,0,0,0,0,0,0,1,5.2,5.2,0.0%,FA,15,2018
26,Mark Andrews,2,4,31,15.5,17,0,0,0,0,0,0,1,5.1,5.1,73.3%,BAL,15,2018
27,Hayden Hurst,3,3,20,6.7,8,0,0,0,0,0,0,1,5.0,5.0,2.3%,LAC,15,2018
28,Luke Stocker,2,2,27,13.5,15,0,0,0,0,0,0,1,4.7,4.7,0.0%,FA,15,2018
29,Josh Hill,2,3,24,12.0,14,0,0,0,0,0,0,1,4.4,4.4,0.0%,FA,15,2018
30,Mike Gesicki,2,3,23,11.5,14,0,0,0,0,0,0,1,4.3,4.3,2.3%,CIN,15,2018
31,Jared Cook,2,5,23,11.5,13,0,0,0,0,0,0,1,4.3,4.3,0.0%,FA,15,2018
32,Rob Gronkowski,2,5,21,10.5,13,0,0,0,0,0,0,1,4.1,4.1,1.5%,FA,15,2018
33,Brian Parker,2,2,18,9.0,11,0,0,0,0,0,0,1,3.8,3.8,0.0%,FA,15,2018
34,Benjamin Watson,1,2,28,28.0,28,1,0,0,0,0,0,1,3.8,3.8,2.8%,FA,15,2018
35,C.J. Uzomah,1,5,27,27.0,27,1,0,0,0,0,0,1,3.7,3.7,0.1%,PHI,15,2018
36,Vernon Davis,2,3,16,8.0,9,0,0,0,0,0,0,1,3.6,3.6,1.6%,FA,15,2018
37,Jason Croom,1,1,25,25.0,25,1,0,0,0,0,0,1,3.5,3.5,0.0%,FA,15,2018
