Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Austin Hooper,9,10,71,7.9,14,0,1,0,0,0,0,1,22.1,22.1,0.4%,NE,6,2018
2,David Njoku,7,12,55,7.9,22,1,1,0,0,0,0,1,18.5,18.5,94.0%,CLE,6,2018
3,Zach Ertz,7,9,43,6.1,15,0,1,0,0,0,0,1,17.3,17.3,3.7%,WAS,6,2018
4,Eric Ebron,4,7,71,17.8,19,0,1,1,-1,0,0,1,17.0,17.0,0.0%,FA,6,2018
5,O.J. Howard,4,4,62,15.5,21,1,1,0,0,0,0,1,16.2,16.2,0.0%,FA,6,2018
6,Jimmy Graham,5,9,104,20.8,54,5,0,0,0,0,0,1,15.4,15.4,0.0%,FA,6,2018
7,Nick O'Leary,4,4,49,12.3,19,0,1,0,0,0,0,1,14.9,14.9,0.0%,FA,6,2018
8,Vance McDonald,7,8,68,9.7,26,1,0,0,0,0,0,1,13.8,13.8,0.0%,FA,6,2018
9,Vernon Davis,3,3,48,16.0,22,2,1,0,0,0,0,1,13.8,13.8,1.6%,FA,6,2018
10,Chris Herndon IV,2,2,56,28.0,32,3,1,0,0,0,0,1,13.6,13.6,0.0%,FA,6,2018
11,Rob Gronkowski,3,4,97,32.3,42,5,0,0,0,0,0,1,12.7,12.7,1.5%,FA,6,2018
12,Trey Burton,4,4,23,5.8,9,0,1,0,0,0,0,1,12.3,12.3,0.0%,FA,6,2018
13,Ricky Seals-Jones,5,6,69,13.8,40,3,0,0,0,0,0,1,11.9,11.9,0.0%,FA,6,2018
14,C.J. Uzomah,6,7,54,9.0,13,0,0,0,0,0,0,1,11.4,11.4,0.1%,PHI,6,2018
15,Travis Kelce,5,9,61,12.2,17,0,0,0,0,0,0,1,11.1,11.1,99.9%,KC,6,2018
16,Greg Olsen,4,7,48,12.0,18,0,0,0,0,0,0,1,8.8,8.8,7.0%,FA,6,2018
17,Jordan Reed,5,9,36,7.2,10,0,0,0,0,0,0,1,8.6,8.6,19.0%,FA,6,2018
18,Cameron Brate,1,1,15,15.0,15,0,1,0,0,0,0,1,8.5,8.5,2.0%,FA,6,2018
19,Kyle Rudolph,4,5,37,9.3,17,0,0,0,0,0,0,1,7.7,7.7,0.0%,FA,6,2018
20,Jesse James,5,7,26,5.2,9,0,0,0,0,0,0,1,7.6,7.6,0.0%,FA,6,2018
21,Erik Swoope,1,2,2,2.0,2,0,1,0,0,0,0,1,7.2,7.2,0.0%,FA,6,2018
22,George Kittle,4,6,30,7.5,11,0,0,0,0,0,0,1,7.0,7.0,97.3%,SF,6,2018
23,Charles Clay,4,5,20,5.0,10,0,0,0,0,0,0,1,6.0,6.0,0.0%,FA,6,2018
24,James O'Shaughnessy,3,4,29,9.7,17,0,0,0,0,0,0,1,5.9,5.9,0.0%,FA,6,2018
25,Lance Kendricks,2,4,37,18.5,22,1,0,0,0,0,0,1,5.7,5.7,0.0%,FA,6,2018
26,Xavier Grimble,2,2,35,17.5,22,1,0,0,0,0,0,1,5.5,5.5,0.0%,FA,6,2018
27,Jeff Heuerman,3,5,23,7.7,11,0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,6,2018
28,Anthony Firkser,2,2,25,12.5,18,0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,6,2018
29,Mo Alie-Cox,1,2,34,34.0,34,2,0,0,0,0,0,1,4.4,4.4,0.1%,IND,6,2018
