Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Blake Jarwin,7,8,119,17.0,39,4,3,0,0,0,0,1,36.9,36.9,4.0%,FA,17,2018
2,George Kittle,9,14,149,16.6,43,5,1,0,0,0,0,1,29.9,29.9,97.3%,SF,17,2018
3,Evan Engram,5,8,81,16.2,51,4,1,0,0,0,0,1,21.1,21.1,97.0%,JAC,17,2018
4,Ian Thomas,5,7,61,12.2,31,2,1,0,0,0,0,1,17.1,17.1,0.1%,CAR,17,2018
5,Eric Ebron,4,6,60,15.0,22,1,1,0,0,0,0,1,16.0,16.0,0.0%,FA,17,2018
6,Levine Toilolo,4,4,43,10.8,16,0,1,0,0,0,0,1,14.3,14.3,0.0%,FA,17,2018
7,Austin Hooper,5,6,67,13.4,20,1,0,0,0,0,0,1,11.7,11.7,0.4%,NE,17,2018
8,Travis Kelce,5,9,62,12.4,25,1,0,0,0,0,0,1,11.2,11.2,99.9%,KC,17,2018
9,Mark Andrews,4,5,54,13.5,28,1,0,0,0,0,0,1,9.4,9.4,73.3%,BAL,17,2018
10,Luke Stocker,1,2,22,22.0,22,1,1,0,0,0,0,1,9.2,9.2,0.0%,FA,17,2018
11,David Njoku,3,7,62,20.7,42,3,0,0,0,0,0,1,9.2,9.2,94.0%,CLE,17,2018
12,Trey Burton,5,6,33,6.6,9,0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,17,2018
13,Matt LaCosse,5,8,33,6.6,12,0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,17,2018
14,Vance McDonald,3,6,39,13.0,22,1,0,0,0,0,0,1,6.9,6.9,0.0%,FA,17,2018
15,Hayden Hurst,2,4,43,21.5,32,2,0,0,0,0,0,1,6.3,6.3,2.3%,LAC,17,2018
16,Cameron Brate,2,4,39,19.5,21,1,0,0,0,0,0,1,5.9,5.9,2.0%,FA,17,2018
17,Kyle Rudolph,4,5,19,4.8,9,0,0,0,0,0,0,1,5.9,5.9,0.0%,FA,17,2018
18,Jared Cook,3,5,28,9.3,13,0,0,0,0,0,0,1,5.8,5.8,0.0%,FA,17,2018
19,Dallas Goedert,3,3,27,9.0,25,1,0,0,0,0,0,1,5.7,5.7,89.7%,PHI,17,2018
20,James O'Shaughnessy,3,4,25,8.3,10,0,0,0,0,0,0,1,5.5,5.5,0.0%,FA,17,2018
21,Darren Waller,3,3,23,7.7,11,0,0,0,0,0,0,1,5.3,5.3,56.5%,FA,17,2018
22,Jason Croom,2,4,32,16.0,26,1,0,0,0,0,0,1,5.2,5.2,0.0%,FA,17,2018
23,Jimmy Graham,3,5,21,7.0,16,0,0,0,0,0,0,1,5.1,5.1,0.0%,FA,17,2018
24,John Phillips,2,2,29,14.5,24,1,0,0,0,0,0,1,4.9,4.9,0.0%,FA,17,2018
25,Benjamin Watson,2,3,29,14.5,18,0,0,0,0,0,0,1,4.9,4.9,2.8%,FA,17,2018
26,Tyler Higbee,1,1,36,36.0,36,2,0,0,0,0,0,1,4.6,4.6,19.7%,LAR,17,2018
27,MyCole Pruitt,2,2,26,13.0,17,0,0,0,0,0,0,1,4.6,4.6,0.0%,PIT,17,2018
28,Zach Ertz,3,4,15,5.0,7,0,0,0,0,0,0,1,4.5,4.5,3.7%,WAS,17,2018
29,Durham Smythe,3,4,14,4.7,5,0,0,0,0,0,0,1,4.4,4.4,0.7%,MIA,17,2018
30,Rob Gronkowski,2,2,24,12.0,14,0,0,0,0,0,0,1,4.4,4.4,1.5%,FA,17,2018
31,Nick Vannett,2,3,17,8.5,11,0,0,0,0,0,0,1,3.7,3.7,0.0%,TEN,17,2018
32,Scott Simonson,2,2,14,7.0,9,0,0,0,0,0,0,1,3.4,3.4,0.0%,FA,17,2018
33,Mo Alie-Cox,1,1,21,21.0,21,1,0,0,0,0,0,1,3.1,3.1,0.1%,IND,17,2018
34,Logan Paulsen,1,1,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.0%,FA,17,2018
35,Mike Gesicki,1,2,18,18.0,18,0,0,0,0,0,0,1,2.8,2.8,2.3%,CIN,17,2018
36,Dalton Schultz,1,2,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,77.7%,HOU,17,2018
37,Xavier Grimble,1,1,16,16.0,16,0,0,0,0,0,0,1,2.6,2.6,0.0%,FA,17,2018
38,Matt Flanagan,1,1,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,0.0%,FA,17,2018
39,Ryan Griffin,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,17,2018
40,Chris Herndon IV,1,3,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,17,2018
41,Anthony Firkser,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,17,2018
42,Robert Tonyan,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.1%,MIN,17,2018
43,Jordan Leggett,1,4,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,17,2018
44,C.J. Uzomah,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.1%,PHI,17,2018
45,Jordan Thomas,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,FA,17,2018
46,Ross Dwelley,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,ATL,17,2018
47,Johnny Mundt,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,1.5%,MIN,17,2018
48,Darren Fells,1,1,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,0.0%,FA,17,2018
49,Blake Bell,1,1,0,0.0,0,0,0,0,0,0,0,1,1.0,1.0,0.0%,FA,17,2018
