Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Travis Kelce,12,13,168,14.0,28,4,2,0,0,0,1,1,38.8,38.8,99.9%,KC,13,2018
2,Jared Cook,7,8,100,14.3,29,3,1,0,0,0,0,1,23.0,23.0,0.0%,FA,13,2018
3,Zach Ertz,9,10,83,9.2,20,1,0,0,0,0,0,1,17.3,17.3,3.7%,WAS,13,2018
4,Austin Hooper,5,5,44,8.8,17,0,1,0,0,0,0,1,15.4,15.4,0.4%,NE,13,2018
5,Eric Ebron,10,16,81,8.1,20,1,0,1,-9,0,1,1,15.2,15.2,0.0%,FA,13,2018
6,Anthony Firkser,3,3,42,14.0,25,1,1,0,0,0,0,1,13.2,13.2,0.0%,FA,13,2018
7,George Kittle,6,9,70,11.7,28,1,0,0,0,0,0,1,13.0,13.0,97.3%,SF,13,2018
8,Jimmy Graham,8,11,50,6.3,10,0,0,0,0,0,0,1,13.0,13.0,0.0%,FA,13,2018
9,Levine Toilolo,4,6,90,22.5,39,3,0,0,0,0,0,1,13.0,13.0,0.0%,FA,13,2018
10,Demetrius Harris,3,6,39,13.0,16,0,1,0,0,0,0,1,12.9,12.9,0.0%,FA,13,2018
11,Jordan Thomas,3,3,32,10.7,15,0,1,0,0,0,0,1,12.2,12.2,0.0%,FA,13,2018
12,Ian Thomas,5,5,46,9.2,20,1,0,0,0,0,0,1,9.6,9.6,0.1%,CAR,13,2018
13,Adam Shaheen,2,2,5,2.5,3,0,1,0,0,0,0,1,8.5,8.5,0.0%,FA,13,2018
14,C.J. Uzomah,5,6,33,6.6,20,1,0,0,0,0,0,1,8.3,8.3,0.1%,PHI,13,2018
15,Rhett Ellison,4,6,42,10.5,15,0,0,0,0,0,0,1,8.2,8.2,0.0%,FA,13,2018
16,Mark Andrews,3,3,47,15.7,21,1,0,0,0,0,0,1,7.7,7.7,73.3%,BAL,13,2018
17,Lee Smith,1,1,1,1.0,1,0,1,0,0,0,0,1,7.1,7.1,0.0%,FA,13,2018
18,Vance McDonald,4,7,28,7.0,10,0,0,0,0,0,0,1,6.8,6.8,0.0%,FA,13,2018
19,Kyle Rudolph,3,3,38,12.7,23,1,0,0,0,0,0,1,6.8,6.8,0.0%,FA,13,2018
20,Cameron Brate,3,6,36,12.0,18,0,0,0,0,0,0,1,6.6,6.6,2.0%,FA,13,2018
21,Jordan Reed,4,5,21,5.3,7,0,0,0,0,0,0,1,6.1,6.1,19.0%,FA,13,2018
22,Rob Gronkowski,3,4,26,8.7,15,0,0,0,0,0,0,1,5.6,5.6,1.5%,FA,13,2018
23,Chris Herndon IV,2,6,31,15.5,20,1,0,0,0,0,0,1,5.1,5.1,0.0%,FA,13,2018
24,Jonnu Smith,2,3,29,14.5,18,0,0,0,0,0,0,1,4.9,4.9,8.1%,MIA,13,2018
25,Scott Simonson,2,3,25,12.5,15,0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,13,2018
26,Dan Arnold,2,2,20,10.0,15,0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,13,2018
27,Tyler Higbee,2,4,19,9.5,16,0,0,0,0,0,0,1,3.9,3.9,19.7%,LAR,13,2018
28,James O'Shaughnessy,2,2,19,9.5,14,0,0,0,0,0,0,1,3.9,3.9,0.0%,FA,13,2018
29,Jordan Leggett,2,2,18,9.0,10,0,0,0,0,0,0,1,3.8,3.8,0.0%,FA,13,2018
30,David Njoku,3,6,8,2.7,9,0,0,0,0,0,0,1,3.8,3.8,94.0%,CLE,13,2018
31,Vernon Davis,2,2,15,7.5,9,0,0,0,0,0,0,1,3.5,3.5,1.6%,FA,13,2018
32,Seth DeValve,1,2,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.0%,FA,13,2018
33,Greg Olsen,1,1,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,7.0%,FA,13,2018
34,Jordan Akins,1,1,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.1%,CLE,13,2018
35,Ryan Griffin,1,1,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,0.0%,FA,13,2018
36,Blake Jarwin,1,1,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,4.0%,FA,13,2018
37,Ricky Seals-Jones,1,3,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,0.0%,FA,13,2018
38,Antonio Gates,0,1,0,0.0,0,0,0,0,0,0,0,1,2.0,2.0,0.2%,FA,13,2018
39,Charles Clay,1,2,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,FA,13,2018
40,Matt Lengel,1,2,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,FA,13,2018
41,Nick O'Leary,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,FA,13,2018
42,Luke Willson,1,2,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,13,2018
43,Dalton Schultz,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,77.7%,HOU,13,2018
44,Gerald Everett,1,3,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,23.5%,CHI,13,2018
45,Nick Boyle,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,13,2018
46,Jesse James,1,3,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,13,2018
47,Robert Tonyan,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.1%,MIN,13,2018
48,MyCole Pruitt,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,PIT,13,2018
49,Erik Swoope,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,FA,13,2018
50,Nick Vannett,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,TEN,13,2018
51,Alan Cross,1,1,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,0.0%,FA,13,2018
52,Orson Charles,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2018
53,Derek Carrier,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2018
54,Garrett Celek,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2018
55,Logan Paulsen,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2018
56,Lance Kendricks,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2018
57,Luke Stocker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2018
58,Virgil Green,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2018
59,Trey Burton,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2018
60,Richard Rodgers,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2018
61,Xavier Grimble,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2018
