Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Atlanta Falcons,5,1,4,4,1,0,0,1,28.0,28.0,16.7%,ATL,12,2020
2,Carolina Panthers,2,0,3,2,2,0,0,1,19.0,19.0,3.0%,CAR,12,2020
3,San Francisco 49ers,2,2,2,2,1,0,0,1,17.0,17.0,97.8%,SF,12,2020
4,Houston Texans,4,1,2,3,1,0,0,1,16.0,16.0,31.9%,HOU,12,2020
5,Washington Commanders,4,1,1,1,1,0,0,1,15.0,15.0,8.1%,WAS,12,2020
6,Green Bay Packers,3,2,1,1,1,0,0,1,15.0,15.0,26.4%,GB,12,2020
7,Los Angeles Rams,2,1,2,3,1,0,0,1,15.0,15.0,21.2%,LAR,12,2020
8,Pittsburgh Steelers,3,1,1,0,1,0,0,1,14.0,14.0,75.9%,PIT,12,2020
9,New Orleans Saints,1,2,1,0,0,0,0,1,14.0,14.0,64.0%,NO,12,2020
10,Miami Dolphins,3,2,0,0,0,0,0,1,14.0,14.0,69.9%,MIA,12,2020
11,Tennessee Titans,2,1,0,0,0,0,1,1,10.0,10.0,3.5%,TEN,12,2020
12,New York Jets,4,0,2,4,0,0,0,1,9.0,9.0,82.4%,NYJ,12,2020
13,Cincinnati Bengals,0,0,1,1,0,0,1,1,9.0,9.0,50.0%,CIN,12,2020
14,Seattle Seahawks,6,1,0,0,0,0,0,1,9.0,9.0,22.4%,SEA,12,2020
15,Los Angeles Chargers,3,1,2,1,0,0,0,1,9.0,9.0,13.8%,LAC,12,2020
16,New York Giants,2,1,2,2,0,0,0,1,9.0,9.0,2.4%,NYG,12,2020
17,Baltimore Ravens,0,1,1,2,0,0,0,1,8.0,8.0,86.2%,BAL,12,2020
18,Arizona Cardinals,3,2,0,0,0,0,0,1,8.0,8.0,0.8%,ARI,12,2020
19,Buffalo Bills,3,1,0,1,0,0,0,1,6.0,6.0,61.3%,BUF,12,2020
20,New England Patriots,2,1,0,0,0,0,0,1,5.0,5.0,13.6%,NE,12,2020
21,Minnesota Vikings,0,1,0,0,0,0,0,1,5.0,5.0,10.9%,MIN,12,2020
22,Kansas City Chiefs,1,2,0,0,0,0,0,1,5.0,5.0,77.7%,KC,12,2020
23,Denver Broncos,3,1,0,2,0,0,0,1,4.0,4.0,34.5%,DEN,12,2020
24,Jacksonville Jaguars,2,0,1,1,0,0,0,1,4.0,4.0,50.2%,JAC,12,2020
25,Tampa Bay Buccaneers,2,0,1,1,0,0,0,1,4.0,4.0,20.8%,TB,12,2020
26,Philadelphia Eagles,2,0,0,0,0,0,0,1,2.0,2.0,51.6%,PHI,12,2020
27,Dallas Cowboys,3,1,0,0,0,0,0,1,1.0,1.0,92.7%,DAL,12,2020
28,Cleveland Browns,0,0,0,1,0,0,0,1,0.0,0.0,94.2%,CLE,12,2020
29,Detroit Lions,2,0,1,1,0,0,0,1,0.0,0.0,38.6%,DET,12,2020
30,Las Vegas Raiders,1,1,0,0,0,0,0,1,-1.0,-1.0,24.5%,LV,12,2020
31,Indianapolis Colts,1,0,0,0,0,0,0,1,-3.0,-3.0,26.4%,IND,12,2020
32,Chicago Bears,0,0,0,0,0,0,0,1,-4.0,-4.0,33.9%,CHI,12,2020
