Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Las Vegas Raiders,2,4,1,2,0,0,0,1,16.0,16.0,24.5%,LV,10,2020
2,New Orleans Saints,2,2,2,0,0,0,0,1,14.0,14.0,64.0%,NO,10,2020
3,Los Angeles Rams,6,2,1,0,0,0,0,1,13.0,13.0,21.2%,LAR,10,2020
4,Chicago Bears,1,1,1,2,0,0,1,1,12.0,12.0,33.9%,CHI,10,2020
5,Pittsburgh Steelers,4,0,2,1,0,0,0,1,12.0,12.0,75.9%,PIT,10,2020
6,Jacksonville Jaguars,1,1,1,2,0,0,1,1,11.0,11.0,50.2%,JAC,10,2020
7,Minnesota Vikings,2,1,1,0,0,0,0,1,10.0,10.0,10.9%,MIN,10,2020
8,Indianapolis Colts,1,0,0,0,0,0,1,1,10.0,10.0,26.4%,IND,10,2020
9,San Francisco 49ers,3,0,2,1,0,0,0,1,7.0,7.0,97.8%,SF,10,2020
10,Green Bay Packers,3,1,0,0,0,0,0,1,6.0,6.0,26.4%,GB,10,2020
11,Miami Dolphins,2,1,0,0,0,0,0,1,6.0,6.0,69.9%,MIA,10,2020
12,Cleveland Browns,2,0,0,0,0,0,0,1,6.0,6.0,94.2%,CLE,10,2020
13,Buffalo Bills,3,1,1,1,0,0,0,1,6.0,6.0,61.3%,BUF,10,2020
14,Houston Texans,1,0,0,0,0,0,0,1,5.0,5.0,31.9%,HOU,10,2020
15,Seattle Seahawks,3,0,1,1,0,0,0,1,5.0,5.0,22.4%,SEA,10,2020
16,Tampa Bay Buccaneers,3,1,0,0,0,0,0,1,5.0,5.0,20.8%,TB,10,2020
17,New England Patriots,2,1,0,0,0,0,0,1,5.0,5.0,13.6%,NE,10,2020
18,New York Giants,3,0,0,0,0,0,0,1,4.0,4.0,2.4%,NYG,10,2020
19,Detroit Lions,2,0,1,2,0,0,0,1,4.0,4.0,38.6%,DET,10,2020
20,Philadelphia Eagles,3,0,0,0,0,0,0,1,3.0,3.0,51.6%,PHI,10,2020
21,Arizona Cardinals,0,2,0,0,0,0,0,1,3.0,3.0,0.8%,ARI,10,2020
22,Los Angeles Chargers,0,0,1,0,0,0,0,1,1.0,1.0,13.8%,LAC,10,2020
23,Carolina Panthers,1,0,1,1,0,0,0,1,1.0,1.0,3.0%,CAR,10,2020
24,Baltimore Ravens,1,0,0,0,0,0,0,1,1.0,1.0,86.2%,BAL,10,2020
25,Tennessee Titans,1,0,0,0,0,0,0,1,0.0,0.0,3.5%,TEN,10,2020
26,Washington Commanders,1,0,0,0,0,0,0,1,0.0,0.0,8.1%,WAS,10,2020
27,Denver Broncos,0,0,0,0,0,0,0,1,-4.0,-4.0,34.5%,DEN,10,2020
28,Cincinnati Bengals,0,0,0,0,0,0,0,1,-4.0,-4.0,50.0%,CIN,10,2020
