Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,New England Patriots,3,2,0,0,0,0,2,1,31.0,31.0,13.6%,NE,13,2020
2,Miami Dolphins,6,2,0,0,0,0,0,1,14.0,14.0,69.9%,MIA,13,2020
3,Jacksonville Jaguars,4,1,1,0,1,0,0,1,14.0,14.0,50.2%,JAC,13,2020
4,Minnesota Vikings,2,2,2,2,0,1,0,1,13.0,13.0,10.9%,MIN,13,2020
5,New York Giants,5,1,1,2,0,0,0,1,13.0,13.0,2.4%,NYG,13,2020
6,Indianapolis Colts,5,1,1,1,0,1,0,1,12.0,12.0,26.4%,IND,13,2020
7,Los Angeles Rams,2,1,1,1,1,0,0,1,11.0,11.0,21.2%,LAR,13,2020
8,Green Bay Packers,7,1,0,0,0,0,0,1,10.0,10.0,26.4%,GB,13,2020
9,Seattle Seahawks,2,1,0,0,0,1,0,1,9.0,9.0,22.4%,SEA,13,2020
10,Las Vegas Raiders,3,1,2,2,0,0,0,1,8.0,8.0,24.5%,LV,13,2020
11,Philadelphia Eagles,2,0,0,0,0,0,1,1,7.0,7.0,51.6%,PHI,13,2020
12,New Orleans Saints,3,0,1,1,0,0,0,1,6.0,6.0,64.0%,NO,13,2020
13,New York Jets,2,1,1,2,0,0,0,1,5.0,5.0,82.4%,NYJ,13,2020
14,Cleveland Browns,3,1,2,3,0,0,0,1,5.0,5.0,94.2%,CLE,13,2020
15,Kansas City Chiefs,0,2,0,0,0,0,0,1,5.0,5.0,77.7%,KC,13,2020
16,Detroit Lions,2,0,1,1,0,0,0,1,5.0,5.0,38.6%,DET,13,2020
17,Atlanta Falcons,2,0,1,2,0,0,0,1,4.0,4.0,16.7%,ATL,13,2020
18,Buffalo Bills,0,2,0,0,0,0,0,1,4.0,4.0,61.3%,BUF,13,2020
19,Baltimore Ravens,1,1,0,0,0,0,0,1,4.0,4.0,86.2%,BAL,13,2020
20,Pittsburgh Steelers,3,0,0,1,0,0,0,1,3.0,3.0,75.9%,PIT,13,2020
21,Washington Commanders,0,1,0,0,0,0,0,1,3.0,3.0,8.1%,WAS,13,2020
22,Houston Texans,3,0,0,0,0,0,0,1,3.0,3.0,31.9%,HOU,13,2020
23,Cincinnati Bengals,0,0,1,1,0,0,0,1,3.0,3.0,50.0%,CIN,13,2020
24,Chicago Bears,2,1,0,0,0,0,0,1,3.0,3.0,33.9%,CHI,13,2020
25,San Francisco 49ers,1,0,1,1,0,0,0,1,2.0,2.0,97.8%,SF,13,2020
26,Arizona Cardinals,1,0,1,0,0,0,0,1,2.0,2.0,0.8%,ARI,13,2020
27,Denver Broncos,1,0,0,0,0,0,0,1,1.0,1.0,34.5%,DEN,13,2020
28,Dallas Cowboys,0,1,0,0,0,0,0,1,1.0,1.0,92.7%,DAL,13,2020
29,Tennessee Titans,0,0,1,1,1,0,0,1,-2.0,-2.0,3.5%,TEN,13,2020
30,Los Angeles Chargers,1,0,0,1,0,0,0,1,-3.0,-3.0,13.8%,LAC,13,2020
