Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Ja'Marr Chase,15,19,192,12.8,63,4,3,0,0,0,0,1,52.2,52.2,99.4%,CIN,5,2023
2,DJ Moore,8,10,230,28.8,58,13,3,0,0,0,0,1,49.0,49.0,97.7%,CHI,5,2023
3,Tyreek Hill,8,9,181,22.6,69,8,1,0,0,0,0,1,32.1,32.1,100.0%,MIA,5,2023
4,Adam Thielen,11,13,107,9.7,30,2,1,0,0,0,0,1,27.7,27.7,76.1%,CAR,5,2023
5,George Pickens,6,10,130,21.7,41,6,1,1,16,0,0,1,26.6,26.6,86.9%,PIT,5,2023
6,Stefon Diggs,8,11,121,15.1,48,3,1,0,0,0,1,1,24.1,24.1,99.7%,HOU,5,2023
7,Gabe Davis,6,8,100,16.7,29,2,1,0,0,0,0,1,22.0,22.0,54.7%,JAC,5,2023
8,DeAndre Hopkins,8,11,140,17.5,36,4,0,0,0,0,0,1,22.0,22.0,92.5%,TEN,5,2023
9,Calvin Ridley,7,8,122,17.4,32,3,0,2,14,0,0,1,20.6,20.6,95.3%,TEN,5,2023
10,Jakobi Meyers,7,10,75,10.7,18,0,1,1,0,0,0,1,20.5,20.5,75.5%,LV,5,2023
11,Puka Nacua,7,11,71,10.1,22,1,1,0,0,0,0,1,20.1,20.1,96.9%,LAR,5,2023
12,Cooper Kupp,8,12,118,14.8,39,2,0,0,0,0,0,1,19.8,19.8,97.9%,LAR,5,2023
13,A.J. Brown,6,8,127,21.2,38,5,0,0,0,0,0,1,18.7,18.7,99.9%,PHI,5,2023
14,Curtis Samuel,6,7,65,10.8,25,1,1,0,0,0,0,1,18.5,18.5,48.9%,BUF,5,2023
15,Jordan Addison,6,9,64,10.7,16,0,1,0,0,0,0,1,18.4,18.4,88.6%,MIN,5,2023
16,Josh Reynolds,4,5,76,19.0,27,3,1,0,0,0,0,1,17.6,17.6,7.4%,DEN,5,2023
17,Hollywood Brown,4,10,61,15.3,25,1,1,0,0,0,0,1,16.1,16.1,79.0%,KC,5,2023
18,Josh Downs,6,6,97,16.2,38,3,0,0,0,0,0,1,15.7,15.7,27.0%,IND,5,2023
19,Drake London,6,9,78,13.0,32,3,0,0,0,0,0,1,14.7,14.7,93.0%,ATL,5,2023
20,Jaylen Waddle,5,10,35,7.0,20,1,1,0,0,0,0,1,14.5,14.5,96.3%,MIA,5,2023
21,Christian Kirk,6,8,78,13.0,30,3,0,1,6,0,0,1,14.4,14.4,70.5%,JAC,5,2023
22,Trenton Irwin,8,10,60,7.5,13,0,0,0,0,0,0,1,14.0,14.0,0.6%,CIN,5,2023
23,Rashee Rice,4,5,33,8.3,13,0,1,0,0,0,0,1,13.3,13.3,89.7%,KC,5,2023
24,DJ Chark Jr.,3,6,42,14.0,18,0,1,0,0,0,0,1,13.2,13.2,4.6%,LAC,5,2023
25,Zay Flowers,5,11,73,14.6,29,2,0,0,0,0,0,1,12.3,12.3,92.0%,BAL,5,2023
26,Christian Watson,3,7,91,30.3,77,4,0,1,-5,0,0,1,11.6,11.6,74.8%,GB,5,2023
27,Deebo Samuel Sr.,3,3,55,18.3,42,3,0,5,30,0,0,1,11.5,11.5,98.8%,SF,5,2023
28,Zay Jones,3,5,23,7.7,10,0,1,0,0,0,0,1,11.3,11.3,17.3%,ARI,5,2023
29,Jerry Jeudy,6,7,50,8.3,23,2,0,0,0,0,0,1,11.0,11.0,62.0%,CLE,5,2023
30,Rondale Moore,3,5,26,8.7,19,0,0,3,50,0,0,1,10.6,10.6,5.3%,ATL,5,2023
31,Michael Thomas,4,7,65,16.3,26,1,0,0,0,0,0,1,10.5,10.5,17.2%,FA,5,2023
32,Nelson Agholor,4,5,64,16.0,30,2,0,0,0,0,0,1,10.4,10.4,0.9%,BAL,5,2023
33,Michael Pittman Jr.,5,7,52,10.4,27,1,0,0,0,0,0,1,10.2,10.2,97.2%,IND,5,2023
34,Tyler Boyd,6,7,39,6.5,14,0,0,0,0,0,0,1,9.9,9.9,28.0%,TEN,5,2023
35,K.J. Osborn,5,9,49,9.8,27,1,0,0,0,0,0,1,9.9,9.9,15.4%,NE,5,2023
36,Brandon Aiyuk,4,7,58,14.5,23,1,0,0,0,0,0,1,9.8,9.8,98.2%,SF,5,2023
37,Jonathan Mingo,5,7,48,9.6,13,0,0,0,0,0,0,1,9.8,9.8,7.1%,CAR,5,2023
38,KaVontae Turpin,1,1,26,26.0,26,1,1,0,0,0,0,1,9.6,9.6,0.8%,DAL,5,2023
39,Cedrick Wilson Jr.,4,4,52,13.0,23,1,0,0,0,0,0,1,9.2,9.2,1.1%,NO,5,2023
40,Brandon Powell,4,6,43,10.8,26,1,0,1,9,0,0,1,9.2,9.2,0.7%,MIN,5,2023
41,Chris Olave,2,5,12,6.0,7,0,1,0,0,0,0,1,9.2,9.2,98.8%,NO,5,2023
42,Tutu Atwell,2,5,9,4.5,6,0,1,0,0,0,0,1,8.9,8.9,9.4%,LAR,5,2023
43,CeeDee Lamb,4,5,49,12.3,29,1,0,0,0,0,0,1,8.9,8.9,100.0%,DAL,5,2023
44,Terry McLaurin,4,5,49,12.3,32,2,0,0,0,0,0,1,8.9,8.9,90.2%,WAS,5,2023
45,Davante Adams,4,4,45,11.3,21,1,0,0,0,0,0,1,8.5,8.5,99.9%,LV,5,2023
46,Garrett Wilson,3,7,54,18.0,32,2,0,0,0,0,0,1,8.4,8.4,97.7%,NYJ,5,2023
47,Tank Dell,3,4,57,19.0,29,2,0,2,-4,0,0,1,8.3,8.3,60.1%,HOU,5,2023
48,Deonte Harty,2,2,62,31.0,43,3,0,0,0,0,0,1,8.2,8.2,0.1%,BAL,5,2023
49,Allen Robinson II,5,9,29,5.8,10,0,0,0,0,0,0,1,7.9,7.9,0.6%,NYG,5,2023
50,Kadarius Toney,5,6,26,5.2,9,0,0,1,1,0,0,1,7.7,7.7,6.0%,KC,5,2023
51,Justin Watson,2,3,56,28.0,33,3,0,0,0,0,0,1,7.6,7.6,1.8%,KC,5,2023
52,Kalif Raymond,3,3,45,15.0,23,1,0,0,0,0,0,1,7.5,7.5,1.3%,DET,5,2023
53,Wan'Dale Robinson,5,6,18,3.6,7,0,0,1,1,0,0,1,6.9,6.9,10.1%,NYG,5,2023
54,Nico Collins,3,4,39,13.0,25,1,0,0,0,0,0,1,6.9,6.9,95.6%,HOU,5,2023
55,Kendrick Bourne,2,5,43,21.5,28,1,0,0,0,0,0,1,6.3,6.3,4.7%,NE,5,2023
56,Allen Lazard,3,4,33,11.0,12,0,0,0,0,0,0,1,6.3,6.3,4.8%,NYJ,5,2023
57,Jahan Dotson,3,5,30,10.0,14,0,0,0,0,0,0,1,6.0,6.0,30.6%,WAS,5,2023
58,Robert Woods,3,9,30,10.0,13,0,0,0,0,0,0,1,6.0,6.0,2.7%,HOU,5,2023
59,Justin Jefferson,3,6,28,9.3,14,0,0,0,0,0,0,1,5.8,5.8,100.0%,MIN,5,2023
60,Darius Slayton,2,4,35,17.5,20,1,0,0,0,0,0,1,5.5,5.5,2.7%,NYG,5,2023
61,Mack Hollins,2,2,29,14.5,19,0,0,0,0,0,0,1,4.9,4.9,0.3%,BUF,5,2023
62,Justyn Ross,2,4,28,14.0,20,1,0,0,0,0,0,1,4.8,4.8,0.2%,KC,5,2023
63,Rashid Shaheed,2,2,28,14.0,25,1,0,0,0,0,0,1,4.8,4.8,43.1%,NO,5,2023
64,Parris Campbell,2,2,23,11.5,17,0,0,0,0,0,0,1,4.3,4.3,0.7%,PHI,5,2023
65,Marvin Jones Jr.,2,2,22,11.0,16,0,0,0,0,0,0,1,4.2,4.2,0.1%,FA,5,2023
66,Jamison Crowder,2,2,21,10.5,11,0,0,0,0,0,0,1,4.1,4.1,0.3%,WAS,5,2023
67,John Metchie III,2,2,20,10.0,14,0,0,0,0,0,0,1,4.0,4.0,0.8%,HOU,5,2023
68,DeVante Parker,2,4,20,10.0,14,0,0,0,0,0,0,1,4.0,4.0,1.7%,FA,5,2023
69,Isaiah Hodgins,2,2,19,9.5,15,0,0,0,0,0,0,1,3.9,3.9,0.6%,NYG,5,2023
70,JuJu Smith-Schuster,3,4,6,2.0,3,0,0,0,0,0,0,1,3.6,3.6,7.0%,NE,5,2023
71,Michael Gallup,2,5,15,7.5,8,0,0,0,0,0,0,1,3.5,3.5,6.4%,LV,5,2023
72,DeMario Douglas,1,2,24,24.0,24,1,0,0,0,0,0,1,3.4,3.4,21.2%,NE,5,2023
73,Braxton Berrios,2,2,13,6.5,13,0,0,0,0,0,0,1,3.3,3.3,1.3%,MIA,5,2023
74,Odell Beckham Jr.,2,4,13,6.5,7,0,0,0,0,0,0,1,3.3,3.3,33.2%,MIA,5,2023
75,Skyy Moore,2,2,11,5.5,7,0,0,0,0,0,0,1,3.1,3.1,6.5%,KC,5,2023
76,Scotty Miller,2,2,10,5.0,7,0,0,0,0,0,0,1,3.0,3.0,0.1%,PIT,5,2023
77,Jauan Jennings,1,1,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.8%,SF,5,2023
78,Michael Wilson,1,2,18,18.0,18,0,0,0,0,0,0,1,2.8,2.8,9.0%,ARI,5,2023
79,Laviska Shenault Jr.,0,0,0,0.0,0,0,0,5,27,0,0,1,2.7,2.7,0.2%,SEA,5,2023
80,Quez Watkins,2,3,4,2.0,5,0,0,0,0,0,0,1,2.4,2.4,0.2%,PIT,5,2023
81,Sterling Shepard,1,2,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.1%,TB,5,2023
82,Courtland Sutton,1,3,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,83.4%,DEN,5,2023
83,Brandin Cooks,1,4,7,7.0,7,0,0,1,6,0,0,1,2.3,2.3,43.9%,DAL,5,2023
84,Jameson Williams,2,3,2,1.0,4,0,0,0,0,0,0,1,2.2,2.2,40.5%,DET,5,2023
85,Marquez Valdes-Scantling,1,2,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,1.3%,BUF,5,2023
86,Dyami Brown,1,3,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.2%,WAS,5,2023
87,KhaDarel Hodge,1,1,11,11.0,11,0,0,1,0,0,0,1,2.1,2.1,0.1%,ATL,5,2023
88,Khalil Shakir,1,1,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,10.6%,BUF,5,2023
89,Alec Pierce,1,2,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,2.4%,IND,5,2023
90,Dontayvion Wicks,1,1,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,6.4%,GB,5,2023
91,Byron Pringle,1,2,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,0.0%,FA,5,2023
92,Nick Westbrook-Ikhine,1,3,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.2%,TEN,5,2023
93,Brandon Johnson,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,1.1%,DEN,5,2023
94,Andrei Iosivas,1,2,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.5%,CIN,5,2023
95,Rashod Bateman,1,3,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,9.6%,BAL,5,2023
96,Jayden Reed,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,77.1%,GB,5,2023
97,Hunter Renfrow,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.7%,FA,5,2023
98,DeVonta Smith,1,5,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,98.0%,PHI,5,2023
99,Tre Tucker,0,1,0,0.0,0,0,0,1,16,0,0,1,1.6,1.6,0.6%,LV,5,2023
100,Romeo Doubs,1,4,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,43.2%,GB,5,2023
101,Trent Sherfield Sr.,1,1,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,0.1%,MIN,5,2023
102,Kwamie Lassiter II,1,1,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,0.0%,CIN,5,2023
103,Keith Kirkwood,1,1,1,1.0,1,0,0,0,0,0,0,1,1.1,1.1,0.0%,FA,5,2023
104,Ray-Ray McCloud III,1,1,1,1.0,1,0,0,0,0,0,0,1,1.1,1.1,0.6%,ATL,5,2023
105,Isaiah McKenzie,0,0,0,0.0,0,0,0,1,4,0,0,1,0.4,0.4,0.2%,NYG,5,2023
106,DeAndre Carter,0,1,0,0.0,0,0,0,2,3,0,0,1,0.3,0.3,0.0%,CHI,5,2023
107,Jamal Agnew,0,0,0,0.0,0,0,0,1,1,0,0,1,0.1,0.1,1.0%,FA,5,2023
108,Chris Blair,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,5,2023
109,Dee Eskridge,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,SEA,5,2023
110,Jaelon Darden,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,5,2023
111,Austin Watkins Jr.,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PHI,5,2023
112,Dax Milne,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,5,2023
113,D.J. Montgomery,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,5,2023
114,Steven Sims Jr.,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,HOU,5,2023
