Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,CeeDee Lamb,13,17,227,17.5,92,7,1,1,5,0,1,1,40.2,40.2,100.0%,DAL,17,2023
2,Davante Adams,13,21,126,9.7,24,1,2,0,0,0,0,1,37.6,37.6,99.9%,LV,17,2023
3,DJ Moore,9,13,159,17.7,32,7,1,0,0,0,0,1,30.9,30.9,97.7%,CHI,17,2023
4,Jayden Reed,6,8,89,14.8,33,3,2,0,0,0,0,1,26.9,26.9,77.1%,GB,17,2023
5,Brandon Aiyuk,7,8,114,16.3,38,3,1,0,0,0,0,1,24.4,24.4,98.2%,SF,17,2023
6,Bo Melton,6,9,105,17.5,37,3,1,0,0,0,0,1,22.5,22.5,0.4%,GB,17,2023
7,Amon-Ra St. Brown,6,8,90,15.0,23,2,1,1,11,0,0,1,22.1,22.1,100.0%,DET,17,2023
8,Darius Slayton,4,6,106,26.5,80,4,1,0,0,0,0,1,20.6,20.6,2.7%,NYG,17,2023
9,George Pickens,7,9,131,18.7,37,5,0,0,0,0,0,1,20.1,20.1,86.9%,PIT,17,2023
10,Wan'Dale Robinson,6,9,55,9.2,20,1,0,1,24,1,0,1,19.9,19.9,10.1%,NYG,17,2023
11,Zay Flowers,3,3,106,35.3,75,5,1,0,0,0,0,1,19.6,19.6,92.0%,BAL,17,2023
12,Puka Nacua,5,8,118,23.6,80,4,0,2,19,0,0,1,18.7,18.7,96.9%,LAR,17,2023
13,Deebo Samuel Sr.,5,6,37,7.4,16,0,1,3,35,0,0,1,18.2,18.2,98.8%,SF,17,2023
14,Rashee Rice,5,6,127,25.4,67,5,0,0,0,0,0,1,17.7,17.7,89.7%,KC,17,2023
15,Julio Jones,2,2,34,17.0,22,1,2,0,0,0,0,1,17.4,17.4,0.6%,FA,17,2023
16,Elijah Moore,5,6,61,12.2,24,2,1,0,0,0,0,1,17.1,17.1,23.3%,CLE,17,2023
17,Chris Godwin,3,5,81,27.0,47,3,1,0,0,0,0,1,17.1,17.1,90.4%,TB,17,2023
18,Brandin Cooks,5,8,60,12.0,21,2,1,0,0,0,0,1,17.0,17.0,43.9%,DAL,17,2023
19,Alex Erickson,7,8,98,14.0,27,1,0,0,0,0,0,1,16.8,16.8,0.0%,FA,17,2023
20,Trey Palmer,4,5,84,21.0,54,5,1,0,0,0,1,1,16.4,16.4,1.6%,TB,17,2023
21,Terry McLaurin,4,7,61,15.3,42,3,1,0,0,0,0,1,16.1,16.1,90.2%,WAS,17,2023
22,Nico Collins,7,8,80,11.4,21,1,0,1,7,0,0,1,15.7,15.7,95.6%,HOU,17,2023
23,DK Metcalf,5,8,106,21.2,33,5,0,0,0,0,0,1,15.6,15.6,98.5%,SEA,17,2023
24,Michael Wilson,4,6,35,8.8,13,0,1,0,0,0,0,1,15.5,15.5,9.0%,ARI,17,2023
25,Greg Dortch,7,7,82,11.7,36,2,0,0,0,0,0,1,15.2,15.2,4.4%,ARI,17,2023
26,Lil'Jordan Humphrey,2,4,69,34.5,54,4,1,0,0,0,0,1,14.9,14.9,0.1%,DEN,17,2023
27,DeAndre Hopkins,7,7,72,10.3,18,0,0,0,0,0,0,1,14.2,14.2,92.5%,TEN,17,2023
28,Tyreek Hill,6,12,76,12.7,25,1,0,1,0,0,0,1,13.6,13.6,100.0%,MIA,17,2023
29,Demarcus Robinson,6,10,92,15.3,37,2,0,0,0,0,1,1,13.2,13.2,15.2%,LAR,17,2023
30,Alec Pierce,1,1,58,58.0,58,4,1,0,0,0,0,1,12.8,12.8,2.4%,IND,17,2023
31,Cooper Kupp,4,6,27,6.8,8,0,1,0,0,0,0,1,12.7,12.7,97.9%,LAR,17,2023
32,Diontae Johnson,4,4,76,19.0,42,3,0,0,0,0,0,1,11.6,11.6,83.3%,CAR,17,2023
33,Jakobi Meyers,6,10,56,9.3,14,0,0,0,0,0,0,1,11.6,11.6,75.5%,LV,17,2023
34,Jalen Reagor,1,3,39,39.0,39,2,0,0,0,0,0,1,10.9,10.9,0.1%,NE,17,2023
35,Justin Jefferson,5,10,59,11.8,21,1,0,0,0,0,0,1,10.9,10.9,100.0%,MIN,17,2023
36,Cedrick Wilson Jr.,2,4,27,13.5,19,0,1,0,0,0,0,1,10.7,10.7,1.1%,NO,17,2023
37,Mike Evans,3,4,70,23.3,35,4,0,0,0,0,0,1,10.0,10.0,98.1%,TB,17,2023
38,Garrett Wilson,5,10,50,10.0,22,1,0,1,-1,0,0,1,9.9,9.9,97.7%,NYJ,17,2023
39,Robert Woods,4,4,58,14.5,18,0,0,0,0,0,0,1,9.8,9.8,2.7%,HOU,17,2023
40,Adam Thielen,6,6,38,6.3,14,0,0,0,0,0,0,1,9.8,9.8,76.1%,CAR,17,2023
41,Drake London,4,10,56,14.0,22,2,0,0,0,0,0,1,9.6,9.6,93.0%,ATL,17,2023
42,Michael Pittman Jr.,5,7,46,9.2,20,1,0,0,0,0,0,1,9.6,9.6,97.2%,IND,17,2023
43,Jameson Williams,2,3,69,34.5,63,4,0,1,6,0,0,1,9.5,9.5,40.5%,DET,17,2023
44,Rashod Bateman,4,6,54,13.5,15,0,0,0,0,0,0,1,9.4,9.4,9.6%,BAL,17,2023
45,A.J. Brown,4,5,53,13.3,18,0,0,0,0,0,0,1,9.3,9.3,99.9%,PHI,17,2023
46,Khalil Shakir,4,4,39,9.8,18,0,0,1,10,0,0,1,8.9,8.9,10.6%,BUF,17,2023
47,Jerry Jeudy,3,6,54,18.0,41,3,0,0,0,0,0,1,8.4,8.4,62.0%,CLE,17,2023
48,Jaxon Smith-Njigba,1,2,12,12.0,12,0,1,0,0,0,0,1,8.2,8.2,76.1%,SEA,17,2023
49,Xavier Gipson,4,7,33,8.3,15,0,0,1,8,0,0,1,8.1,8.1,0.7%,NYJ,17,2023
50,Calvin Ridley,4,8,39,9.8,14,0,0,0,0,0,0,1,7.9,7.9,95.3%,TEN,17,2023
51,Keelan Doss,5,8,25,5.0,9,0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,17,2023
52,Josh Downs,2,2,53,26.5,50,4,0,0,0,0,0,1,7.3,7.3,27.0%,IND,17,2023
53,Jamal Agnew,2,2,53,26.5,48,3,0,0,0,0,0,1,7.3,7.3,1.0%,FA,17,2023
54,DeMario Douglas,3,5,31,10.3,17,0,0,3,12,0,0,1,7.3,7.3,21.2%,NE,17,2023
55,Ja'Marr Chase,3,7,41,13.7,24,1,0,0,0,0,0,1,7.1,7.1,99.4%,CIN,17,2023
56,Stefon Diggs,4,7,26,6.5,9,0,0,1,5,0,0,1,7.1,7.1,99.7%,HOU,17,2023
57,Brandon Johnson,4,6,27,6.8,10,0,0,0,0,0,0,1,6.7,6.7,1.1%,DEN,17,2023
58,Rondale Moore,3,4,26,8.7,12,0,0,2,8,0,0,1,6.4,6.4,5.3%,ATL,17,2023
59,Curtis Samuel,3,4,33,11.0,25,1,0,0,0,0,0,1,6.3,6.3,48.9%,BUF,17,2023
60,DeVonta Smith,3,5,30,10.0,17,0,0,0,0,0,0,1,6.0,6.0,98.0%,PHI,17,2023
61,Gunner Olszewski,0,0,0,0.0,0,0,0,0,0,0,0,1,6.0,6.0,0.0%,NYG,17,2023
62,Quentin Johnston,3,6,29,9.7,15,0,0,0,0,0,0,1,5.9,5.9,20.4%,LAC,17,2023
63,Jordan Addison,3,5,28,9.3,20,1,0,0,0,0,0,1,5.8,5.8,88.6%,MIN,17,2023
64,Romeo Doubs,3,6,28,9.3,12,0,0,0,0,0,0,1,5.8,5.8,43.2%,GB,17,2023
65,Chris Olave,3,6,26,8.7,14,0,0,0,0,0,0,1,5.6,5.6,98.8%,NO,17,2023
66,Tre Tucker,2,5,36,18.0,20,1,0,0,0,0,0,1,5.6,5.6,0.6%,LV,17,2023
67,Jalin Hyatt,3,4,25,8.3,18,0,0,0,0,0,0,1,5.5,5.5,3.6%,NYG,17,2023
68,Tyquan Thornton,3,3,24,8.0,14,0,0,0,0,0,0,1,5.4,5.4,0.2%,NE,17,2023
69,Justin Watson,1,3,41,41.0,41,3,0,0,0,0,0,1,5.1,5.1,1.8%,KC,17,2023
70,Tyler Boyd,2,2,29,14.5,23,1,0,0,0,0,0,1,4.9,4.9,28.0%,TEN,17,2023
71,Van Jefferson,3,5,19,6.3,9,0,0,0,0,0,0,1,4.9,4.9,1.4%,PIT,17,2023
72,Jason Brownlee,2,2,28,14.0,24,1,0,0,0,0,0,1,4.8,4.8,0.2%,NYJ,17,2023
73,Odell Beckham Jr.,1,1,33,33.0,33,2,0,0,0,0,0,1,4.3,4.3,33.2%,MIA,17,2023
74,Ihmir Smith-Marsette,3,3,12,4.0,9,0,0,1,0,0,0,1,4.2,4.2,0.1%,CAR,17,2023
75,Chris Moore,1,3,32,32.0,32,2,0,0,0,0,0,1,4.2,4.2,0.1%,ARI,17,2023
76,Gabe Davis,2,3,21,10.5,15,0,0,0,0,0,0,1,4.1,4.1,54.7%,JAC,17,2023
77,Nelson Agholor,2,2,18,9.0,14,0,0,0,0,0,0,1,3.8,3.8,0.9%,BAL,17,2023
78,Tyler Scott,2,5,15,7.5,16,0,0,0,0,0,0,1,3.5,3.5,0.3%,CHI,17,2023
79,Rashid Shaheed,2,3,14,7.0,9,0,0,0,0,0,0,1,3.4,3.4,43.1%,NO,17,2023
80,Treylon Burks,2,3,11,5.5,7,0,0,0,0,0,0,1,3.1,3.1,6.1%,TEN,17,2023
81,Braxton Berrios,2,2,10,5.0,6,0,0,0,0,0,0,1,3.0,3.0,1.3%,MIA,17,2023
82,Tee Higgins,1,2,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,94.5%,CIN,17,2023
83,DJ Chark Jr.,1,6,18,18.0,18,0,0,0,0,0,0,1,2.8,2.8,4.6%,LAC,17,2023
84,Isaiah Hodgins,1,2,18,18.0,18,0,0,0,0,0,0,1,2.8,2.8,0.6%,NYG,17,2023
85,Xavier Hutchinson,2,3,8,4.0,8,0,0,0,0,0,0,1,2.8,2.8,0.2%,HOU,17,2023
86,David Bell,2,3,7,3.5,6,0,0,0,0,0,0,1,2.7,2.7,0.2%,CLE,17,2023
87,DeVante Parker,1,2,15,15.0,15,0,0,0,0,0,0,1,2.5,2.5,1.7%,FA,17,2023
88,Josh Reynolds,1,2,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,7.4%,DEN,17,2023
89,Malik Heath,1,2,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.2%,GB,17,2023
90,John Metchie III,1,3,8,8.0,8,0,0,1,4,0,0,1,2.2,2.2,0.8%,HOU,17,2023
91,Kalif Raymond,1,1,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,1.3%,DET,17,2023
92,Collin Johnson,1,1,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,CHI,17,2023
93,Jonathan Mingo,2,3,0,0.0,4,0,0,0,0,0,0,1,2.0,2.0,7.1%,CAR,17,2023
94,Tyler Lockett,1,5,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,88.8%,SEA,17,2023
95,Jalen Tolbert,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,1.5%,DAL,17,2023
96,Noah Brown,1,2,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,23.5%,HOU,17,2023
97,Cedric Tillman,1,4,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.8%,CLE,17,2023
98,Richie James Jr.,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,FA,17,2023
99,Lynn Bowden Jr.,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,FA,17,2023
100,A.T. Perry,1,2,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.8%,NO,17,2023
101,Jake Bobo,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.3%,SEA,17,2023
102,Trenton Irwin,1,2,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.6%,CIN,17,2023
103,Marquez Valdes-Scantling,1,3,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,1.3%,BUF,17,2023
104,Parker Washington,1,1,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,2.7%,JAC,17,2023
105,Deven Thompkins,1,2,0,0.0,0,0,0,0,0,0,0,1,1.0,1.0,0.1%,FA,17,2023
