Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Amon-Ra St. Brown,12,15,124,10.3,27,2,1,0,0,0,0,1,30.4,30.4,100.0%,DET,6,2023
2,Adam Thielen,11,13,115,10.5,27,1,1,0,0,0,0,1,28.5,28.5,76.1%,CAR,6,2023
3,Tyreek Hill,6,10,163,27.2,47,8,1,0,0,0,0,1,28.3,28.3,100.0%,MIA,6,2023
4,Cooper Kupp,7,9,148,21.1,49,6,1,0,0,0,0,1,27.8,27.8,97.9%,LAR,6,2023
5,Drake London,9,12,125,13.9,32,3,0,0,0,0,0,1,21.5,21.5,93.0%,ATL,6,2023
6,Keenan Allen,7,11,85,12.1,23,2,1,0,0,0,0,1,21.5,21.5,91.1%,CHI,6,2023
7,A.J. Brown,7,9,131,18.7,49,5,0,0,0,0,0,1,20.1,20.1,99.9%,PHI,6,2023
8,Stefon Diggs,10,16,100,10.0,28,1,0,0,0,0,0,1,20.0,20.0,99.7%,HOU,6,2023
9,Michael Pittman Jr.,9,14,109,12.1,40,3,0,0,0,0,0,1,19.9,19.9,97.2%,IND,6,2023
10,Kendrick Bourne,10,11,89,8.9,36,2,0,1,4,0,0,1,19.3,19.3,4.7%,NE,6,2023
11,CeeDee Lamb,7,7,117,16.7,23,2,0,0,0,0,0,1,18.7,18.7,100.0%,DAL,6,2023
12,Rashid Shaheed,2,6,85,42.5,51,6,1,2,18,0,0,1,18.3,18.3,43.1%,NO,6,2023
13,Jaylen Waddle,7,9,51,7.3,17,0,1,0,0,0,0,1,18.1,18.1,96.3%,MIA,6,2023
14,Jakobi Meyers,5,7,61,12.2,16,0,1,0,0,0,0,1,17.1,17.1,75.5%,LV,6,2023
15,Zay Flowers,6,8,50,8.3,14,0,1,1,1,0,0,1,17.1,17.1,92.0%,BAL,6,2023
16,Garrett Wilson,8,12,90,11.3,33,2,0,0,0,0,0,1,17.0,17.0,97.7%,NYJ,6,2023
