Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Calvin Ridley,7,9,103,14.7,34,4,2,1,18,0,0,1,31.1,31.1,95.3%,TEN,11,2023
2,Tyreek Hill,10,11,146,14.6,38,6,1,0,0,0,0,1,30.6,30.6,100.0%,MIA,11,2023
3,Tank Dell,8,10,149,18.6,40,5,1,0,0,0,0,1,28.9,28.9,60.1%,HOU,11,2023
4,Keenan Allen,10,16,116,11.6,38,2,1,0,0,0,0,1,27.6,27.6,91.1%,CHI,11,2023
5,Brandon Aiyuk,5,6,156,31.2,76,6,1,0,0,0,0,1,26.6,26.6,98.2%,SF,11,2023
6,DJ Moore,7,9,96,13.7,39,2,1,0,0,0,0,1,22.6,22.6,97.7%,CHI,11,2023
7,Amon-Ra St. Brown,8,11,77,9.6,16,0,1,0,0,0,0,1,21.7,21.7,100.0%,DET,11,2023
8,Davante Adams,7,13,82,11.7,46,4,1,0,0,0,0,1,21.2,21.2,99.9%,LV,11,2023
9,Khalil Shakir,3,4,115,38.3,81,5,1,0,0,0,0,1,20.5,20.5,10.6%,BUF,11,2023
10,DK Metcalf,5,9,94,18.8,53,5,1,0,0,0,0,1,20.4,20.4,98.5%,SEA,11,2023
11,Jayden Reed,4,6,46,11.5,19,0,0,3,46,1,0,1,19.2,19.2,77.1%,GB,11,2023
12,Puka Nacua,5,7,70,14.0,32,2,1,1,7,0,0,1,18.7,18.7,96.9%,LAR,11,2023
13,Darius Slayton,4,5,82,20.5,40,4,1,0,0,0,0,1,18.2,18.2,2.7%,NYG,11,2023
14,Courtland Sutton,4,5,66,16.5,33,2,1,0,0,0,0,1,16.6,16.6,83.4%,DEN,11,2023
15,CeeDee Lamb,6,9,38,6.3,10,0,1,1,7,0,0,1,16.5,16.5,100.0%,DAL,11,2023
16,Romeo Doubs,5,6,53,10.6,24,1,1,0,0,0,0,1,16.3,16.3,43.2%,GB,11,2023
17,Justin Watson,5,11,53,10.6,17,0,1,0,0,0,0,1,16.3,16.3,1.8%,KC,11,2023
18,DeVonta Smith,6,8,99,16.5,41,4,0,0,0,0,0,1,15.9,15.9,98.0%,PHI,11,2023
19,DeAndre Hopkins,4,5,59,14.8,43,3,1,0,0,0,0,1,15.9,15.9,92.5%,TEN,11,2023
20,Odell Beckham Jr.,4,7,116,29.0,51,6,0,0,0,0,0,1,15.6,15.6,33.2%,MIA,11,2023
21,Adam Thielen,8,11,74,9.3,16,0,0,0,0,0,0,1,15.4,15.4,76.1%,CAR,11,2023
22,Mike Evans,5,12,43,8.6,13,0,1,0,0,0,0,1,15.3,15.3,98.1%,TB,11,2023
23,Greg Dortch,6,8,76,12.7,31,2,0,0,0,0,0,1,13.6,13.6,4.4%,ARI,11,2023
24,Nico Collins,7,11,65,9.3,23,1,0,0,0,0,0,1,13.5,13.5,95.6%,HOU,11,2023
25,Jameson Williams,2,3,44,22.0,32,2,1,0,0,0,0,1,12.4,12.4,40.5%,DET,11,2023
26,Rondale Moore,1,1,48,48.0,48,3,1,2,6,0,0,1,12.4,12.4,5.3%,ATL,11,2023
27,Dontayvion Wicks,3,5,91,30.3,35,4,0,0,0,0,0,1,12.1,12.1,6.4%,GB,11,2023
28,Elijah Moore,6,7,60,10.0,15,0,0,0,0,0,0,1,12.0,12.0,23.3%,CLE,11,2023
29,Jahan Dotson,3,4,23,7.7,12,0,1,0,0,0,0,1,11.3,11.3,30.6%,WAS,11,2023
30,Jerry Jeudy,5,7,58,11.6,19,0,0,0,0,0,0,1,10.8,10.8,62.0%,CLE,11,2023
31,Nelson Agholor,1,1,37,37.0,37,2,1,0,0,0,0,1,10.7,10.7,0.9%,BAL,11,2023
