Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Keenan Allen,11,14,175,15.9,38,4,2,0,0,0,0,1,40.5,40.5,91.1%,CHI,10,2023
2,CeeDee Lamb,11,14,151,13.7,30,5,1,1,14,1,0,1,39.5,39.5,100.0%,DAL,10,2023
3,Brandin Cooks,9,10,173,19.2,37,7,1,0,0,0,0,1,32.3,32.3,43.9%,DAL,10,2023
4,Amon-Ra St. Brown,8,9,156,19.5,46,6,1,2,9,0,0,1,30.5,30.5,100.0%,DET,10,2023
5,Mike Evans,6,10,143,23.8,43,6,1,0,0,0,0,1,26.3,26.3,98.1%,TB,10,2023
6,Noah Brown,7,8,172,24.6,34,8,0,0,0,0,0,1,24.2,24.2,23.5%,HOU,10,2023
7,Ja'Marr Chase,5,6,124,24.8,64,5,1,0,0,0,0,1,23.4,23.4,99.4%,CIN,10,2023
8,Tyler Lockett,8,10,92,11.5,20,1,1,0,0,0,0,1,23.2,23.2,88.8%,SEA,10,2023
9,Chris Olave,6,9,94,15.7,26,2,1,0,0,0,0,1,21.4,21.4,98.8%,NO,10,2023
10,Tyler Boyd,8,12,117,14.6,64,4,0,0,0,0,0,1,19.7,19.7,28.0%,TEN,10,2023
11,Jayden Reed,5,5,84,16.8,46,5,1,0,0,0,0,1,19.4,19.4,77.1%,GB,10,2023
12,Tank Dell,6,14,56,9.3,17,0,1,1,13,0,0,1,18.9,18.9,60.1%,HOU,10,2023
13,Garrett Wilson,9,14,93,10.3,41,3,0,0,0,0,0,1,18.3,18.3,97.7%,NYJ,10,2023
14,Courtland Sutton,8,11,53,6.6,30,2,1,0,0,0,1,1,17.3,17.3,83.4%,DEN,10,2023
15,DK Metcalf,7,12,98,14.0,27,1,0,0,0,0,0,1,16.8,16.8,98.5%,SEA,10,2023
16,Michael Pittman Jr.,8,12,84,10.5,14,0,0,0,0,0,0,1,16.4,16.4,97.2%,IND,10,2023
17,Deebo Samuel Sr.,4,4,30,7.5,9,0,0,3,29,1,0,1,15.9,15.9,98.8%,SF,10,2023
18,Amari Cooper,6,9,98,16.3,28,2,0,0,0,0,0,1,15.8,15.8,91.4%,CLE,10,2023
19,Elijah Moore,5,7,44,8.8,19,0,1,0,0,0,0,1,15.4,15.4,23.3%,CLE,10,2023
20,Michael Gallup,2,2,70,35.0,41,4,1,0,0,0,0,1,15.0,15.0,6.4%,LV,10,2023
21,Davante Adams,6,13,86,14.3,42,3,0,0,0,0,0,1,14.6,14.6,99.9%,LV,10,2023
