Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,DK Metcalf,6,8,134,22.3,73,6,3,0,0,0,0,1,37.4,37.4,98.5%,SEA,13,2023
2,Deebo Samuel Sr.,4,4,116,29.0,48,6,2,3,22,1,0,1,35.8,35.8,98.8%,SF,13,2023
3,Nico Collins,9,12,191,21.2,59,10,1,0,0,0,0,1,34.1,34.1,95.6%,HOU,13,2023
4,CeeDee Lamb,12,17,116,9.7,23,1,1,2,30,0,0,1,32.6,32.6,100.0%,DAL,13,2023
5,Tyreek Hill,5,7,157,31.4,78,9,2,2,-4,0,0,1,32.3,32.3,100.0%,MIA,13,2023
6,Ja'Marr Chase,11,12,149,13.5,76,4,1,0,0,0,0,1,31.6,31.6,99.4%,CIN,13,2023
7,Mike Evans,7,12,162,23.1,75,7,1,0,0,0,0,1,29.2,29.2,98.1%,TB,13,2023
8,Christian Watson,7,9,71,10.1,19,0,2,2,15,0,0,1,27.6,27.6,74.8%,GB,13,2023
9,Michael Pittman Jr.,11,16,105,9.5,14,0,1,0,0,0,0,1,27.5,27.5,97.2%,IND,13,2023
10,DeVonta Smith,9,11,96,10.7,21,1,1,0,0,0,0,1,24.6,24.6,98.0%,PHI,13,2023
11,Puka Nacua,4,7,105,26.3,70,5,1,2,34,0,0,1,23.9,23.9,96.9%,LAR,13,2023
12,A.J. Brown,8,13,114,14.3,38,2,0,0,0,0,0,1,19.4,19.4,99.9%,PHI,13,2023
13,Alec Pierce,3,6,100,33.3,55,6,1,0,0,0,0,1,19.0,19.0,2.4%,IND,13,2023
14,DeAndre Hopkins,5,12,75,15.0,27,2,1,1,4,0,0,1,18.9,18.9,92.5%,TEN,13,2023
15,Parker Washington,6,6,61,10.2,18,0,1,0,0,0,0,1,18.1,18.1,2.7%,JAC,13,2023
16,Chris Olave,5,8,119,23.8,33,6,0,0,0,0,0,1,16.9,16.9,98.8%,NO,13,2023
17,Brandin Cooks,4,4,45,11.3,19,0,1,0,0,0,0,1,16.5,16.5,43.9%,DAL,13,2023
18,Cooper Kupp,6,8,39,6.5,13,0,1,0,0,0,0,1,15.9,15.9,97.9%,LAR,13,2023
19,Courtland Sutton,2,7,77,38.5,45,5,1,0,0,0,0,1,15.7,15.7,83.4%,DEN,13,2023
20,Brandon Aiyuk,5,7,46,9.2,13,0,1,0,0,0,0,1,15.6,15.6,98.2%,SF,13,2023
21,Demarcus Robinson,4,5,55,13.8,30,2,1,0,0,0,0,1,15.5,15.5,15.2%,LAR,13,2023
22,Rashee Rice,8,9,64,8.0,13,0,0,0,0,0,0,1,14.4,14.4,89.7%,KC,13,2023
23,Jauan Jennings,3,4,44,14.7,18,0,1,0,0,0,0,1,13.4,13.4,0.8%,SF,13,2023
24,Diontae Johnson,4,5,33,8.3,26,1,1,0,0,0,0,1,13.3,13.3,83.3%,CAR,13,2023
25,Jaxon Smith-Njigba,7,11,62,8.9,18,0,0,0,0,0,0,1,13.2,13.2,76.1%,SEA,13,2023
26,Jonathan Mingo,6,10,69,11.5,31,2,0,0,0,0,0,1,12.9,12.9,7.1%,CAR,13,2023
27,Amon-Ra St. Brown,2,6,49,24.5,25,2,1,0,0,0,0,1,12.9,12.9,100.0%,DET,13,2023
28,Zay Jones,5,8,78,15.6,24,2,0,0,0,0,0,1,12.8,12.8,17.3%,ARI,13,2023
29,Xavier Gipson,5,6,77,15.4,36,3,0,1,1,0,0,1,12.8,12.8,0.7%,NYJ,13,2023
30,George Pickens,4,5,86,21.5,38,3,0,0,0,0,0,1,12.6,12.6,86.9%,PIT,13,2023
31,Elijah Moore,4,12,83,20.8,42,4,0,0,0,0,0,1,12.3,12.3,23.3%,CLE,13,2023
32,Romeo Doubs,4,5,72,18.0,33,3,0,0,0,0,0,1,11.2,11.2,43.2%,GB,13,2023
33,Keenan Allen,5,9,58,11.6,16,0,0,0,0,0,0,1,10.8,10.8,91.1%,CHI,13,2023
34,Curtis Samuel,4,5,65,16.3,33,3,0,0,0,0,0,1,10.5,10.5,48.9%,BUF,13,2023
35,DeVante Parker,4,9,64,16.0,27,2,0,0,0,0,0,1,10.4,10.4,1.7%,FA,13,2023
36,Jaylen Waddle,5,8,52,10.4,16,0,0,0,0,0,0,1,10.2,10.2,96.3%,MIA,13,2023
37,Quentin Johnston,5,7,52,10.4,27,1,0,0,0,0,0,1,10.2,10.2,20.4%,LAC,13,2023
38,Jameson Williams,1,1,11,11.0,11,0,0,1,19,1,0,1,10.0,10.0,40.5%,DET,13,2023
39,Tyler Lockett,5,8,47,9.4,17,0,0,0,0,0,0,1,9.7,9.7,88.8%,SEA,13,2023
40,DJ Chark Jr.,3,4,56,18.7,30,3,0,0,0,0,0,1,8.6,8.6,4.6%,LAC,13,2023
41,Tyler Boyd,5,7,37,7.4,10,0,0,1,5,0,0,1,8.2,8.2,28.0%,TEN,13,2023
42,Jerry Jeudy,3,4,51,17.0,41,3,0,0,0,0,0,1,8.1,8.1,62.0%,CLE,13,2023
43,Garrett Wilson,3,7,50,16.7,31,2,0,0,0,0,0,1,8.0,8.0,97.7%,NYJ,13,2023
44,Chris Godwin,0,3,0,0.0,0,0,0,1,19,1,0,1,7.9,7.9,90.4%,TB,13,2023
45,Calvin Ridley,4,8,26,6.5,21,1,0,3,7,0,0,1,7.3,7.3,95.3%,TEN,13,2023
46,Dontayvion Wicks,3,4,43,14.3,27,1,0,0,0,0,0,1,7.3,7.3,6.4%,GB,13,2023
47,Tee Higgins,3,3,36,12.0,14,0,0,0,0,0,0,1,6.6,6.6,94.5%,CIN,13,2023
48,Amari Cooper,3,5,34,11.3,22,1,0,0,0,0,0,1,6.4,6.4,91.4%,CLE,13,2023
49,Quez Watkins,3,4,28,9.3,15,0,0,0,0,0,0,1,5.8,5.8,0.2%,PIT,13,2023
50,Jayden Reed,4,5,16,4.0,9,0,0,0,0,0,0,1,5.6,5.6,77.1%,GB,13,2023
51,Adam Thielen,3,6,25,8.3,12,0,0,0,0,0,0,1,5.5,5.5,76.1%,CAR,13,2023
52,Allen Robinson II,3,3,19,6.3,8,0,0,0,0,0,0,1,4.9,4.9,0.6%,NYG,13,2023
