Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jordan Addison,6,6,111,18.5,37,4,2,0,0,0,0,1,29.1,29.1,88.6%,MIN,15,2023
2,Jaylen Waddle,8,9,142,17.8,60,5,1,0,0,0,0,1,28.2,28.2,96.3%,MIA,15,2023
3,Terry McLaurin,6,12,141,23.5,48,5,1,0,0,0,0,1,26.1,26.1,90.2%,WAS,15,2023
4,Chris Godwin,10,12,155,15.5,25,4,0,0,0,0,0,1,25.5,25.5,90.4%,TB,15,2023
5,Cooper Kupp,8,8,111,13.9,62,4,1,0,0,0,0,1,25.1,25.1,97.9%,LAR,15,2023
6,Amon-Ra St. Brown,7,9,112,16.0,29,3,1,0,0,0,0,1,24.2,24.2,100.0%,DET,15,2023
7,Rashee Rice,9,9,91,10.1,24,2,1,0,0,0,0,1,24.1,24.1,89.7%,KC,15,2023
8,Davante Adams,8,12,101,12.6,24,2,1,0,0,0,0,1,24.1,24.1,99.9%,LV,15,2023
9,Noah Brown,8,11,82,10.3,22,2,1,0,0,0,0,1,22.2,22.2,23.5%,HOU,15,2023
10,Tee Higgins,4,8,61,15.3,21,1,2,0,0,0,0,1,22.1,22.1,94.5%,CIN,15,2023
11,Deebo Samuel Sr.,4,7,48,12.0,19,0,2,1,11,0,0,1,21.9,21.9,98.8%,SF,15,2023
12,Joshua Palmer,4,4,113,28.3,79,5,1,0,0,0,0,1,21.3,21.3,26.4%,LAC,15,2023
13,Curtis Samuel,5,9,41,8.2,19,0,2,0,0,0,0,1,21.1,21.1,48.9%,BUF,15,2023
14,Amari Cooper,4,8,109,27.3,51,7,1,0,0,0,0,1,20.9,20.9,91.4%,CLE,15,2023
15,Tre Tucker,3,4,59,19.7,30,3,2,1,-2,0,0,1,20.7,20.7,0.6%,LV,15,2023
16,CeeDee Lamb,7,10,53,7.6,16,0,0,1,3,1,0,1,18.6,18.6,100.0%,DAL,15,2023
17,Jayden Reed,6,8,52,8.7,20,1,1,0,0,0,0,1,17.2,17.2,77.1%,GB,15,2023
18,Diontae Johnson,4,6,62,15.5,25,1,1,0,0,0,0,1,16.2,16.2,83.3%,CAR,15,2023
19,Dontayvion Wicks,6,7,97,16.2,22,3,0,0,0,0,0,1,15.7,15.7,6.4%,GB,15,2023
20,Jakobi Meyers,2,4,32,16.0,22,1,1,0,0,0,0,1,15.7,15.7,75.5%,LV,15,2023
21,Mike Evans,4,6,57,14.3,19,0,1,0,0,0,0,1,15.7,15.7,98.1%,TB,15,2023
22,Justin Jefferson,7,10,84,12.0,19,0,0,0,0,0,0,1,15.4,15.4,100.0%,MIN,15,2023
23,Jamal Agnew,2,2,70,35.0,65,4,1,0,0,0,0,1,15.0,15.0,1.0%,FA,15,2023
24,David Moore,2,2,68,34.0,52,4,1,0,0,0,0,1,14.8,14.8,0.1%,CAR,15,2023
