Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Amari Cooper,11,15,265,24.1,75,11,2,0,0,0,0,1,51.5,51.5,91.4%,CLE,16,2023
2,George Pickens,4,6,195,48.8,86,11,2,0,0,0,0,1,35.5,35.5,86.9%,PIT,16,2023
3,Puka Nacua,9,11,164,18.2,41,5,1,2,16,0,0,1,33.0,33.0,96.9%,LAR,16,2023
4,Amon-Ra St. Brown,12,14,106,8.8,25,1,1,0,0,0,0,1,28.6,28.6,100.0%,DET,16,2023
5,DJ Chark Jr.,6,8,98,16.3,22,2,2,0,0,0,0,1,27.8,27.8,4.6%,LAC,16,2023
6,Mike Evans,7,9,86,12.3,22,1,2,0,0,0,0,1,27.6,27.6,98.1%,TB,16,2023
7,Justin Jefferson,6,10,141,23.5,29,5,1,0,0,0,0,1,26.1,26.1,100.0%,MIN,16,2023
8,Calvin Ridley,6,9,90,15.0,25,2,2,1,-12,0,0,1,25.8,25.8,95.3%,TEN,16,2023
9,CeeDee Lamb,6,10,118,19.7,49,4,1,2,14,0,0,1,25.2,25.2,100.0%,DAL,16,2023
10,Tee Higgins,5,8,140,28.0,80,5,1,0,0,0,0,1,25.0,25.0,94.5%,CIN,16,2023
11,Chris Olave,9,13,123,13.7,28,1,0,0,0,0,0,1,23.3,23.3,98.8%,NO,16,2023
12,Gabe Davis,4,6,130,32.5,57,7,1,0,0,0,0,1,23.0,23.0,54.7%,JAC,16,2023
13,Zay Flowers,9,13,72,8.0,13,0,1,0,0,0,0,1,22.2,22.2,92.0%,BAL,16,2023
14,K.J. Osborn,5,7,95,19.0,47,3,1,0,0,0,0,1,20.5,20.5,15.4%,NE,16,2023
15,Demarcus Robinson,6,6,82,13.7,32,2,1,0,0,0,0,1,20.2,20.2,15.2%,LAR,16,2023
16,Tyreek Hill,9,14,99,11.0,20,1,0,0,0,0,0,1,18.9,18.9,100.0%,MIA,16,2023
17,Rashid Shaheed,5,9,70,14.0,45,3,1,1,4,0,0,1,18.4,18.4,43.1%,NO,16,2023
18,Darius Slayton,3,3,90,30.0,69,4,1,0,0,0,0,1,18.0,18.0,2.7%,NYG,16,2023
19,DeVonta Smith,4,5,79,19.8,36,2,1,0,0,0,0,1,17.9,17.9,98.0%,PHI,16,2023
20,Romeo Doubs,4,5,79,19.8,36,3,1,0,0,0,0,1,17.9,17.9,43.2%,GB,16,2023
21,Brandon Aiyuk,6,7,113,18.8,33,4,0,0,0,0,0,1,17.3,17.3,98.2%,SF,16,2023
22,Tyler Lockett,8,11,81,10.1,21,1,0,0,0,0,0,1,16.1,16.1,88.8%,SEA,16,2023
23,Garrett Wilson,9,15,76,8.4,16,0,0,1,-8,0,0,1,15.8,15.8,97.7%,NYJ,16,2023
24,Brandon Johnson,3,5,47,15.7,21,1,1,0,0,0,0,1,15.7,15.7,1.1%,DEN,16,2023
25,DK Metcalf,4,6,56,14.0,26,1,1,0,0,0,0,1,15.6,15.6,98.5%,SEA,16,2023
26,Adam Thielen,6,8,94,15.7,22,1,0,0,0,0,0,1,15.4,15.4,76.1%,CAR,16,2023
27,A.J. Brown,6,11,80,13.3,32,2,0,0,0,0,0,1,14.0,14.0,99.9%,PHI,16,2023
28,Chris Godwin,6,10,78,13.0,22,1,0,1,1,0,0,1,13.9,13.9,90.4%,TB,16,2023
29,Nico Collins,4,6,18,4.5,7,0,1,0,0,0,0,1,13.8,13.8,95.6%,HOU,16,2023
30,Justin Watson,4,6,38,9.5,11,0,1,0,0,0,0,1,13.8,13.8,1.8%,KC,16,2023
31,Greg Dortch,2,5,45,22.5,38,2,1,0,0,0,0,1,12.5,12.5,4.4%,ARI,16,2023
32,DeMario Douglas,5,8,74,14.8,41,3,0,0,0,0,0,1,12.4,12.4,21.2%,NE,16,2023
33,Ihmir Smith-Marsette,1,1,18,18.0,18,0,0,2,33,1,0,1,12.1,12.1,0.1%,CAR,16,2023
34,Jaxon Smith-Njigba,6,7,61,10.2,20,1,0,0,0,0,0,1,12.1,12.1,76.1%,SEA,16,2023
35,Rashee Rice,6,12,57,9.5,15,0,0,0,0,0,0,1,11.7,11.7,89.7%,KC,16,2023
36,Dontayvion Wicks,2,2,29,14.5,21,1,1,0,0,0,0,1,10.9,10.9,6.4%,GB,16,2023
37,Cooper Kupp,6,12,52,8.7,12,0,0,1,-3,0,0,1,10.9,10.9,97.9%,LAR,16,2023
38,Tyler Boyd,5,7,59,11.8,29,1,0,0,0,0,0,1,10.9,10.9,28.0%,TEN,16,2023
