Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jordan Addison,7,10,123,17.6,60,5,2,0,0,0,0,1,31.3,31.3,88.6%,MIN,7,2023
2,A.J. Brown,10,15,137,13.7,42,5,1,0,0,0,0,1,29.7,29.7,99.9%,PHI,7,2023
3,Tyreek Hill,11,15,88,8.0,27,1,1,0,0,0,0,1,25.8,25.8,100.0%,MIA,7,2023
4,Josh Downs,5,6,125,25.0,59,7,1,0,0,0,0,1,23.5,23.5,27.0%,IND,7,2023
5,Puka Nacua,8,12,154,19.3,36,8,0,0,0,0,0,1,23.4,23.4,96.9%,LAR,7,2023
6,Amon-Ra St. Brown,13,19,102,7.8,15,0,0,0,0,0,0,1,23.2,23.2,100.0%,DET,7,2023
7,Mike Evans,6,8,82,13.7,40,3,1,0,0,0,0,1,20.2,20.2,98.1%,TB,7,2023
8,Courtland Sutton,6,6,76,12.7,33,2,1,0,0,0,0,1,19.6,19.6,83.4%,DEN,7,2023
9,Christian Kirk,6,6,90,15.0,44,3,1,0,0,0,1,1,19.0,19.0,70.5%,JAC,7,2023
10,Joshua Palmer,5,7,133,26.6,60,6,0,0,0,0,0,1,18.3,18.3,26.4%,LAC,7,2023
11,Jakobi Meyers,7,13,50,7.1,15,0,1,0,0,0,0,1,18.0,18.0,75.5%,LV,7,2023
12,Stefon Diggs,6,12,58,9.7,25,1,1,0,0,0,0,1,17.8,17.8,99.7%,HOU,7,2023
13,Marquez Valdes-Scantling,3,5,84,28.0,46,4,1,0,0,0,0,1,17.4,17.4,1.3%,BUF,7,2023
14,Rashee Rice,5,6,60,12.0,37,2,1,0,0,0,0,1,17.0,17.0,89.7%,KC,7,2023
15,Jaxon Smith-Njigba,4,7,63,15.8,28,1,1,0,0,0,0,1,16.3,16.3,76.1%,SEA,7,2023
16,Michael Pittman Jr.,2,5,83,41.5,75,4,1,0,0,0,0,1,16.3,16.3,97.2%,IND,7,2023
