Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Aaron Jones,9,41,4.6,9,0,1,2,4,86,43.0,1,0,1,26.7,26.7,93.3%,MIN,1,2023
2,Austin Ekeler,16,117,7.3,55,4,1,4,5,47,11.8,0,0,1,26.4,26.4,93.1%,WAS,1,2023
3,Christian McCaffrey,22,152,6.9,65,4,1,3,5,17,5.7,0,0,1,25.9,25.9,100.0%,SF,1,2023
4,Tyler Allgeier,15,75,5.0,22,1,2,3,3,19,6.3,0,0,1,24.4,24.4,48.6%,ATL,1,2023
5,Tony Pollard,14,70,5.0,25,1,2,2,3,12,6.0,0,0,1,22.2,22.2,93.4%,TEN,1,2023
6,Travis Etienne Jr.,18,77,4.3,26,1,1,5,5,27,5.4,0,0,1,21.4,21.4,99.7%,JAC,1,2023
7,Bijan Robinson,10,56,5.6,21,1,0,6,6,27,4.5,1,0,1,20.3,20.3,99.9%,ATL,1,2023
8,Roschon Johnson,5,20,4.0,11,0,1,6,7,35,5.8,0,0,1,17.5,17.5,14.1%,CHI,1,2023
9,Kyren Williams,15,52,3.5,9,0,2,0,2,2,0.0,0,0,1,17.4,17.4,96.2%,LAR,1,2023
10,Nick Chubb,18,106,5.9,17,0,0,4,4,21,5.3,0,0,1,16.7,16.7,55.6%,CLE,1,2023
11,Breece Hall,10,127,12.7,83,5,0,1,2,20,20.0,0,0,1,15.7,15.7,98.9%,NYJ,1,2023
12,Joshua Kelley,16,91,5.7,14,0,1,0,1,0,0.0,0,0,1,15.1,15.1,6.6%,FA,1,2023
13,Rhamondre Stevenson,12,25,2.1,5,0,0,6,6,64,10.7,0,0,1,14.9,14.9,84.5%,NE,1,2023
14,Derrick Henry,15,63,4.2,18,0,0,2,3,56,28.0,0,0,1,13.9,13.9,99.3%,BAL,1,2023
15,Brian Robinson Jr.,19,59,3.1,7,0,0,1,2,7,7.0,1,0,1,13.6,13.6,86.1%,WAS,1,2023
16,David Montgomery,21,74,3.5,8,0,1,0,0,0,0.0,0,0,1,13.4,13.4,93.2%,DET,1,2023
17,Alexander Mattison,11,34,3.1,9,0,0,3,4,10,3.3,1,0,1,13.4,13.4,41.3%,LV,1,2023
18,Raheem Mostert,10,37,3.7,12,0,1,2,2,13,6.5,0,0,1,13.0,13.0,91.5%,MIA,1,2023
19,Justice Hill,8,9,1.1,4,0,2,0,0,0,0.0,0,0,1,12.9,12.9,10.1%,BAL,1,2023
20,James Conner,14,62,4.4,12,0,0,5,5,8,1.6,0,0,1,12.0,12.0,91.7%,ARI,1,2023
21,Miles Sanders,18,72,4.0,10,0,0,4,6,26,6.5,0,1,1,11.8,11.8,23.3%,CAR,1,2023
22,Samaje Perine,8,41,5.1,12,0,0,4,4,37,9.3,0,0,1,11.8,11.8,12.7%,DEN,1,2023
23,J.K. Dobbins,8,22,2.8,4,0,1,2,3,15,7.5,0,0,1,11.7,11.7,43.4%,LAC,1,2023
24,Khalil Herbert,9,27,3.0,12,0,0,3,5,37,12.3,0,0,1,11.4,11.4,29.6%,CHI,1,2023
25,Kenneth Gainwell,14,54,3.9,16,0,0,4,4,20,5.0,0,0,1,11.4,11.4,14.8%,PHI,1,2023
26,Kenneth Walker III,12,64,5.3,15,0,0,4,5,3,0.8,0,0,1,10.7,10.7,97.1%,SEA,1,2023
27,James Cook,12,46,3.8,13,0,0,4,6,17,4.3,0,0,1,10.3,10.3,97.8%,BUF,1,2023
28,Joe Mixon,13,56,4.3,22,1,0,3,5,17,5.7,0,0,1,10.3,10.3,99.1%,HOU,1,2023
29,Javonte Williams,13,52,4.0,11,0,0,4,6,5,1.3,0,0,1,9.7,9.7,89.1%,DEN,1,2023
30,Isiah Pacheco,8,23,2.9,7,0,0,4,4,31,7.8,0,0,1,9.4,9.4,97.8%,KC,1,2023
31,Saquon Barkley,12,51,4.3,18,0,0,3,4,12,4.0,0,0,1,9.3,9.3,100.0%,PHI,1,2023
32,Josh Jacobs,19,48,2.5,7,0,0,2,3,23,11.5,0,0,1,9.1,9.1,97.3%,GB,1,2023
33,Cam Akers,22,29,1.3,12,0,1,0,0,0,0.0,0,0,1,8.9,8.9,9.2%,FA,1,2023
34,Dalvin Cook,13,33,2.5,10,0,0,3,3,26,8.7,0,0,1,8.9,8.9,9.5%,FA,1,2023
35,Chuba Hubbard,9,60,6.7,21,1,0,2,2,9,4.5,0,0,1,8.9,8.9,51.0%,CAR,1,2023
36,Jahmyr Gibbs,7,42,6.0,18,0,0,2,2,18,9.0,0,0,1,8.0,8.0,99.3%,DET,1,2023
37,Ezekiel Elliott,7,29,4.1,11,0,0,5,7,14,2.8,0,1,1,7.3,7.3,78.1%,DAL,1,2023
38,Jamaal Williams,18,45,2.5,11,0,0,2,2,7,3.5,0,0,1,7.2,7.2,10.3%,NO,1,2023
39,Rachaad White,17,39,2.3,6,0,0,2,2,10,5.0,0,0,1,6.9,6.9,97.5%,TB,1,2023
40,Jaylen Warren,3,6,2.0,3,0,0,5,6,12,2.4,0,0,1,6.8,6.8,84.7%,PIT,1,2023
41,Dameon Pierce,11,38,3.5,7,0,0,2,3,9,4.5,0,0,1,6.7,6.7,28.0%,HOU,1,2023
42,AJ Dillon,13,19,1.5,7,0,0,2,3,17,8.5,0,0,1,5.6,5.6,35.2%,GB,1,2023
43,Alec Ingold,0,0,0.0,0,0,0,2,2,34,17.0,0,0,1,5.4,5.4,0.2%,MIA,1,2023
44,Tank Bigsby,7,13,1.9,4,0,1,0,1,0,0.0,0,1,1,5.3,5.3,3.9%,JAC,1,2023
45,Najee Harris,6,31,5.2,24,1,0,2,2,2,1.0,0,0,1,5.3,5.3,91.4%,PIT,1,2023
46,Gus Edwards,8,32,4.0,13,0,0,0,0,0,0.0,0,0,1,5.2,5.2,80.8%,LAC,1,2023
47,Mike Boone,0,0,0.0,0,0,0,3,4,18,6.0,0,0,1,4.8,4.8,0.0%,CAR,1,2023
48,Sean Tucker,5,15,3.0,5,0,0,2,2,9,4.5,0,0,1,4.4,4.4,0.2%,TB,1,2023
49,D'Onta Foreman,5,16,3.2,11,0,0,2,3,8,4.0,0,0,1,4.4,4.4,19.4%,CLE,1,2023
50,Clyde Edwards-Helaire,6,22,3.7,5,0,0,1,1,7,7.0,0,0,1,3.9,3.9,23.7%,KC,1,2023
51,Damien Harris,1,3,3.0,3,0,0,2,2,16,8.0,0,0,1,3.9,3.9,4.6%,FA,1,2023
52,Deon Jackson,13,14,1.1,7,0,0,5,6,14,2.8,0,2,1,3.8,3.8,1.0%,FA,1,2023
