Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Rachaad White,20,73,3.7,16,0,2,4,4,46,11.5,0,0,1,27.9,27.9,97.5%,TB,9,2023
2,Rhamondre Stevenson,9,87,9.7,64,4,1,4,6,42,10.5,0,0,1,22.9,22.9,84.5%,NE,9,2023
3,Josh Jacobs,26,98,3.8,15,0,2,0,0,0,0.0,0,0,1,21.8,21.8,97.3%,GB,9,2023
4,Austin Ekeler,14,47,3.4,20,1,2,2,7,23,11.5,0,0,1,21.0,21.0,93.1%,WAS,9,2023
5,Keaton Mitchell,9,138,15.3,60,7,1,1,1,-4,-4.0,0,0,1,20.4,20.4,17.6%,BAL,9,2023
6,Derrick Henry,17,75,4.4,15,0,1,3,4,27,9.0,0,0,1,19.2,19.2,99.3%,BAL,9,2023
7,Jonathan Taylor,18,47,2.6,13,0,0,5,5,22,4.4,1,0,1,17.9,17.9,98.8%,IND,9,2023
8,Aaron Jones,20,73,3.7,9,0,1,4,6,26,6.5,0,1,1,17.9,17.9,93.3%,MIN,9,2023
9,Joe Mixon,14,37,2.6,12,0,1,5,6,31,6.2,0,0,1,17.8,17.8,99.1%,HOU,9,2023
10,Alexander Mattison,16,44,2.8,8,0,0,2,2,49,24.5,1,0,1,17.3,17.3,41.3%,LV,9,2023
11,Gus Edwards,5,52,10.4,42,3,2,0,0,0,0.0,0,0,1,17.2,17.2,80.8%,LAC,9,2023
12,Najee Harris,16,69,4.3,25,1,1,2,4,7,3.5,0,0,1,15.6,15.6,91.4%,PIT,9,2023
13,Raheem Mostert,12,85,7.1,25,1,1,0,1,0,0.0,0,0,1,14.5,14.5,91.5%,MIA,9,2023
14,Saquon Barkley,16,90,5.6,26,1,0,3,4,23,7.7,0,0,1,14.3,14.3,100.0%,PHI,9,2023
15,Jaylen Warren,11,88,8.0,22,1,0,3,3,25,8.3,0,0,1,14.3,14.3,84.7%,PIT,9,2023
16,Jerome Ford,20,44,2.2,9,0,0,5,7,33,6.6,0,0,1,12.7,12.7,79.9%,CLE,9,2023
17,Antonio Gibson,6,34,5.7,12,0,0,5,5,42,8.4,0,0,1,12.6,12.6,53.3%,NE,9,2023
18,Brian Robinson Jr.,18,63,3.5,9,0,1,1,2,4,4.0,0,1,1,11.7,11.7,86.1%,WAS,9,2023
19,Alvin Kamara,9,26,2.9,13,0,0,4,5,44,11.0,0,0,1,11.0,11.0,98.2%,NO,9,2023
20,Tyler Allgeier,12,39,3.3,13,0,1,2,3,-9,-4.5,0,0,1,11.0,11.0,48.6%,ATL,9,2023
21,Chuba Hubbard,16,58,3.6,20,1,0,4,6,9,2.3,0,0,1,10.7,10.7,51.0%,CAR,9,2023
22,Jerick McKinnon,1,2,2.0,2,0,0,2,2,22,11.0,1,0,1,10.4,10.4,16.2%,FA,9,2023
23,Breece Hall,16,50,3.1,10,0,0,4,4,10,2.5,0,0,1,10.0,10.0,98.9%,NYJ,9,2023
24,Kareem Hunt,14,38,2.7,10,0,1,0,1,0,0.0,0,0,1,9.8,9.8,27.3%,FA,9,2023
25,D'Andre Swift,18,43,2.4,8,0,0,2,2,31,15.5,0,0,1,9.4,9.4,93.8%,CHI,9,2023
26,Tony Pollard,12,51,4.3,15,0,0,3,5,12,4.0,0,0,1,9.3,9.3,93.4%,TEN,9,2023
