Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,James Conner,27,150,5.6,29,3,1,4,4,54,13.5,0,0,1,30.4,30.4,91.7%,ARI,18,2023
2,Breece Hall,37,178,4.8,50,4,1,2,2,12,6.0,0,0,1,29.0,29.0,98.9%,NYJ,18,2023
3,Jonathan Taylor,30,188,6.3,49,4,1,2,2,8,4.0,0,0,1,27.6,27.6,98.8%,IND,18,2023
4,Bijan Robinson,11,28,2.5,7,0,0,7,8,103,14.7,1,0,1,26.1,26.1,99.9%,ATL,18,2023
5,Joe Mixon,14,111,7.9,44,3,1,1,2,6,6.0,1,0,1,24.7,24.7,99.1%,HOU,18,2023
6,Najee Harris,26,112,4.3,15,0,1,5,5,21,4.2,0,0,1,24.3,24.3,91.4%,PIT,18,2023
7,Saquon Barkley,18,46,2.6,11,0,2,2,2,51,25.5,0,0,1,23.7,23.7,100.0%,PHI,18,2023
8,Tyjae Spears,3,25,8.3,22,1,1,3,3,41,13.7,1,0,1,21.6,21.6,64.7%,TEN,18,2023
9,Derrick Henry,19,153,8.1,69,4,1,0,0,0,0.0,0,0,1,21.3,21.3,99.3%,BAL,18,2023
10,Javonte Williams,9,32,3.6,11,0,1,7,9,43,6.1,0,0,1,20.5,20.5,89.1%,DEN,18,2023
11,Aaron Jones,22,111,5.0,17,0,0,5,5,30,6.0,0,0,1,19.1,19.1,93.3%,MIN,18,2023
12,Tony Pollard,17,70,4.1,12,0,1,2,2,16,8.0,0,0,1,16.6,16.6,93.4%,TEN,18,2023
13,Kendre Miller,13,73,5.6,18,0,1,1,1,6,6.0,0,0,1,14.9,14.9,9.8%,NO,18,2023
14,Elijah Mitchell,14,52,3.7,14,0,1,2,2,15,7.5,0,0,1,14.7,14.7,8.9%,SF,18,2023
15,La'Mical Perine,21,76,3.6,10,0,0,3,4,33,11.0,0,0,1,13.9,13.9,0.2%,PIT,18,2023
16,Travis Etienne Jr.,16,57,3.6,12,0,0,5,6,30,6.0,0,0,1,13.7,13.7,99.7%,JAC,18,2023
17,Devin Singletary,24,63,2.6,7,0,1,1,1,2,2.0,0,0,1,13.5,13.5,83.7%,NYG,18,2023
18,Rachaad White,19,75,3.9,13,0,0,4,4,18,4.5,0,0,1,13.3,13.3,97.5%,TB,18,2023
19,Ezekiel Elliott,13,54,4.2,9,0,0,5,7,27,5.4,0,0,1,13.1,13.1,78.1%,DAL,18,2023
20,Zamir White,25,112,4.5,25,1,0,1,2,9,9.0,0,0,1,13.1,13.1,74.1%,LV,18,2023
21,De'Von Achane,10,56,5.6,25,1,1,1,1,5,5.0,0,0,1,13.1,13.1,95.6%,MIA,18,2023
22,Rico Dowdle,9,46,5.1,20,1,0,3,4,54,18.0,0,0,1,13.0,13.0,10.6%,DAL,18,2023
23,Jamaal Williams,14,26,1.9,8,0,1,3,3,8,2.7,0,0,1,12.4,12.4,10.3%,NO,18,2023
24,Austin Ekeler,10,11,1.1,6,0,0,7,8,38,5.4,0,0,1,11.9,11.9,93.1%,WAS,18,2023
25,Chuba Hubbard,23,83,3.6,17,0,0,2,2,9,4.5,0,0,1,11.2,11.2,51.0%,CAR,18,2023
26,Ty Chandler,12,69,5.8,19,0,0,2,3,20,10.0,0,0,1,10.9,10.9,60.9%,MIN,18,2023
27,Brian Robinson Jr.,9,25,2.8,9,0,0,3,3,10,3.3,1,1,1,10.5,10.5,86.1%,WAS,18,2023
28,David Montgomery,10,40,4.0,8,0,1,0,0,0,0.0,0,0,1,10.0,10.0,93.2%,DET,18,2023
29,Kenneth Walker III,17,78,4.6,16,0,0,1,1,3,3.0,0,0,1,9.1,9.1,97.1%,SEA,18,2023
30,Jahmyr Gibbs,13,30,2.3,8,0,1,0,1,0,0.0,0,0,1,9.0,9.0,99.3%,DET,18,2023
31,James Cook,13,36,2.8,14,0,0,3,4,16,5.3,0,0,1,8.2,8.2,97.8%,BUF,18,2023
32,Jaylen Warren,9,33,3.7,23,1,0,5,5,17,3.4,0,1,1,8.0,8.0,84.7%,PIT,18,2023
33,Zach Charbonnet,5,32,6.4,14,0,0,2,2,28,14.0,0,0,1,8.0,8.0,63.1%,SEA,18,2023
34,Antonio Gibson,2,8,4.0,6,0,0,3,4,28,9.3,0,0,1,6.6,6.6,53.3%,NE,18,2023
35,Pierre Strong Jr.,14,65,4.6,20,1,0,0,1,0,0.0,0,0,1,6.5,6.5,0.6%,CLE,18,2023
36,Tyler Allgeier,6,24,4.0,8,0,0,3,3,10,3.3,0,0,1,6.4,6.4,48.6%,ATL,18,2023
37,Chase Brown,11,43,3.9,27,1,0,1,2,10,10.0,0,0,1,6.3,6.3,36.9%,CIN,18,2023
38,Kenneth Gainwell,7,62,8.9,32,2,0,0,1,0,0.0,0,0,1,6.2,6.2,14.8%,PHI,18,2023
39,Khalil Herbert,12,28,2.3,9,0,0,2,2,13,6.5,0,0,1,6.1,6.1,29.6%,CHI,18,2023
40,Samaje Perine,3,7,2.3,5,0,0,3,4,23,7.7,0,0,1,6.0,6.0,12.7%,DEN,18,2023
41,Jordan Mason,6,36,6.0,16,0,0,1,1,12,12.0,0,0,1,5.8,5.8,2.3%,SF,18,2023
42,Justice Hill,0,0,0.0,0,0,0,3,10,26,8.7,0,0,1,5.6,5.6,10.1%,BAL,18,2023
43,Ronnie Rivers,13,52,4.0,10,0,0,0,0,0,0.0,0,0,1,5.2,5.2,0.6%,LAR,18,2023
44,Jerome Ford,3,6,2.0,4,0,0,2,3,26,13.0,0,0,1,5.2,5.2,79.9%,CLE,18,2023
45,Jeff Wilson Jr.,9,45,5.0,13,0,0,0,0,0,0.0,0,0,1,4.5,4.5,6.8%,MIA,18,2023
46,Alexander Mattison,7,24,3.4,11,0,0,1,1,5,5.0,0,0,1,3.9,3.9,41.3%,LV,18,2023
47,Eric Gray,3,19,6.3,12,0,0,1,1,9,9.0,0,0,1,3.8,3.8,0.7%,NYG,18,2023
48,Chase Edmonds,4,27,6.8,21,1,0,1,1,-3,-3.0,0,0,1,3.4,3.4,0.8%,TB,18,2023
49,Zack Moss,6,30,5.0,11,0,0,0,0,0,0.0,0,0,1,3.0,3.0,75.1%,CIN,18,2023
50,Michael Carter,4,17,4.3,15,0,0,1,2,2,2.0,0,0,1,2.9,2.9,1.3%,ARI,18,2023
51,Gus Edwards,10,48,4.8,29,1,0,0,0,0,0.0,0,1,1,2.8,2.8,80.8%,LAC,18,2023
52,Royce Freeman,4,2,0.5,4,0,0,1,1,13,13.0,0,0,1,2.5,2.5,3.2%,DAL,18,2023
53,Ty Johnson,1,5,5.0,5,0,0,1,1,9,9.0,0,0,1,2.4,2.4,0.6%,BUF,18,2023
54,Leonard Fournette,7,20,2.9,5,0,0,0,0,0,0.0,0,0,1,2.0,2.0,2.1%,FA,18,2023
55,Clyde Edwards-Helaire,2,1,0.5,6,0,0,1,2,9,9.0,0,0,1,2.0,2.0,23.7%,KC,18,2023
56,Cordarrelle Patterson,5,20,4.0,7,0,0,0,0,0,0.0,0,0,1,2.0,2.0,1.4%,PIT,18,2023
57,Roschon Johnson,5,20,4.0,8,0,0,0,0,0,0.0,0,0,1,2.0,2.0,14.1%,CHI,18,2023
58,Alex Armah Jr.,0,0,0.0,0,0,0,1,1,10,10.0,0,0,1,2.0,2.0,0.0%,FA,18,2023
59,Miles Sanders,3,18,6.0,13,0,0,0,0,0,0.0,0,0,1,1.8,1.8,23.3%,CAR,18,2023
60,Kevin Harris,3,4,1.3,2,0,0,1,1,4,4.0,0,0,1,1.8,1.8,0.2%,NE,18,2023
61,Ameer Abdullah,0,0,0.0,0,0,0,1,1,7,7.0,0,0,1,1.7,1.7,0.7%,LV,18,2023
62,Tank Bigsby,3,16,5.3,8,0,0,0,0,0,0.0,0,0,1,1.6,1.6,3.9%,JAC,18,2023
63,Rashaad Penny,6,16,2.7,7,0,0,0,0,0,0.0,0,0,1,1.6,1.6,4.1%,CAR,18,2023
64,Kareem Hunt,0,0,0.0,0,0,0,1,1,5,5.0,0,0,1,1.5,1.5,27.3%,FA,18,2023
65,Raheem Blackshear,1,6,6.0,6,0,0,0,0,0,0.0,0,0,1,0.6,0.6,0.1%,CAR,18,2023
66,Israel Abanikanda,3,6,2.0,4,0,0,0,0,0,0.0,0,0,1,0.6,0.6,1.1%,NYJ,18,2023
67,Jaleel McLaughlin,4,6,1.5,6,0,0,0,0,0,0.0,0,0,1,0.6,0.6,9.9%,DEN,18,2023
68,Boston Scott,3,5,1.7,2,0,0,0,1,0,0.0,0,0,1,0.5,0.5,0.1%,LAR,18,2023
69,Zach Evans,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.7%,LAR,18,2023
70,Derrick Gore,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.0%,FA,18,2023
71,Joshua Kelley,2,1,0.5,5,0,0,0,0,0,0.0,0,0,1,0.1,0.1,6.6%,FA,18,2023
72,AJ Dillon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,35.2%,GB,18,2023
73,J.K. Dobbins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,43.4%,LAC,18,2023
74,Trey Sermon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.9%,IND,18,2023
75,D'Andre Swift,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,93.8%,CHI,18,2023
76,Craig Reynolds,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.8%,DET,18,2023
77,Darrynton Evans,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,BUF,18,2023
78,Patrick Taylor Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,2.0%,SF,18,2023
79,DeeJay Dallas,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,ARI,18,2023
80,Tony Jones Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ARI,18,2023
81,Salvon Ahmed,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,MIA,18,2023
82,J.J. Taylor,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,HOU,18,2023
83,Alec Ingold,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.2%,MIA,18,2023
84,Mike Weber,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYG,18,2023
85,Travis Homer,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,CHI,18,2023
86,Khari Blasingame,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,CHI,18,2023
87,Andrew Beck,0,0,0.0,0,0,0,2,2,9,4.5,1,0,1,0.0,0.0,0.1%,HOU,18,2023
88,Jacob Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,18,2023
89,Jaret Patterson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,LAC,18,2023
90,Elijah Collins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CIN,18,2023
91,Reggie Gilliam,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,BUF,18,2023
92,James Robinson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,NO,18,2023
93,JaMycal Hasty,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,NE,18,2023
94,Jermar Jefferson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,DET,18,2023
95,Jonathan Ward,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,PIT,18,2023
96,Trey Benson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,52.1%,ARI,18,2023
97,Keaton Mitchell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,17.6%,BAL,18,2023
98,Xazavian Valladay,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYJ,18,2023
99,Kenny McIntosh,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%,SEA,18,2023
100,Dylan McDuffie,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,GB,18,2023
101,Evan Hull,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%,IND,18,2023
102,DeWayne McBride,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,MIN,18,2023
103,Carlos Washington Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ATL,18,2023
104,Jack Colletto,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PIT,18,2023
105,Elijah Dotson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,LAC,18,2023
106,Lew Nichols III,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PHI,18,2023
107,Henry Pearson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,GB,18,2023
108,Brittain Brown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,LV,18,2023
109,Jabari Small,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TEN,18,2023
110,Zonovan Knight,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,DET,18,2023
111,Troy Hairston II,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,HOU,18,2023
112,Aaron Shampklin,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PIT,18,2023
113,Tyreik McAllister,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,LV,18,2023
114,Julius Chestnut,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%,TEN,18,2023
115,Emari Demercado,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,2.2%,ARI,18,2023
116,Jaden Shirden,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CAR,18,2023
117,Louis Rees-Zammit,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%,KC,18,2023
118,Aidan Robbins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CLE,18,2023
119,Austin Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,WAS,18,2023
120,Deshaun Fenwick,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NE,18,2023
121,Isaac Guerendo,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,SF,18,2023
122,Blake Watson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,DEN,18,2023
123,Michael Wiley,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,WAS,18,2023
124,Carson Steele,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,KC,18,2023
125,Kimani Vidal,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.7%,LAC,18,2023
126,Ramon Jefferson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TB,18,2023
127,Emani Bailey,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,KC,18,2023
128,Jawhar Jordan,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,HOU,18,2023
