Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,De'Von Achane,18,203,11.3,67,8,2,4,4,30,7.5,2,0,1,51.3,51.3,95.6%,MIA,3,2023
2,Raheem Mostert,13,82,6.3,20,1,3,7,7,60,8.6,1,0,1,45.2,45.2,91.5%,MIA,3,2023
3,Kenneth Walker III,18,97,5.4,36,2,2,3,3,59,19.7,0,0,1,30.6,30.6,97.1%,SEA,3,2023
4,Christian McCaffrey,18,85,4.7,12,0,1,5,5,34,6.8,0,0,1,22.9,22.9,100.0%,SF,3,2023
5,Zack Moss,30,122,4.1,24,2,0,2,3,23,11.5,1,0,1,22.5,22.5,75.1%,CIN,3,2023
6,James Conner,14,98,7.0,26,2,1,2,2,18,9.0,0,0,1,19.6,19.6,91.7%,ARI,3,2023
7,Jerome Ford,10,18,1.8,9,0,1,2,3,33,16.5,1,0,1,19.1,19.1,79.9%,CLE,3,2023
8,Travis Etienne Jr.,19,88,4.6,16,0,0,4,5,50,12.5,0,0,1,17.8,17.8,99.7%,JAC,3,2023
9,Jerick McKinnon,2,9,4.5,10,0,0,3,3,19,6.3,2,0,1,17.8,17.8,16.2%,FA,3,2023
10,Alexander Mattison,20,93,4.7,15,0,0,5,7,32,6.4,0,0,1,17.5,17.5,41.3%,LV,3,2023
11,Miles Sanders,9,24,2.7,15,0,1,5,9,38,7.6,0,0,1,17.2,17.2,23.3%,CAR,3,2023
12,Isiah Pacheco,15,62,4.1,18,0,1,2,3,16,8.0,0,0,1,15.8,15.8,97.8%,KC,3,2023
13,Tony Pollard,23,122,5.3,31,2,0,3,3,-1,-0.3,0,0,1,15.1,15.1,93.4%,TEN,3,2023
14,Dameon Pierce,14,31,2.2,10,0,1,3,3,28,9.3,0,0,1,14.9,14.9,28.0%,HOU,3,2023
15,D'Andre Swift,16,130,8.1,29,2,0,1,2,8,8.0,0,0,1,14.8,14.8,93.8%,CHI,3,2023
16,Joe Mixon,19,65,3.4,14,0,1,1,2,5,5.0,0,0,1,14.0,14.0,99.1%,HOU,3,2023
17,Rico Dowdle,4,21,5.3,10,0,0,3,3,25,8.3,1,0,1,13.6,13.6,10.6%,DAL,3,2023
18,James Cook,15,98,6.5,34,2,0,2,3,14,7.0,0,0,1,13.2,13.2,97.8%,BUF,3,2023
19,Clyde Edwards-Helaire,15,55,3.7,16,0,1,1,1,2,2.0,0,0,1,12.7,12.7,23.7%,KC,3,2023
20,Josh Jacobs,17,62,3.6,10,0,0,3,5,18,6.0,0,0,1,11.0,11.0,97.3%,GB,3,2023
21,Matt Breida,4,17,4.3,8,0,1,3,3,1,0.3,0,0,1,10.8,10.8,1.1%,FA,3,2023
22,Bijan Robinson,10,33,3.3,11,0,0,4,6,27,6.8,0,0,1,10.0,10.0,99.9%,ATL,3,2023
23,Ezekiel Elliott,16,80,5.0,14,0,0,1,1,7,7.0,0,0,1,9.7,9.7,78.1%,DAL,3,2023
24,Tony Jones Jr.,8,31,3.9,19,0,0,4,4,21,5.3,0,0,1,9.2,9.2,0.0%,ARI,3,2023
