Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jahmyr Gibbs,26,152,5.8,27,2,1,5,5,37,7.4,0,0,1,29.9,29.9,99.3%,DET,8,2023
2,Christian McCaffrey,12,54,4.5,16,0,1,6,7,64,10.7,1,0,1,29.8,29.8,100.0%,SF,8,2023
3,Gus Edwards,19,80,4.2,10,0,3,2,2,14,7.0,0,0,1,29.4,29.4,80.8%,LAC,8,2023
4,Alvin Kamara,17,59,3.5,16,0,1,4,5,51,12.8,1,0,1,27.0,27.0,98.2%,NO,8,2023
5,Travis Etienne Jr.,24,79,3.3,13,0,0,3,6,70,23.3,1,0,1,25.9,25.9,99.7%,JAC,8,2023
6,Austin Ekeler,15,29,1.9,7,0,0,7,8,94,13.4,1,1,1,23.3,23.3,93.1%,WAS,8,2023
7,Breece Hall,12,17,1.4,5,0,0,6,9,76,12.7,1,0,1,21.3,21.3,98.9%,NYJ,8,2023
8,Joe Mixon,16,87,5.4,20,1,1,3,3,23,7.7,0,0,1,20.0,20.0,99.1%,HOU,8,2023
9,Javonte Williams,27,85,3.1,15,0,0,3,3,13,4.3,1,0,1,18.8,18.8,89.1%,DEN,8,2023
10,Rachaad White,9,39,4.3,15,0,0,7,7,70,10.0,0,0,1,17.9,17.9,97.5%,TB,8,2023
11,Josh Jacobs,15,61,4.1,9,0,1,2,4,27,13.5,0,0,1,16.8,16.8,97.3%,GB,8,2023
12,Derrick Henry,22,101,4.6,14,0,0,4,4,21,5.3,0,0,1,16.2,16.2,99.3%,BAL,8,2023
13,Saquon Barkley,36,128,3.6,34,2,0,3,5,0,0.0,0,0,1,15.8,15.8,100.0%,PHI,8,2023
14,D'Andre Swift,16,57,3.6,9,0,1,2,3,7,3.5,0,0,1,14.4,14.4,93.8%,CHI,8,2023
15,Zack Moss,11,66,6.0,41,3,1,1,1,8,8.0,0,0,1,14.4,14.4,75.1%,CIN,8,2023
16,Kareem Hunt,14,55,3.9,9,0,1,1,1,12,12.0,0,0,1,13.7,13.7,27.3%,FA,8,2023
17,Darrynton Evans,4,18,4.5,11,0,1,3,4,22,7.3,0,0,1,13.0,13.0,0.1%,BUF,8,2023
18,Bijan Robinson,11,62,5.6,25,1,1,0,5,0,0.0,0,0,1,12.2,12.2,99.9%,ATL,8,2023
19,Darrell Henderson Jr.,12,31,2.6,7,0,0,3,3,54,18.0,0,0,1,11.5,11.5,5.0%,FA,8,2023
20,Jonathan Taylor,12,95,7.9,42,3,0,1,2,2,2.0,0,0,1,10.7,10.7,98.8%,IND,8,2023
21,Raheem Mostert,13,46,3.5,10,0,1,0,0,0,0.0,0,0,1,10.6,10.6,91.5%,MIA,8,2023
22,Najee Harris,7,13,1.9,3,0,0,5,5,42,8.4,0,0,1,10.5,10.5,91.4%,PIT,8,2023
23,Royce Freeman,9,44,4.9,10,0,1,0,0,0,0.0,0,0,1,10.4,10.4,3.2%,DAL,8,2023
24,AJ Dillon,6,11,1.8,7,0,0,5,5,41,8.2,0,0,1,10.2,10.2,35.2%,GB,8,2023
25,Brian Robinson Jr.,10,59,5.9,29,1,0,2,2,20,10.0,0,0,1,9.9,9.9,86.1%,WAS,8,2023
26,Cam Akers,9,19,2.1,9,0,1,1,1,6,6.0,0,0,1,9.5,9.5,9.2%,FA,8,2023
27,Justice Hill,4,15,3.8,7,0,0,4,4,40,10.0,0,0,1,9.5,9.5,10.1%,BAL,8,2023
28,Pierre Strong Jr.,10,41,4.1,12,0,0,1,1,41,41.0,0,0,1,9.2,9.2,0.6%,CLE,8,2023
29,Antonio Gibson,2,14,7.0,8,0,0,5,5,28,5.6,0,0,1,9.2,9.2,53.3%,NE,8,2023
30,Emari Demercado,20,78,3.9,13,0,0,1,1,1,1.0,0,0,1,8.9,8.9,2.2%,ARI,8,2023
31,Aaron Jones,7,29,4.1,7,0,0,4,5,17,4.3,0,0,1,8.6,8.6,93.3%,MIN,8,2023
32,Zach Charbonnet,5,53,10.6,21,2,0,2,2,11,5.5,0,0,1,8.4,8.4,63.1%,SEA,8,2023
33,James Cook,14,67,4.8,18,0,0,1,1,6,6.0,0,0,1,8.3,8.3,97.8%,BUF,8,2023
34,Kenneth Walker III,8,66,8.3,45,3,0,1,2,4,4.0,0,0,1,8.0,8.0,97.1%,SEA,8,2023
35,Jaylen Warren,5,19,3.8,8,0,0,4,5,19,4.8,0,0,1,7.8,7.8,84.7%,PIT,8,2023
36,Craig Reynolds,14,74,5.3,13,0,0,1,1,12,12.0,0,1,1,7.6,7.6,0.8%,DET,8,2023
37,Chuba Hubbard,15,28,1.9,8,0,0,2,2,26,13.0,0,0,1,7.4,7.4,51.0%,CAR,8,2023
38,Rhamondre Stevenson,10,39,3.9,11,0,0,2,4,11,5.5,0,0,1,7.0,7.0,84.5%,NE,8,2023
39,Isiah Pacheco,8,40,5.0,19,0,0,3,4,-3,-1.0,0,0,1,6.7,6.7,97.8%,KC,8,2023
40,Tyjae Spears,3,27,9.0,23,1,0,3,4,9,3.0,0,0,1,6.6,6.6,64.7%,TEN,8,2023
41,Tony Pollard,12,53,4.4,13,0,0,1,1,2,2.0,0,0,1,6.5,6.5,93.4%,TEN,8,2023
42,Devin Singletary,10,30,3.0,9,0,0,2,2,13,6.5,0,0,1,6.3,6.3,83.7%,NYG,8,2023
43,Roschon Johnson,6,21,3.5,11,0,0,3,4,10,3.3,0,0,1,6.1,6.1,14.1%,CHI,8,2023
44,Jaleel McLaughlin,4,33,8.3,13,0,0,2,2,6,3.0,0,0,1,5.9,5.9,9.9%,DEN,8,2023
45,Jeff Wilson Jr.,5,23,4.6,11,0,0,2,2,14,7.0,0,0,1,5.7,5.7,6.8%,MIA,8,2023
46,Salvon Ahmed,2,1,0.5,2,0,0,4,4,16,4.0,0,0,1,5.7,5.7,0.6%,MIA,8,2023
47,Kenneth Gainwell,2,-4,-2.0,0,0,0,5,5,30,6.0,0,1,1,5.6,5.6,14.8%,PHI,8,2023
48,Raheem Blackshear,3,5,1.7,6,0,0,2,2,26,13.0,0,0,1,5.1,5.1,0.1%,CAR,8,2023
49,Jerome Ford,9,37,4.1,12,0,0,1,2,2,2.0,0,0,1,4.9,4.9,79.9%,CLE,8,2023
50,Jamaal Williams,6,30,5.0,10,0,0,1,1,8,8.0,0,0,1,4.8,4.8,10.3%,NO,8,2023
51,Dameon Pierce,12,46,3.8,16,0,0,0,0,0,0.0,0,0,1,4.6,4.6,28.0%,HOU,8,2023
52,D'Onta Foreman,9,34,3.8,12,0,0,1,2,2,2.0,0,0,1,4.6,4.6,19.4%,CLE,8,2023
53,Rico Dowdle,5,18,3.6,7,0,0,2,2,7,3.5,0,0,1,4.5,4.5,10.6%,DAL,8,2023
54,Alexander Mattison,16,31,1.9,10,0,0,1,1,2,2.0,0,0,1,4.3,4.3,41.3%,LV,8,2023
55,Samaje Perine,1,5,5.0,5,0,0,2,3,16,8.0,0,0,1,4.1,4.1,12.7%,DEN,8,2023
56,Chase Edmonds,3,5,1.7,2,0,0,2,3,16,8.0,0,0,1,4.1,4.1,0.8%,TB,8,2023
57,Ezekiel Elliott,7,36,5.1,17,0,0,0,0,0,0.0,0,0,1,3.6,3.6,78.1%,DAL,8,2023
58,Tyler Allgeier,8,31,3.9,9,0,0,0,0,0,0.0,0,0,1,3.1,3.1,48.6%,ATL,8,2023
59,Kendre Miller,3,10,3.3,7,0,0,1,1,9,9.0,0,0,1,2.9,2.9,9.8%,NO,8,2023
