Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Breece Hall,20,95,4.8,36,2,2,12,16,96,8.0,0,0,1,43.1,43.1,98.9%,NYJ,16,2023
2,Christian McCaffrey,14,103,7.4,39,2,1,6,10,28,4.7,0,0,1,25.1,25.1,100.0%,SF,16,2023
3,Jahmyr Gibbs,15,80,5.3,18,0,2,4,7,20,5.0,0,1,1,24.0,24.0,99.3%,DET,16,2023
4,James Conner,12,45,3.8,16,0,0,5,5,67,13.4,1,0,1,22.2,22.2,91.7%,ARI,16,2023
5,Derrick Henry,19,88,4.6,12,0,1,1,1,11,11.0,0,0,1,21.4,21.4,99.3%,BAL,16,2023
6,Ezekiel Elliott,12,27,2.3,6,0,0,9,11,33,3.7,1,0,1,21.0,21.0,78.1%,DAL,16,2023
7,Rachaad White,20,39,2.0,11,0,1,6,7,38,6.3,0,0,1,19.7,19.7,97.5%,TB,16,2023
8,Chris Rodriguez Jr.,10,58,5.8,16,0,2,1,1,7,7.0,0,0,1,19.5,19.5,1.3%,WAS,16,2023
9,Saquon Barkley,23,80,3.5,12,0,1,3,6,4,1.3,0,0,1,19.4,19.4,100.0%,PHI,16,2023
10,Bijan Robinson,12,72,6.0,32,3,0,7,10,50,7.1,0,0,1,19.2,19.2,99.9%,ATL,16,2023
11,Khalil Herbert,20,112,5.6,15,0,1,1,2,9,9.0,0,0,1,19.1,19.1,29.6%,CHI,16,2023
12,Kyren Williams,22,104,4.7,10,0,1,0,0,0,0.0,0,0,1,16.4,16.4,96.2%,LAR,16,2023
13,Tyler Allgeier,9,69,7.7,31,2,1,1,1,19,19.0,0,0,1,15.8,15.8,48.6%,ATL,16,2023
14,D'Andre Swift,20,92,4.6,17,0,1,0,0,0,0.0,0,0,1,15.2,15.2,93.8%,CHI,16,2023
15,David Montgomery,17,55,3.2,11,0,1,2,2,14,7.0,0,0,1,14.9,14.9,93.2%,DET,16,2023
16,Zamir White,22,145,6.6,43,3,0,0,1,0,0.0,0,0,1,14.5,14.5,74.1%,LV,16,2023
17,Aaron Jones,21,127,6.0,39,2,0,1,3,8,8.0,0,0,1,14.5,14.5,93.3%,MIN,16,2023
18,Gus Edwards,9,31,3.4,13,0,1,1,1,39,39.0,0,0,1,14.0,14.0,80.8%,LAC,16,2023
19,Najee Harris,19,78,4.1,13,0,1,0,0,0,0.0,0,0,1,13.8,13.8,91.4%,PIT,16,2023
20,Chuba Hubbard,16,43,2.7,13,0,1,1,1,8,8.0,0,0,1,12.1,12.1,51.0%,CAR,16,2023
21,Emari Demercado,2,10,5.0,7,0,0,7,8,40,5.7,0,0,1,12.0,12.0,2.2%,ARI,16,2023
22,Raheem Mostert,11,46,4.2,15,0,0,1,1,4,4.0,1,0,1,12.0,12.0,91.5%,MIA,16,2023
23,Tyjae Spears,9,40,4.4,11,0,0,5,6,27,5.4,0,0,1,11.7,11.7,64.7%,TEN,16,2023
24,Austin Ekeler,15,65,4.3,10,0,0,3,4,21,7.0,0,0,1,11.6,11.6,93.1%,WAS,16,2023
25,Javonte Williams,11,24,2.2,9,0,1,3,3,-5,-1.7,0,1,1,10.9,10.9,89.1%,DEN,16,2023
26,Kenneth Gainwell,6,41,6.8,22,1,0,3,3,38,12.7,0,0,1,10.9,10.9,14.8%,PHI,16,2023
27,Jaleel McLaughlin,6,37,6.2,12,0,0,4,5,30,7.5,0,0,1,10.7,10.7,9.9%,DEN,16,2023
28,Isiah Pacheco,11,26,2.4,12,0,1,4,4,0,0.0,0,1,1,10.6,10.6,97.8%,KC,16,2023
29,Jaylen Warren,8,24,3.0,5,0,0,5,6,30,6.0,0,0,1,10.4,10.4,84.7%,PIT,16,2023
30,Jonathan Taylor,18,43,2.4,13,0,1,0,1,0,0.0,0,0,1,10.3,10.3,98.8%,IND,16,2023
31,Antonio Gibson,9,30,3.3,11,0,1,1,2,2,2.0,0,0,1,10.2,10.2,53.3%,NE,16,2023
32,Kareem Hunt,7,11,1.6,4,0,1,2,4,5,2.5,0,0,1,9.6,9.6,27.3%,FA,16,2023
33,Jerome Ford,15,25,1.7,10,0,1,1,2,-2,-2.0,0,0,1,9.3,9.3,79.9%,CLE,16,2023
34,Devin Singletary,9,44,4.9,17,0,0,3,3,19,6.3,0,0,1,9.3,9.3,83.7%,NYG,16,2023
35,Joe Mixon,11,43,3.9,13,0,0,2,4,7,3.5,0,0,1,9.0,9.0,99.1%,HOU,16,2023
36,Justice Hill,10,26,2.6,6,0,0,3,3,31,10.3,0,0,1,8.7,8.7,10.1%,BAL,16,2023
37,Dameon Pierce,3,6,2.0,4,0,0,1,2,10,10.0,0,0,1,8.6,8.6,28.0%,HOU,16,2023
38,Alvin Kamara,9,19,2.1,5,0,0,5,6,16,3.2,0,0,1,8.5,8.5,98.2%,NO,16,2023
39,Roschon Johnson,9,37,4.1,10,0,0,3,3,16,5.3,0,0,1,8.3,8.3,14.1%,CHI,16,2023
40,Clyde Edwards-Helaire,4,6,1.5,4,0,0,3,3,42,14.0,0,0,1,7.8,7.8,23.7%,KC,16,2023
41,Ty Chandler,8,17,2.1,6,0,1,0,0,0,0.0,0,0,1,7.7,7.7,60.9%,MIN,16,2023
42,AJ Dillon,7,12,1.7,3,0,1,0,0,0,0.0,0,0,1,7.2,7.2,35.2%,GB,16,2023
43,Samaje Perine,1,2,2.0,2,0,0,4,5,27,6.8,0,0,1,6.9,6.9,12.7%,DEN,16,2023
44,Kenneth Walker III,16,54,3.4,24,1,0,1,2,2,2.0,0,0,1,6.6,6.6,97.1%,SEA,16,2023
45,Travis Etienne Jr.,6,12,2.0,4,0,0,3,3,19,6.3,0,0,1,6.1,6.1,99.7%,JAC,16,2023
46,Tony Pollard,12,38,3.2,7,0,0,1,1,5,5.0,0,0,1,5.3,5.3,93.4%,TEN,16,2023
47,Cordarrelle Patterson,7,26,3.7,11,0,0,2,2,7,3.5,0,0,1,5.3,5.3,1.4%,PIT,16,2023
48,James Cook,20,70,3.5,10,0,0,0,0,0,0.0,0,1,1,5.0,5.0,97.8%,BUF,16,2023
49,Chase Brown,4,16,4.0,5,0,0,2,2,8,4.0,0,0,1,4.4,4.4,36.9%,CIN,16,2023
50,Israel Abanikanda,9,43,4.8,12,0,0,0,0,0,0.0,0,0,1,4.3,4.3,1.1%,NYJ,16,2023
51,De'Von Achane,7,24,3.4,9,0,0,1,3,7,7.0,0,0,1,4.1,4.1,95.6%,MIA,16,2023
52,Tyler Goodson,1,15,15.0,15,0,0,1,2,15,15.0,0,0,1,4.0,4.0,0.1%,IND,16,2023
53,Jeff Wilson Jr.,5,21,4.2,8,0,0,1,1,4,4.0,0,0,1,3.5,3.5,6.8%,MIA,16,2023
54,Alec Ingold,0,0,0.0,0,0,0,2,2,12,6.0,0,0,1,3.2,3.2,0.2%,MIA,16,2023
55,Chase Edmonds,10,25,2.5,6,0,0,0,0,0,0.0,0,0,1,2.5,2.5,0.8%,TB,16,2023
56,Jamaal Williams,2,8,4.0,4,0,0,1,1,5,5.0,0,0,1,2.3,2.3,10.3%,NO,16,2023
57,Pierre Strong Jr.,5,22,4.4,8,0,0,0,1,0,0.0,0,0,1,2.2,2.2,0.6%,CLE,16,2023
58,Ameer Abdullah,2,11,5.5,7,0,0,1,1,1,1.0,0,0,1,2.2,2.2,0.7%,LV,16,2023
59,Kevin Harris,7,21,3.0,6,0,0,0,0,0,0.0,0,0,1,2.1,2.1,0.2%,NE,16,2023
60,Hunter Luepke,2,3,1.5,2,0,0,1,1,8,8.0,0,0,1,2.1,2.1,0.1%,DAL,16,2023
61,Brandon Bolden,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,2.0,2.0,0.0%,FA,16,2023
62,Raheem Blackshear,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,2.0,2.0,0.1%,CAR,16,2023
63,Leonard Fournette,5,20,4.0,9,0,0,0,0,0,0.0,0,0,1,2.0,2.0,2.1%,FA,16,2023
64,Ronnie Rivers,6,20,3.3,10,0,0,0,0,0,0.0,0,0,1,2.0,2.0,0.6%,LAR,16,2023
65,Miles Sanders,3,3,1.0,3,0,0,1,2,5,5.0,0,0,1,1.8,1.8,23.3%,CAR,16,2023
66,C.J. Ham,0,0,0.0,0,0,0,1,1,6,6.0,0,0,1,1.6,1.6,0.1%,MIN,16,2023
67,Isaiah Spiller,2,1,0.5,1,0,0,1,1,4,4.0,0,0,1,1.5,1.5,0.9%,LAC,16,2023
68,Kyle Juszczyk,0,0,0.0,0,0,0,1,2,5,5.0,0,0,1,1.5,1.5,1.0%,SF,16,2023
69,Michael Burton,1,0,0.0,0,0,0,1,1,4,4.0,0,0,1,1.4,1.4,0.1%,DEN,16,2023
70,Matt Breida,0,0,0.0,0,0,0,1,1,3,3.0,0,0,1,1.3,1.3,1.1%,FA,16,2023
71,Patrick Taylor Jr.,3,4,1.3,2,0,0,1,1,-1,-1.0,0,0,1,1.3,1.3,2.0%,SF,16,2023
72,Zach Charbonnet,2,0,0.0,3,0,0,1,2,-4,-4.0,0,0,1,0.6,0.6,63.1%,SEA,16,2023
73,Dare Ogunbowale,1,6,6.0,6,0,0,0,3,0,0.0,0,0,1,0.6,0.6,0.3%,HOU,16,2023
74,Rico Dowdle,2,4,2.0,4,0,0,0,2,0,0.0,0,0,1,0.4,0.4,10.6%,DAL,16,2023
75,Trey Sermon,2,3,1.5,4,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.9%,IND,16,2023
76,D'Ernest Johnson,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,2.7%,JAC,16,2023
77,DeeJay Dallas,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.6%,ARI,16,2023
78,Darrynton Evans,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,BUF,16,2023
79,La'Mical Perine,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.2%,PIT,16,2023
80,Zack Moss,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,75.1%,CIN,16,2023
81,J.K. Dobbins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,43.4%,LAC,16,2023
82,Derrick Gore,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2023
83,J.J. Taylor,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,HOU,16,2023
84,Tony Jones Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ARI,16,2023
85,Salvon Ahmed,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,MIA,16,2023
86,Craig Reynolds,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.8%,DET,16,2023
87,James Robinson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,NO,16,2023
88,Mike Weber,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYG,16,2023
89,Travis Homer,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,CHI,16,2023
90,Trayveon Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.3%,CIN,16,2023
91,Khari Blasingame,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,CHI,16,2023
92,Andrew Beck,0,0,0.0,0,0,0,2,2,6,3.0,1,0,1,0.0,0.0,0.1%,HOU,16,2023
93,Jacob Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2023
94,JaMycal Hasty,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,NE,16,2023
95,Jaret Patterson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,LAC,16,2023
96,Reggie Gilliam,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,BUF,16,2023
97,Jonathan Ward,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,PIT,16,2023
98,Elijah Collins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CIN,16,2023
99,Brian Robinson Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,86.1%,WAS,16,2023
100,Jermar Jefferson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,DET,16,2023
101,Trey Benson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,52.1%,ARI,16,2023
102,Keaton Mitchell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,17.6%,BAL,16,2023
103,Xazavian Valladay,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYJ,16,2023
104,Kenny McIntosh,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%,SEA,16,2023
105,Dylan McDuffie,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,GB,16,2023
106,Evan Hull,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%,IND,16,2023
107,DeWayne McBride,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,MIN,16,2023
108,Jack Colletto,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PIT,16,2023
109,Elijah Dotson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,LAC,16,2023
110,Lew Nichols III,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PHI,16,2023
111,Carlos Washington Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ATL,16,2023
112,Brittain Brown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,LV,16,2023
113,Jabari Small,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TEN,16,2023
114,Kendre Miller,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,9.8%,NO,16,2023
115,Zonovan Knight,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,DET,16,2023
116,Troy Hairston II,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,HOU,16,2023
117,Aaron Shampklin,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PIT,16,2023
118,Tyreik McAllister,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,LV,16,2023
119,Julius Chestnut,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%,TEN,16,2023
120,Henry Pearson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,GB,16,2023
121,Jaden Shirden,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CAR,16,2023
122,Louis Rees-Zammit,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%,KC,16,2023
123,Aidan Robbins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CLE,16,2023
124,Austin Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,WAS,16,2023
125,Deshaun Fenwick,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NE,16,2023
126,Isaac Guerendo,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,SF,16,2023
127,Blake Watson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,DEN,16,2023
128,Michael Wiley,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,WAS,16,2023
129,Carson Steele,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,KC,16,2023
130,Kimani Vidal,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.7%,LAC,16,2023
131,Ramon Jefferson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TB,16,2023
132,Emani Bailey,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,KC,16,2023
133,Jawhar Jordan,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,HOU,16,2023
134,Sione Vaki,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,DET,16,2023
135,Dillon Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TEN,16,2023
136,Cody Schrader,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SF,16,2023
137,Dante Miller,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,NYG,16,2023
138,Jacob Kibodi,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NO,16,2023
139,Ray Davis,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,2.4%,BUF,16,2023
140,Justin Strong,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,IND,16,2023
141,Anthony Grant,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TB,16,2023
142,Michael Herzog,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,DET,16,2023
143,Lorenzo Lingard,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,JAC,16,2023
144,Jalen Jackson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,JAC,16,2023
145,Trent Pennix,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,IND,16,2023
146,British Brooks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,HOU,16,2023
147,Colson Yankoff,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,WAS,16,2023
148,Jarveon Howard,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,GB,16,2023
149,Kobe Lewis,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SEA,16,2023
150,Ian Wheeler,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CHI,16,2023
151,Nathaniel Peat,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,DAL,16,2023
152,Jordan Terrell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TEN,16,2023
153,Chris Collier,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,BAL,16,2023
154,Sam Schnee,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TEN,16,2023
155,Dylan Laube,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.7%,LV,16,2023
156,Jonathon Brooks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,83.1%,CAR,16,2023
157,Chris Brooks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,MIA,16,2023
158,Isaiah Davis,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%,NYJ,16,2023
159,Ellis Merriweather,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,GB,16,2023
160,Emanuel Wilson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,GB,16,2023
161,Owen Wright,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,BAL,16,2023
162,Jordan Mims,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NO,16,2023
163,Deneric Prince,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,KC,16,2023
164,Zavier Scott,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,IND,16,2023
165,Robert Burns,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ATL,16,2023
166,Jacob Saylors,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYG,16,2023
167,Frank Gore Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,BUF,16,2023
168,Bucky Irving,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.7%,TB,16,2023
169,Jaylen Wright,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,6.1%,MIA,16,2023
170,Daijun Edwards,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PIT,16,2023
171,Rasheen Ali,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.5%,BAL,16,2023
172,Jashaun Corbin,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYG,16,2023
173,Deuce Vaughn,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.5%,DAL,16,2023
174,Tyrone Tracy Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,2.7%,NYG,16,2023
175,Jordan Mason,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,2.3%,SF,16,2023
176,Kendall Milton,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PHI,16,2023
177,Will Shipley,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.2%,PHI,16,2023
178,George Holani,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SEA,16,2023
179,D.J. Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TB,16,2023
180,Tank Bigsby,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.9%,JAC,16,2023
181,Tyrion Davis-Price,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,PHI,16,2023
182,Ricky Person Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SEA,16,2023
183,Eric Gray,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.7%,NYG,16,2023
184,Steele Chambers,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NE,16,2023
185,Audric Estime,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.1%,DEN,16,2023
186,Snoop Conner,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,DAL,16,2023
187,Blake Corum,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,50.2%,LAR,16,2023
188,Ty Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,BUF,16,2023
189,Keilan Robinson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,JAC,16,2023
190,Jase McClellan,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%,ATL,16,2023
