Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Christian McCaffrey,20,106,5.3,18,0,3,7,8,71,10.1,1,0,1,48.7,48.7,100.0%,SF,4,2023
2,David Montgomery,32,121,3.8,16,0,3,2,2,20,10.0,0,0,1,34.1,34.1,93.2%,DET,4,2023
3,Josh Jacobs,17,58,3.4,9,0,1,8,11,81,10.1,0,0,1,27.9,27.9,97.3%,GB,4,2023
4,Kyren Williams,25,103,4.1,20,1,2,3,3,24,8.0,0,0,1,27.7,27.7,96.2%,LAR,4,2023
5,De'Von Achane,8,101,12.6,55,4,2,3,5,19,6.3,0,0,1,27.0,27.0,95.6%,MIA,4,2023
6,Isiah Pacheco,20,115,5.8,48,3,1,3,3,43,14.3,0,0,1,24.8,24.8,97.8%,KC,4,2023
7,Derrick Henry,22,122,5.5,29,1,1,1,1,11,11.0,0,0,1,24.4,24.4,99.3%,BAL,4,2023
8,Khalil Herbert,18,103,5.7,24,2,0,4,5,19,4.8,1,0,1,22.2,22.2,29.6%,CHI,4,2023
9,Alvin Kamara,11,51,4.6,13,0,0,13,14,33,2.5,0,0,1,21.4,21.4,98.2%,NO,4,2023
10,Jaleel McLaughlin,7,72,10.3,31,2,0,3,3,32,10.7,1,0,1,19.4,19.4,9.9%,DEN,4,2023
11,Bijan Robinson,14,105,7.5,38,3,0,5,5,32,6.4,0,0,1,18.7,18.7,99.9%,ATL,4,2023
12,D'Andre Swift,14,56,4.0,8,0,1,4,4,23,5.8,0,0,1,17.9,17.9,93.8%,CHI,4,2023
13,James Cook,12,29,2.4,8,0,1,1,1,48,48.0,0,0,1,14.7,14.7,97.8%,BUF,4,2023
14,Kenneth Walker III,17,79,4.6,31,2,1,0,0,0,0.0,0,0,1,13.9,13.9,97.1%,SEA,4,2023
15,Brian Robinson Jr.,14,45,3.2,15,0,1,2,2,6,3.0,0,0,1,13.1,13.1,86.1%,WAS,4,2023
