Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
17,Samaje Perine,7,55,7.9,24,1,1,1,1,11,11.0,0,0,1,13.6,13.6,12.7%,DEN,12,2023
18,Devin Singletary,6,18,3.0,14,0,0,6,7,54,9.0,0,0,1,13.2,13.2,83.7%,NYG,12,2023
19,Rachaad White,15,100,6.7,38,2,0,2,2,10,5.0,0,0,1,13.0,13.0,97.5%,TB,12,2023
20,Travis Etienne Jr.,20,56,2.8,20,1,0,4,6,30,7.5,0,0,1,12.6,12.6,99.7%,JAC,12,2023
21,Roschon Johnson,10,35,3.5,7,0,0,5,5,40,8.0,0,0,1,12.5,12.5,14.1%,CHI,12,2023
22,Jerome Ford,9,65,7.2,19,0,0,4,7,14,3.5,0,0,1,11.9,11.9,79.9%,CLE,12,2023
23,Breece Hall,7,25,3.6,11,0,0,7,9,24,3.4,0,0,1,11.9,11.9,98.9%,NYJ,12,2023
24,Jahmyr Gibbs,11,54,4.9,23,1,0,4,8,19,4.8,0,0,1,11.3,11.3,99.3%,DET,12,2023
25,AJ Dillon,14,43,3.1,17,0,0,3,3,38,12.7,0,0,1,11.1,11.1,35.2%,GB,12,2023
26,Keaton Mitchell,9,64,7.1,29,1,0,2,2,25,12.5,0,0,1,10.9,10.9,17.6%,BAL,12,2023
27,Jeff Wilson Jr.,11,56,5.1,14,0,0,3,3,17,5.7,0,0,1,10.3,10.3,6.8%,MIA,12,2023
28,Javonte Williams,18,65,3.6,15,0,0,3,6,6,2.0,0,0,1,10.1,10.1,89.1%,DEN,12,2023
29,Zach Charbonnet,14,47,3.4,10,0,0,4,4,11,2.8,0,0,1,9.8,9.8,63.1%,SEA,12,2023
30,Rico Dowdle,3,11,3.7,7,0,0,1,1,15,15.0,1,0,1,9.6,9.6,10.6%,DAL,12,2023
31,D'Andre Swift,14,80,5.7,36,2,0,1,1,4,4.0,0,0,1,9.4,9.4,93.8%,CHI,12,2023
32,Austin Ekeler,10,32,3.2,6,0,0,5,6,32,6.4,0,1,1,9.4,9.4,93.1%,WAS,12,2023
33,Zack Moss,8,55,6.9,16,0,0,2,3,15,7.5,0,0,1,9.0,9.0,75.1%,CIN,12,2023
34,Brian Robinson Jr.,15,53,3.5,14,0,0,2,3,11,5.5,0,0,1,8.4,8.4,86.1%,WAS,12,2023
35,Alexander Mattison,10,52,5.2,21,1,0,2,2,11,5.5,0,0,1,8.3,8.3,41.3%,LV,12,2023
36,Joe Mixon,8,16,2.0,4,0,0,2,2,44,22.0,0,0,1,8.0,8.0,99.1%,HOU,12,2023
37,Latavius Murray,9,30,3.3,13,0,0,3,5,18,6.0,0,0,1,7.8,7.8,7.6%,FA,12,2023
38,Michael Carter,4,19,4.8,7,0,0,4,4,15,3.8,0,0,1,7.4,7.4,1.3%,ARI,12,2023
39,Ezekiel Elliott,9,46,5.1,13,0,0,2,2,6,3.0,0,0,1,7.2,7.2,78.1%,DAL,12,2023
40,James Conner,6,27,4.5,14,0,0,4,5,5,1.3,0,0,1,7.2,7.2,91.7%,ARI,12,2023
41,Jaylen Warren,13,49,3.8,9,0,0,3,3,13,4.3,0,1,1,7.2,7.2,84.7%,PIT,12,2023
42,D'Ernest Johnson,7,19,2.7,7,0,0,1,2,42,42.0,0,0,1,7.1,7.1,2.7%,JAC,12,2023
43,Antonio Gibson,6,21,3.5,6,0,0,3,4,16,5.3,0,0,1,6.7,6.7,53.3%,NE,12,2023
44,Tyler Allgeier,10,64,6.4,14,0,0,0,0,0,0.0,0,0,1,6.4,6.4,48.6%,ATL,12,2023
45,Saquon Barkley,12,46,3.8,19,0,0,1,3,6,6.0,0,0,1,6.2,6.2,100.0%,PHI,12,2023
46,Khalil Herbert,6,24,4.0,8,0,0,2,2,14,7.0,0,0,1,5.8,5.8,29.6%,CHI,12,2023
47,Kenneth Gainwell,2,26,13.0,23,1,0,2,3,10,5.0,0,0,1,5.6,5.6,14.8%,PHI,12,2023
48,Gus Edwards,8,26,3.3,5,0,0,1,1,11,11.0,0,0,1,4.7,4.7,80.8%,LAC,12,2023
49,Elijah Mitchell,7,39,5.6,13,0,0,1,1,-3,-3.0,0,0,1,4.6,4.6,8.9%,SF,12,2023
50,Cordarrelle Patterson,8,43,5.4,12,0,0,0,0,0,0.0,0,0,1,4.3,4.3,1.4%,PIT,12,2023
51,Dalvin Cook,1,2,2.0,2,0,0,2,3,19,9.5,0,0,1,4.1,4.1,9.5%,FA,12,2023
52,Joshua Kelley,3,8,2.7,3,0,0,2,2,6,3.0,0,0,1,3.4,3.4,6.6%,FA,12,2023
53,Justice Hill,5,31,6.2,18,0,0,0,1,0,0.0,0,0,1,3.1,3.1,10.1%,BAL,12,2023
54,Jamaal Williams,2,6,3.0,3,0,0,2,2,4,2.0,0,0,1,3.0,3.0,10.3%,NO,12,2023
55,Miles Sanders,15,28,1.9,15,0,0,0,1,0,0.0,0,0,1,2.8,2.8,23.3%,CAR,12,2023
56,Dameon Pierce,5,14,2.8,4,0,0,1,1,4,4.0,0,0,1,2.8,2.8,28.0%,HOU,12,2023
57,Matt Breida,2,6,3.0,6,0,0,1,1,10,10.0,0,0,1,2.6,2.6,1.1%,FA,12,2023
58,Patrick Taylor Jr.,3,11,3.7,5,0,0,1,1,4,4.0,0,0,1,2.5,2.5,2.0%,SF,12,2023
59,C.J. Ham,0,0,0.0,0,0,0,2,3,3,1.5,0,0,1,2.3,2.3,0.1%,MIN,12,2023
60,Ameer Abdullah,1,11,11.0,11,0,0,1,1,2,2.0,0,0,1,2.3,2.3,0.7%,LV,12,2023
61,Kareem Hunt,7,22,3.1,7,0,0,0,0,0,0.0,0,0,1,2.2,2.2,27.3%,FA,12,2023
62,Chris Rodriguez Jr.,4,21,5.3,13,0,0,0,0,0,0.0,0,0,1,2.1,2.1,1.3%,WAS,12,2023
63,Ty Chandler,4,8,2.0,6,0,0,1,2,3,3.0,0,0,1,2.1,2.1,60.9%,MIN,12,2023
64,Ty Johnson,6,19,3.2,9,0,0,0,0,0,0.0,0,0,1,1.9,1.9,0.6%,BUF,12,2023
65,Tyjae Spears,2,6,3.0,8,0,0,1,3,1,1.0,0,0,1,1.7,1.7,64.7%,TEN,12,2023
66,Darrynton Evans,2,16,8.0,13,0,0,0,0,0,0.0,0,0,1,1.6,1.6,0.1%,BUF,12,2023
67,Nick Bawden,0,0,0.0,0,0,0,1,1,6,6.0,0,0,1,1.6,1.6,0.0%,NYJ,12,2023
68,Keith Smith,0,0,0.0,0,0,0,1,1,6,6.0,0,0,1,1.6,1.6,0.0%,FA,12,2023
69,Emari Demercado,3,15,5.0,9,0,0,0,0,0,0.0,0,0,1,1.5,1.5,2.2%,ARI,12,2023
70,Boston Scott,2,14,7.0,10,0,0,0,1,0,0.0,0,0,1,1.4,1.4,0.1%,LAR,12,2023
71,Chase Edmonds,1,11,11.0,11,0,0,0,1,0,0.0,0,0,1,1.1,1.1,0.8%,TB,12,2023
72,Zach Evans,3,6,2.0,5,0,0,0,0,0,0.0,0,0,1,0.6,0.6,0.7%,LAR,12,2023
73,Tank Bigsby,1,6,6.0,6,0,0,0,0,0,0.0,0,0,1,0.6,0.6,3.9%,JAC,12,2023
74,Clyde Edwards-Helaire,3,5,1.7,5,0,0,0,0,0,0.0,0,0,1,0.5,0.5,23.7%,KC,12,2023
75,DeeJay Dallas,2,10,5.0,7,0,0,1,1,5,5.0,0,1,1,0.5,0.5,0.6%,ARI,12,2023
76,Jaleel McLaughlin,2,4,2.0,6,0,0,0,0,0,0.0,0,0,1,0.4,0.4,9.9%,DEN,12,2023
77,Trey Sermon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.9%,IND,12,2023
78,La'Mical Perine,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.2%,PIT,12,2023
79,J.K. Dobbins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,43.4%,LAC,12,2023
80,J.J. Taylor,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,HOU,12,2023
81,Salvon Ahmed,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,MIA,12,2023
82,Craig Reynolds,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.8%,DET,12,2023
83,James Robinson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,NO,12,2023
84,JaMycal Hasty,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,NE,12,2023
85,Tony Jones Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ARI,12,2023
86,Trayveon Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.3%,CIN,12,2023
87,Mike Weber,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYG,12,2023
88,Travis Homer,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,CHI,12,2023
89,Alec Ingold,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.2%,MIA,12,2023
90,Khari Blasingame,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,CHI,12,2023
91,Andrew Beck,0,0,0.0,0,0,0,1,1,1,1.0,0,0,1,0.0,0.0,0.1%,HOU,12,2023
92,Jaret Patterson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,LAC,12,2023
93,Jonathan Ward,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PIT,12,2023
94,Reggie Gilliam,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,BUF,12,2023
95,Elijah Collins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CIN,12,2023
96,Raheem Blackshear,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,CAR,12,2023
97,Zamir White,1,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,74.1%,LV,12,2023
98,Jermar Jefferson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,DET,12,2023
99,Trey Benson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,52.1%,ARI,12,2023
100,Xazavian Valladay,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYJ,12,2023
101,Kenny McIntosh,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%,SEA,12,2023
102,Dylan McDuffie,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,GB,12,2023
103,Evan Hull,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%,IND,12,2023
104,Chase Brown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,36.9%,CIN,12,2023
105,DeWayne McBride,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,MIN,12,2023
106,Jack Colletto,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PIT,12,2023
107,Elijah Dotson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,LAC,12,2023
108,Lew Nichols III,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PHI,12,2023
109,Carlos Washington Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ATL,12,2023
110,Brittain Brown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,LV,12,2023
111,Jabari Small,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TEN,12,2023
112,Kendre Miller,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,9.8%,NO,12,2023
113,Zonovan Knight,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,DET,12,2023
114,Troy Hairston II,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,HOU,12,2023
115,Aaron Shampklin,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PIT,12,2023
116,Tyreik McAllister,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,LV,12,2023
117,Julius Chestnut,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%,TEN,12,2023
118,Henry Pearson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,GB,12,2023
119,Kimani Vidal,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.7%,LAC,12,2023
120,Louis Rees-Zammit,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%,KC,12,2023
121,Aidan Robbins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CLE,12,2023
122,Austin Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,WAS,12,2023
123,Deshaun Fenwick,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NE,12,2023
124,Isaac Guerendo,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,SF,12,2023
125,Blake Watson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,DEN,12,2023
126,Michael Wiley,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,WAS,12,2023
127,Carson Steele,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,KC,12,2023
128,Jaden Shirden,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CAR,12,2023
129,Emani Bailey,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,KC,12,2023
130,Ramon Jefferson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TB,12,2023
131,Jawhar Jordan,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,HOU,12,2023
132,Sione Vaki,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,DET,12,2023
133,Dillon Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TEN,12,2023
134,Cody Schrader,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SF,12,2023
135,Dylan Laube,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.7%,LV,12,2023
136,Dante Miller,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,NYG,12,2023
137,Jacob Kibodi,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NO,12,2023
138,Jonathon Brooks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,83.1%,CAR,12,2023
139,Justin Strong,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,IND,12,2023
140,Anthony Grant,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TB,12,2023
141,Michael Herzog,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,DET,12,2023
142,Lorenzo Lingard,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,JAC,12,2023
143,Jalen Jackson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,JAC,12,2023
144,Trent Pennix,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,IND,12,2023
145,British Brooks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,HOU,12,2023
146,Colson Yankoff,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,WAS,12,2023
147,Jarveon Howard,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,GB,12,2023
148,Kobe Lewis,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SEA,12,2023
149,Ian Wheeler,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CHI,12,2023
150,Nathaniel Peat,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,DAL,12,2023
151,Jordan Terrell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TEN,12,2023
152,Chris Collier,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,BAL,12,2023
153,Sam Schnee,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TEN,12,2023
154,Ray Davis,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,2.4%,BUF,12,2023
155,Chris Brooks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,MIA,12,2023
156,Hunter Luepke,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,DAL,12,2023
157,Ellis Merriweather,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,GB,12,2023
158,Emanuel Wilson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,GB,12,2023
159,Owen Wright,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,BAL,12,2023
160,Jordan Mims,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NO,12,2023
161,Deneric Prince,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,KC,12,2023
162,Zavier Scott,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,IND,12,2023
163,Robert Burns,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ATL,12,2023
164,Jacob Saylors,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYG,12,2023
165,Isaiah Davis,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%,NYJ,12,2023
166,Frank Gore Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,BUF,12,2023
167,Jaylen Wright,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,6.1%,MIA,12,2023
168,Daijun Edwards,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PIT,12,2023
169,Rasheen Ali,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.5%,BAL,12,2023
170,Bucky Irving,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.7%,TB,12,2023
171,Israel Abanikanda,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.1%,NYJ,12,2023
172,Tyrion Davis-Price,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,PHI,12,2023
173,Deuce Vaughn,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.5%,DAL,12,2023
174,Tyrone Tracy Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,2.7%,NYG,12,2023
175,Tyler Goodson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,IND,12,2023
176,Jordan Mason,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,2.3%,SF,12,2023
177,Kendall Milton,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PHI,12,2023
178,Jashaun Corbin,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYG,12,2023
179,Will Shipley,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.2%,PHI,12,2023
180,George Holani,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SEA,12,2023
181,Noah Cain,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CIN,12,2023
182,Eric Gray,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.7%,NYG,12,2023
183,Steele Chambers,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NE,12,2023
184,Audric Estime,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.1%,DEN,12,2023
185,Blake Corum,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,50.2%,LAR,12,2023
186,Ricky Person Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SEA,12,2023
187,Snoop Conner,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,DAL,12,2023
188,Kenneth Walker III,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,97.1%,SEA,12,2023
189,D.J. Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TB,12,2023
190,Keilan Robinson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,JAC,12,2023
191,Jase McClellan,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%,ATL,12,2023
192,Chris Evans,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%,CIN,12,2023
193,Javian Hawkins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TEN,12,2023
194,Zander Horvath,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NO,12,2023
195,Tyler Badie,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,DEN,12,2023
196,Hassan Haskins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,TEN,12,2023
197,Sean Tucker,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%,TB,12,2023
198,Ronnie Rivers,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,LAR,12,2023
199,Braelon Allen,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,2.2%,NYJ,12,2023
200,Malik Davis,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.4%,DAL,12,2023
201,Pierre Strong Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,CLE,12,2023
202,Sincere McCormick,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,LV,12,2023
203,Keaontay Ingram,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.2%,KC,12,2023
204,Isaiah Spiller,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.9%,LAC,12,2023
205,De'Von Achane,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,95.6%,MIA,12,2023
206,MarShawn Lloyd,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,13.1%,GB,12,2023
207,Kevin Harris,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%,NE,12,2023
208,Adam Prentice,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,NO,12,2023
209,Jake Funk,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,DET,12,2023
210,Ben Mason,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,LAC,12,2023
211,Avery Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,ATL,12,2023
212,Kene Nwangwu,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.2%,MIN,12,2023
213,Nick Bellore,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,7.0%,FA,12,2023
214,Jay Finley,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CIN,12,2023
215,Shane Bannon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,KC,12,2023
216,Kyle Juszczyk,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,1.0%,SF,12,2023
217,Kenny Irons,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CIN,12,2023
218,Anthony Alridge,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,WAS,12,2023
219,Chad Simpson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,WAS,12,2023
220,Dantrell Savage,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CAR,12,2023
221,Xavier Omon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SF,12,2023
