Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Brian Robinson Jr.,18,87,4.8,27,1,2,2,3,42,21.0,0,0,1,28.9,28.9,86.1%,WAS,2,2023
2,Kyren Williams,14,52,3.7,8,0,1,6,10,48,8.0,1,0,1,28.0,28.0,96.2%,LAR,2,2023
3,Saquon Barkley,17,63,3.7,16,0,1,6,7,29,4.8,1,0,1,27.2,27.2,100.0%,PHI,2,2023
4,D'Andre Swift,28,175,6.3,43,3,1,3,3,6,2.0,0,0,1,27.1,27.1,93.8%,CHI,2,2023
5,Raheem Mostert,18,121,6.7,43,3,2,1,1,6,6.0,0,0,1,25.7,25.7,91.5%,MIA,2,2023
6,Jerome Ford,16,106,6.6,69,4,0,3,4,25,8.3,1,0,1,24.1,24.1,79.9%,CLE,2,2023
7,Christian McCaffrey,20,116,5.8,51,4,1,3,3,19,6.3,0,0,1,22.5,22.5,100.0%,SF,2,2023
8,Rachaad White,17,73,4.3,13,0,1,5,5,30,6.0,0,0,1,21.3,21.3,97.5%,TB,2,2023
9,Bijan Robinson,19,124,6.5,19,0,0,4,5,48,12.0,0,0,1,21.2,21.2,99.9%,ATL,2,2023
10,Zack Moss,18,88,4.9,11,0,1,4,4,19,4.8,0,0,1,20.7,20.7,75.1%,CIN,2,2023
11,Tony Pollard,25,72,2.9,23,1,0,7,8,37,5.3,0,0,1,19.9,19.9,93.4%,TEN,2,2023
12,James Cook,17,123,7.2,36,2,0,4,4,36,9.0,0,0,1,19.9,19.9,97.8%,BUF,2,2023
13,Derrick Henry,25,80,3.2,23,1,1,3,4,15,5.0,0,0,1,18.5,18.5,99.3%,BAL,2,2023
14,Kenneth Walker III,17,43,2.5,14,0,2,1,2,11,11.0,0,0,1,18.4,18.4,97.1%,SEA,2,2023
15,James Conner,23,106,4.6,22,2,1,0,1,0,0.0,0,0,1,16.6,16.6,91.7%,ARI,2,2023
16,Tony Jones Jr.,12,34,2.8,6,0,2,0,2,0,0.0,0,0,1,15.4,15.4,0.0%,ARI,2,2023
17,Rhamondre Stevenson,15,50,3.3,12,0,1,3,3,10,3.3,0,0,1,15.0,15.0,84.5%,NE,2,2023
18,Joe Mixon,13,59,4.5,14,0,0,4,5,36,9.0,0,0,1,13.5,13.5,99.1%,HOU,2,2023
19,Jaylen Warren,6,20,3.3,8,0,0,4,6,66,16.5,0,0,1,12.6,12.6,84.7%,PIT,2,2023
20,Jahmyr Gibbs,7,17,2.4,8,0,0,7,9,39,5.6,0,0,1,12.6,12.6,99.3%,DET,2,2023
