Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jamal Adams,10,1,1.0,0,0,1,0,0,1,23.8,23.8,3.5%,FA,13,2018
2,Marshon Lattimore,9,1,0.0,0,0,1,1,0,1,22.3,22.3,6.0%,NO,13,2018
3,Andrew Adams,1,0,0.0,3,3,0,0,0,1,21.0,21.0,4.0%,FA,13,2018
4,B.W. Webb,9,0,0.0,1,0,1,0,0,1,19.0,19.0,0.0%,FA,13,2018
5,Fabian Moreau,7,2,0.0,2,0,1,0,0,1,19.0,19.0,0.0%,FA,13,2018
6,Ibraheim Campbell,8,0,0.0,0,0,1,0,0,1,18.5,18.5,0.0%,FA,13,2018
7,Justin Simmons,7,2,0.0,1,1,0,0,0,1,18.5,18.5,11.3%,FA,13,2018
8,Xavien Howard,3,1,0.0,2,2,0,0,0,1,18.3,18.3,1.3%,FA,13,2018
9,Desmond King II,9,1,0.0,2,0,0,0,0,1,17.3,17.3,12.8%,HOU,13,2018
10,Grant Haley,8,0,0.0,0,0,0,0,0,1,17.0,17.0,0.0%,FA,13,2018
11,Trumaine Johnson,3,0,0.0,1,1,0,0,1,1,17.0,17.0,0.0%,FA,13,2018
12,Terrell Edmunds,5,2,1.0,1,0,0,0,0,1,17.0,17.0,1.1%,JAC,13,2018
13,Javien Elliott,5,0,0.0,1,1,0,0,0,1,16.5,16.5,0.0%,FA,13,2018
14,John Johnson III,10,2,0.0,0,0,0,0,0,1,16.5,16.5,0.0%,FA,13,2018
15,Quandre Diggs,5,1,0.0,2,1,0,0,0,1,16.3,16.3,2.9%,FA,13,2018
16,Malcolm Butler,3,3,0.0,1,1,0,0,0,1,15.8,15.8,0.0%,FA,13,2018
17,Kendall Fuller,7,1,0.0,0,0,1,0,0,1,15.3,15.3,7.2%,MIA,13,2018
18,Bobby McCain,4,0,1.0,0,0,0,0,0,1,15.0,15.0,0.0%,FA,13,2018
19,Antoine Bethea,8,2,0.0,1,0,0,0,0,1,15.0,15.0,28.0%,FA,13,2018
20,Shawn Williams,7,2,0.0,0,0,0,0,0,1,14.5,14.5,10.0%,FA,13,2018
21,Orlando Scandrick,8,1,0.0,1,0,0,0,0,1,14.3,14.3,0.0%,FA,13,2018
22,D.J. Hayden,4,0,0.0,2,1,0,0,0,1,14.0,14.0,0.0%,FA,13,2018
23,Derwin James Jr.,2,1,0.0,3,1,0,0,0,1,13.3,13.3,75.7%,LAC,13,2018
24,Anthony Brown,2,1,1.0,2,0,0,0,0,1,13.3,13.3,0.0%,FA,13,2018
25,Bradley McDougald,8,1,0.0,0,0,0,0,0,1,12.8,12.8,0.0%,FA,13,2018
26,Sean Davis,6,3,0.0,1,0,0,0,0,1,12.8,12.8,0.0%,FA,13,2018
27,Josh Jones,4,0,1.0,0,0,0,0,0,1,12.5,12.5,0.0%,FA,13,2018
28,Justin Reid,3,1,0.0,2,0,1,0,0,1,12.3,12.3,33.2%,KC,13,2018
29,Aaron Colvin,5,1,0.0,0,0,0,1,0,1,12.3,12.3,0.0%,FA,13,2018
30,Rasul Douglas,6,1,0.0,0,0,0,0,0,1,12.3,12.3,8.7%,BUF,13,2018
31,T.J. Carrie,6,2,0.0,1,0,0,0,0,1,12.0,12.0,1.0%,FA,13,2018
32,Captain Munnerlyn,7,0,0.0,1,0,0,0,0,1,12.0,12.0,0.0%,FA,13,2018
33,Jalen Ramsey,6,0,0.0,2,0,0,0,0,1,12.0,12.0,18.5%,MIA,13,2018
34,Micah Hyde,3,1,0.0,1,1,0,0,0,1,11.8,11.8,1.3%,FA,13,2018
35,Justin Coleman,5,1,0.5,1,0,0,0,0,1,11.8,11.8,0.0%,FA,13,2018
36,Kyle Fuller,1,1,0.0,3,1,0,0,0,1,11.8,11.8,0.0%,FA,13,2018
37,Damarious Randall,7,1,0.0,0,0,0,0,0,1,11.3,11.3,0.0%,FA,13,2018
38,Pierre Desir,6,2,0.0,0,0,0,0,0,1,10.5,10.5,0.0%,FA,13,2018
