Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Shawn Williams,10,3,0.0,1,1,0,0,0,1,23.8,23.8,10.0%,FA,7,2018
2,Darryl Roberts,10,1,0.0,2,0,0,0,0,1,23.8,23.8,0.0%,FA,7,2018
3,Mike Mitchell,7,0,0.0,1,1,1,0,0,1,21.0,21.0,0.0%,FA,7,2018
4,Chris Harris Jr.,5,1,0.0,1,1,0,0,1,1,20.8,20.8,0.0%,FA,7,2018
5,Tyrann Mathieu,4,1,1.0,1,1,0,0,0,1,19.8,19.8,9.9%,NO,7,2018
6,Jamal Adams,6,3,0.0,0,0,0,0,0,1,18.8,18.8,3.5%,FA,7,2018
7,Damarious Randall,11,1,0.0,0,0,0,0,0,1,17.3,17.3,0.0%,FA,7,2018
8,Kenny Moore II,5,2,0.0,2,1,0,0,0,1,17.0,17.0,29.4%,IND,7,2018
9,Briean Boddy-Calhoun,10,0,0.0,1,0,0,0,0,1,16.5,16.5,0.0%,FA,7,2018
10,Kyle Fuller,5,0,0.0,2,1,0,0,0,1,15.5,15.5,0.0%,FA,7,2018
11,Janoris Jenkins,5,0,0.0,1,0,1,0,0,1,15.5,15.5,1.0%,FA,7,2018
12,Patrick Peterson,6,0,0.0,1,1,0,0,0,1,15.5,15.5,0.8%,FA,7,2018
13,Harrison Smith,4,1,0.0,2,1,0,0,0,1,14.8,14.8,18.5%,MIN,7,2018
14,Jessie Bates III,7,5,0.0,0,0,0,0,0,1,14.3,14.3,68.8%,ATL,7,2018
15,Bradley Roby,2,0,0.0,4,1,0,0,0,1,14.0,14.0,0.0%,FA,7,2018
16,Ron Parker,1,0,0.0,1,1,0,0,1,1,14.0,14.0,0.0%,FA,7,2018
17,D.J. Swearinger Sr.,3,1,0.0,0,0,1,1,0,1,13.3,13.3,0.0%,FA,7,2018
18,Trae Waynes,0,3,0.0,4,1,0,0,0,1,13.3,13.3,0.0%,FA,7,2018
19,Taron Johnson,7,0,0.0,0,0,0,0,0,1,13.0,13.0,31.2%,BUF,7,2018
20,Jabrill Peppers,7,1,0.0,1,0,0,0,0,1,12.8,12.8,10.3%,NE,7,2018
21,Troy Hill,4,0,0.0,1,1,0,0,0,1,12.5,12.5,2.4%,CAR,7,2018
22,Budda Baker,5,3,0.0,0,0,0,0,0,1,12.3,12.3,36.4%,ARI,7,2018
23,Jaquiski Tartt,6,1,0.0,0,0,0,0,0,1,12.3,12.3,0.0%,FA,7,2018
24,Johnathan Joseph,7,0,0.0,1,0,0,0,0,1,12.0,12.0,0.0%,FA,7,2018
25,Patrick Chung,7,0,0.0,1,0,0,0,0,1,12.0,12.0,0.0%,FA,7,2018
26,Malcolm Jenkins,5,2,0.0,2,0,0,0,0,1,12.0,12.0,15.0%,FA,7,2018
27,Josh Norman,5,0,0.0,0,0,1,0,0,1,11.5,11.5,3.0%,FA,7,2018
28,Bene' Benwikere,5,0,0.0,1,0,0,0,0,1,11.5,11.5,0.0%,FA,7,2018
29,Eli Apple,5,0,0.0,0,0,0,1,0,1,11.5,11.5,0.0%,FA,7,2018
30,Denzel Ward,4,0,0.0,2,0,0,0,0,1,11.5,11.5,5.3%,CLE,7,2018
31,Eric Reid,6,3,0.0,0,0,0,0,0,1,11.3,11.3,0.0%,FA,7,2018
32,Desmond Trufant,7,1,0.0,0,0,0,0,0,1,11.3,11.3,0.0%,FA,7,2018
33,Landon Collins,7,1,0.0,0,0,0,0,0,1,11.3,11.3,0.0%,FA,7,2018
34,Desmond King II,6,1,0.0,1,0,0,0,0,1,11.3,11.3,12.8%,HOU,7,2018
35,Holton Hill,2,0,0.0,2,1,0,0,0,1,11.0,11.0,0.0%,FA,7,2018
36,Adrian Phillips,4,1,0.0,1,0,0,0,0,1,10.8,10.8,0.6%,FA,7,2018
37,Parry Nickerson,5,1,0.0,0,0,0,0,0,1,10.8,10.8,0.0%,PHI,7,2018
38,Ken Crawley,6,0,0.0,1,0,0,0,0,1,10.5,10.5,0.0%,FA,7,2018
39,Logan Ryan,5,0,0.0,2,0,0,0,0,1,10.5,10.5,1.3%,FA,7,2018
40,Ronald Darby,4,0,0.0,3,0,0,0,0,1,10.5,10.5,2.2%,JAC,7,2018
41,Antoine Bethea,6,2,0.0,0,0,0,0,0,1,10.5,10.5,28.0%,FA,7,2018
42,T.J. McDonald,6,2,0.0,0,0,0,0,0,1,10.5,10.5,0.0%,FA,7,2018
43,Ronnie Harrison Jr.,4,2,0.0,0,0,0,0,0,1,10.0,10.0,0.6%,IND,7,2018
44,T.J. Carrie,4,0,0.0,0,0,1,0,0,1,10.0,10.0,1.0%,FA,7,2018
45,Damontae Kazee,3,2,0.0,1,0,0,0,0,1,10.0,10.0,1.2%,PIT,7,2018
46,Justin Simmons,6,1,0.0,0,0,0,0,0,1,9.8,9.8,11.3%,FA,7,2018
47,Mike Adams,3,3,0.0,2,0,0,0,0,1,9.8,9.8,0.4%,FA,7,2018
48,Derwin James Jr.,5,3,0.0,0,0,0,0,0,1,9.8,9.8,75.7%,LAC,7,2018
49,Curtis Riley,6,1,0.0,0,0,0,0,0,1,9.8,9.8,0.0%,FA,7,2018
50,Orlando Scandrick,5,1,0.0,1,0,0,0,0,1,9.8,9.8,0.0%,FA,7,2018
51,Justin Evans,5,3,0.0,0,0,0,0,0,1,9.8,9.8,0.4%,FA,7,2018
52,Jalen Mills,6,1,0.0,0,0,0,0,0,1,9.8,9.8,0.6%,NYG,7,2018
53,John Johnson III,2,0,0.0,1,1,0,0,0,1,9.5,9.5,0.0%,FA,7,2018
54,Jonathan Jones,2,0,0.0,1,1,0,0,0,1,9.5,9.5,2.0%,NE,7,2018
55,Eric Weddle,5,2,0.0,0,0,0,0,0,1,9.0,9.0,11.0%,FA,7,2018
56,Jayron Kearse,2,2,0.5,0,0,0,0,0,1,9.0,9.0,1.3%,FA,7,2018
57,B.W. Webb,1,1,1.0,0,0,0,0,0,1,8.8,8.8,0.0%,FA,7,2018
58,Quandre Diggs,4,0,0.0,0,0,0,0,0,1,8.5,8.5,2.9%,FA,7,2018
59,Kareem Jackson,3,0,0.0,0,0,0,1,0,1,8.5,8.5,0.7%,FA,7,2018
60,Isaiah Johnson,3,0,0.0,0,0,0,1,0,1,8.5,8.5,0.0%,FA,7,2018
61,Tony Jefferson II,5,1,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,LAC,7,2018
62,A.J. Bouye,5,1,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,7,2018
63,J.C. Jackson,1,0,0.0,1,1,0,0,0,1,8.0,8.0,1.4%,FA,7,2018
64,Jeff Heath,3,1,0.0,0,0,0,0,0,1,7.8,7.8,1.0%,FA,7,2018
65,Prince Amukamara,3,1,0.0,0,0,0,0,0,1,7.8,7.8,0.0%,FA,7,2018
66,Reshad Jones,5,0,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,7,2018
67,Justin Reid,5,0,0.0,0,0,0,0,0,1,7.5,7.5,33.2%,KC,7,2018
68,Micah Hyde,5,0,0.0,0,0,0,0,0,1,7.5,7.5,1.3%,FA,7,2018
69,D.J. Reed Jr.,4,2,0.0,0,0,0,0,0,1,7.5,7.5,10.3%,NYJ,7,2018
70,Marshon Lattimore,3,0,0.0,2,0,0,0,0,1,7.5,7.5,6.0%,NO,7,2018
71,Teez Tabor,4,2,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,7,2018
72,Adrian Amos,4,0,0.0,1,0,0,0,0,1,7.5,7.5,0.2%,FA,7,2018
