Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Leonard Williams,5,2,3.0,1,0,0,0,0,1,30.0,30.0,11.1%,SEA,18,2020
2,Chase Winovich,4,1,2.0,1,0,0,0,0,1,21.3,21.3,0.0%,FA,18,2020
3,DeForest Buckner,3,1,2.0,1,0,0,0,0,1,19.8,19.8,47.6%,IND,18,2020
4,Benson Mayowa,2,1,2.0,0,0,1,0,0,1,18.3,18.3,0.0%,FA,18,2020
5,Carl Granderson,2,0,2.0,0,0,0,0,0,1,16.0,16.0,29.4%,NO,18,2020
6,Carlos Watkins,2,2,1.0,0,0,0,1,0,1,15.0,15.0,0.0%,FA,18,2020
7,Dre'Mont Jones,2,4,1.5,0,0,0,0,0,1,14.5,14.5,4.9%,SEA,18,2020
8,Maxx Crosby,3,1,1.0,0,0,0,0,0,1,14.3,14.3,69.0%,LV,18,2020
9,Morgan Fox,3,1,1.0,0,0,0,0,0,1,14.3,14.3,2.3%,LAC,18,2020
10,Rasheem Green,2,1,1.0,0,0,0,1,0,1,14.3,14.3,6.0%,FA,18,2020
11,Tim Ward,5,0,1.0,0,0,0,0,0,1,14.0,14.0,1.0%,FA,18,2020
12,Chase Young,2,0,1.0,0,0,0,1,0,1,13.5,13.5,10.5%,NO,18,2020
13,Montez Sweat,4,1,1.0,0,0,0,0,0,1,13.3,13.3,35.6%,CHI,18,2020
14,Jonathan Greenard,5,4,0.0,0,0,0,0,0,1,13.0,13.0,29.2%,MIN,18,2020
15,Olivier Vernon,2,0,1.0,0,0,0,0,0,1,12.0,12.0,6.0%,FA,18,2020
16,Adam Butler,3,1,1.0,0,0,0,0,0,1,11.8,11.8,0.8%,LV,18,2020
17,DeMarcus Lawrence,3,1,1.0,0,0,0,0,0,1,11.8,11.8,12.8%,DAL,18,2020
18,Charles Omenihu,3,1,1.0,0,0,0,0,0,1,11.8,11.8,1.0%,KC,18,2020
19,Malik Jackson,2,3,1.0,0,0,0,0,0,1,11.8,11.8,0.0%,FA,18,2020
20,Grover Stewart,4,1,0.5,0,0,0,0,0,1,11.3,11.3,3.6%,IND,18,2020
21,Stephon Tuitt,3,0,1.0,0,0,0,0,0,1,11.0,11.0,0.1%,FA,18,2020
22,Ndamukong Suh,3,0,1.0,0,0,0,0,0,1,11.0,11.0,0.0%,FA,18,2020
23,Kevin Strong,2,1,1.0,0,0,0,0,0,1,10.3,10.3,0.0%,FA,18,2020
24,Aaron Donald,3,1,0.0,0,0,0,0,0,1,10.3,10.3,11.6%,FA,18,2020
25,Zach Allen,3,2,0.0,1,0,0,0,0,1,10.0,10.0,11.0%,DEN,18,2020
26,Henry Anderson,4,2,0.0,0,0,0,0,0,1,10.0,10.0,0.0%,FA,18,2020
27,Dante Fowler Jr.,2,0,1.0,0,0,0,0,0,1,9.5,9.5,3.7%,WAS,18,2020
28,Dalvin Tomlinson,2,0,1.0,0,0,0,0,0,1,9.5,9.5,2.1%,CLE,18,2020
29,Efe Obada,1,0,1.0,0,0,1,0,0,1,9.5,9.5,0.0%,WAS,18,2020
30,J.J. Watt,2,1,0.0,0,0,0,0,0,1,8.8,8.8,4.2%,FA,18,2020
31,Chris Wormley,1,1,1.0,0,0,0,0,0,1,8.8,8.8,0.0%,FA,18,2020
32,Isaac Rochell,1,1,1.0,0,0,0,0,0,1,8.8,8.8,0.0%,FA,18,2020
33,Brooks Reed,1,1,1.0,0,0,0,0,0,1,8.8,8.8,0.0%,FA,18,2020
34,Romeo Okwara,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,18,2020
35,Bryce Huff,1,0,1.0,0,0,0,0,0,1,8.0,8.0,4.1%,PHI,18,2020
36,Jack Crawford,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,18,2020
37,Alex Okafor,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,18,2020
38,Trey Hendrickson,1,0,1.0,0,0,0,0,0,1,8.0,8.0,35.9%,CIN,18,2020
39,Raequan Williams,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,18,2020
40,Kemoko Turay,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,18,2020
41,Haason Reddick,2,3,0.0,0,0,0,0,0,1,7.8,7.8,17.4%,NYJ,18,2020
42,Lawrence Guy Sr.,5,0,0.0,0,0,0,0,0,1,7.5,7.5,4.0%,FA,18,2020
43,Jason Pierre-Paul,3,0,0.0,0,0,0,0,0,1,7.0,7.0,0.0%,FA,18,2020
44,Myles Garrett,3,1,0.0,1,0,0,0,0,1,6.8,6.8,63.8%,CLE,18,2020
45,Jonathan Allen,3,3,0.0,0,0,0,0,0,1,6.8,6.8,14.9%,WAS,18,2020
46,Harrison Phillips,1,1,0.0,0,0,0,1,0,1,6.3,6.3,23.6%,MIN,18,2020
47,Dexter Lawrence II,1,1,0.0,1,0,0,0,0,1,6.3,6.3,12.5%,NYG,18,2020
48,Deatrich Wise Jr.,4,0,0.0,0,0,0,0,0,1,6.0,6.0,3.0%,NE,18,2020
49,Sam Hubbard,3,2,0.0,0,0,0,0,0,1,6.0,6.0,21.9%,CIN,18,2020
50,Kenny Clark,2,4,0.0,0,0,0,0,0,1,6.0,6.0,9.2%,GB,18,2020
51,T.Y. McGill Jr.,2,0,0.0,0,0,0,0,0,1,5.5,5.5,0.2%,SF,18,2020
52,Malcom Brown,1,2,0.0,0,0,0,0,0,1,5.5,5.5,0.0%,FA,18,2020
53,Everson Griffen,2,0,0.0,0,0,0,0,0,1,5.5,5.5,2.0%,FA,18,2020
54,Mike Love,2,0,0.0,0,0,0,0,0,1,5.5,5.5,0.0%,FA,18,2020
55,Nathan Shepherd,3,1,0.0,0,0,0,0,0,1,5.3,5.3,1.9%,NO,18,2020
56,Christian Covington,1,5,0.0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,18,2020
57,Dean Lowry,2,3,0.0,0,0,0,0,0,1,5.3,5.3,0.6%,PIT,18,2020
58,Johnathan Hankins,0,7,0.0,0,0,0,0,0,1,5.3,5.3,0.0%,SEA,18,2020
59,Austin Larkin,1,1,0.0,0,0,0,0,0,1,4.8,4.8,0.0%,FA,18,2020
60,David Onyemata,1,1,0.0,0,0,0,0,0,1,4.8,4.8,5.8%,ATL,18,2020
61,Adam Gotsis,2,0,0.0,1,0,0,0,0,1,4.5,4.5,1.2%,JAC,18,2020
62,Justin Jones,2,2,0.0,0,0,0,0,0,1,4.5,4.5,2.7%,ARI,18,2020
63,Steven Means,2,2,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,18,2020
64,Ross Blacklock,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,18,2020
65,Xavier Williams,1,4,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,18,2020
66,Cameron Jordan,1,0,0.0,2,0,0,0,0,1,4.5,4.5,5.8%,NO,18,2020
67,A.J. Epenesa,3,0,0.0,0,0,0,0,0,1,4.5,4.5,3.2%,BUF,18,2020
68,D.J. Jones,2,2,0.0,0,0,0,0,0,1,4.5,4.5,4.4%,DEN,18,2020
69,Tarell Basham,1,1,0.5,0,0,0,0,0,1,4.3,4.3,0.0%,FA,18,2020
70,Justin Houston,1,1,0.5,0,0,0,0,0,1,4.3,4.3,0.0%,FA,18,2020
71,Doug Costin,1,0,0.0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,18,2020
72,Derek Rivers,1,0,0.0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,18,2020
73,John Franklin-Myers,1,0,0.0,0,0,0,0,0,1,4.0,4.0,1.0%,DEN,18,2020
