Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Myles Garrett,2,1,2.0,0,0,1,0,0,1,18.3,18.3,63.8%,CLE,4,2020
2,Yannick Ngakoue,5,0,2.0,0,0,0,0,0,1,18.0,18.0,1.8%,FA,4,2020
3,Morgan Fox,4,0,1.0,0,0,1,0,0,1,16.5,16.5,2.3%,LAC,4,2020
4,Emmanuel Ogbah,3,2,1.0,0,0,0,0,0,1,15.0,15.0,2.0%,FA,4,2020
5,Justin Houston,3,1,1.0,0,0,0,0,0,1,14.3,14.3,0.0%,FA,4,2020
6,Quinton Jefferson,1,0,1.0,0,0,1,1,0,1,13.5,13.5,3.4%,CLE,4,2020
7,Austin Johnson,2,0,1.0,0,0,1,0,0,1,13.5,13.5,2.9%,BUF,4,2020
8,Chase Winovich,2,2,1.0,0,0,0,0,0,1,13.5,13.5,0.0%,FA,4,2020
9,P.J. Hall,2,5,1.0,0,0,0,0,0,1,13.3,13.3,0.0%,FA,4,2020
10,Yetur Gross-Matos,3,0,1.0,0,0,1,0,0,1,12.5,12.5,1.1%,SF,4,2020
11,Frank Clark,4,0,1.0,0,0,0,0,0,1,12.5,12.5,0.0%,FA,4,2020
12,Brent Urban,2,3,1.0,0,0,0,0,0,1,11.8,11.8,0.4%,BAL,4,2020
13,Cameron Jordan,3,1,1.0,0,0,0,0,0,1,11.8,11.8,5.8%,NO,4,2020
14,Taco Charlton,2,1,1.0,0,0,1,0,0,1,11.8,11.8,0.0%,FA,4,2020
15,Mike Pennel Jr.,5,5,0.0,0,0,0,0,0,1,11.3,11.3,0.4%,KC,4,2020
16,Arik Armstead,4,1,0.5,0,0,0,0,0,1,11.3,11.3,3.7%,JAC,4,2020
17,Romeo Okwara,3,0,1.0,0,0,0,0,0,1,11.0,11.0,0.0%,FA,4,2020
18,Olivier Vernon,3,0,0.0,0,0,0,1,0,1,11.0,11.0,6.0%,FA,4,2020
19,Danny Shelton,2,5,0.0,1,0,0,0,0,1,10.8,10.8,0.0%,FA,4,2020
20,Trey Flowers,3,1,0.0,0,0,0,0,0,1,10.3,10.3,0.2%,FA,4,2020
21,Jaylon Ferguson,2,1,1.0,0,0,0,0,0,1,10.3,10.3,0.0%,FA,4,2020
22,Ed Oliver,3,0,0.0,0,0,0,0,0,1,9.5,9.5,22.9%,BUF,4,2020
23,Charles Harris,2,0,1.0,0,0,0,0,0,1,9.5,9.5,4.0%,FA,4,2020
24,Bilal Nichols,3,0,0.0,0,0,0,0,0,1,9.5,9.5,1.3%,ARI,4,2020
25,Michael Brockers,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.0%,FA,4,2020
26,Josh Sweat,2,0,1.0,0,0,0,0,0,1,9.5,9.5,14.1%,PHI,4,2020
27,Akiem Hicks,3,3,0.0,0,0,0,0,0,1,9.3,9.3,0.0%,FA,4,2020
28,Dexter Lawrence II,3,3,0.0,0,0,0,0,0,1,9.3,9.3,12.5%,NYG,4,2020
29,Tim Settle,1,1,1.0,0,0,0,0,0,1,8.8,8.8,0.4%,HOU,4,2020
30,Benson Mayowa,3,0,0.0,1,0,0,0,0,1,8.5,8.5,0.0%,FA,4,2020
31,Mike Purcell,3,2,0.0,0,0,0,0,0,1,8.5,8.5,0.0%,FA,4,2020
32,Shaq Lawson,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,4,2020
33,D.J. Jones,1,0,1.0,0,0,0,0,0,1,8.0,8.0,4.4%,DEN,4,2020
34,Trey Hendrickson,1,0,1.0,0,0,0,0,0,1,8.0,8.0,35.9%,CIN,4,2020
35,Darryl Johnson,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,4,2020
36,D.J. Wonnum,1,0,1.0,0,0,0,0,0,1,8.0,8.0,13.8%,CAR,4,2020
37,Hassan Ridgeway,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,4,2020
38,David Onyemata,1,0,1.0,0,0,0,0,0,1,8.0,8.0,5.8%,ATL,4,2020
39,Maxx Crosby,1,0,1.0,0,0,0,0,0,1,8.0,8.0,69.0%,LV,4,2020
40,Andrew Brown,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,4,2020
41,Grady Jarrett,3,1,0.0,0,0,0,0,0,1,7.8,7.8,5.7%,ATL,4,2020
42,Ndamukong Suh,1,3,0.0,0,0,1,0,0,1,7.8,7.8,0.0%,FA,4,2020
43,Kerry Hyder Jr.,3,1,0.5,0,0,0,0,0,1,7.3,7.3,2.0%,FA,4,2020
44,DeMarcus Lawrence,3,0,0.0,0,0,0,0,0,1,7.0,7.0,12.8%,DAL,4,2020
45,Dawuane Smoot,3,0,0.0,0,0,0,0,0,1,7.0,7.0,0.4%,BUF,4,2020
46,John Penisini,1,4,0.0,0,0,0,0,0,1,7.0,7.0,0.0%,FA,4,2020
47,Josh Allen,2,0,1.0,0,0,0,0,0,1,7.0,7.0,44.0%,JAC,4,2020
48,Lawrence Guy Sr.,3,0,0.0,0,0,0,0,0,1,7.0,7.0,4.0%,FA,4,2020
49,Derek Barnett,2,2,0.5,0,0,0,0,0,1,6.5,6.5,0.4%,HOU,4,2020
50,Bryce Huff,2,1,0.0,0,0,0,0,0,1,6.3,6.3,4.1%,PHI,4,2020
51,Trysten Hill,2,1,0.0,0,0,0,0,0,1,6.3,6.3,0.2%,NE,4,2020
52,Quinnen Williams,2,1,0.0,0,0,0,0,0,1,6.3,6.3,27.2%,NYJ,4,2020
53,Dalvin Tomlinson,1,1,0.0,1,0,0,0,0,1,6.3,6.3,2.1%,CLE,4,2020
54,Sebastian Joseph-Day,4,0,0.0,0,0,0,0,0,1,6.0,6.0,2.2%,TEN,4,2020
55,Calais Campbell,2,2,0.0,1,0,0,0,0,1,6.0,6.0,2.9%,MIA,4,2020
56,Javon Kinlaw,2,2,0.0,1,0,0,0,0,1,6.0,6.0,1.7%,NYJ,4,2020
57,Leonard Williams,3,2,0.0,0,0,0,0,0,1,6.0,6.0,11.1%,SEA,4,2020
58,Vincent Taylor,1,0,0.0,0,0,0,1,0,1,5.5,5.5,0.0%,FA,4,2020
59,James Smith-Williams,2,0,0.0,0,0,0,0,0,1,5.5,5.5,0.2%,ATL,4,2020
